100073at32523	13735_0:0024ff
195791at32523	13735_0:000cf4
195804at32523	13735_0:001116
195845at32523	13735_0:001e0b
19590at32523	13735_0:003a57
195924at32523	13735_0:001fe9
195985at32523	13735_0:0042d4
1959at32523	13735_0:001c42
196001at32523	13735_0:00287a
196008at32523	13735_0:003595
196062at32523	13735_0:0023e2
196101at32523	13735_0:0007bc
196197at32523	13735_0:003ff9
196360at32523	13735_0:003b9e
196361at32523	13735_0:00140f
196416at32523	13735_0:00435b
196473at32523	13735_0:00073f
196492at32523	13735_0:0039e8
196530at32523	13735_0:003b48
196566at32523	13735_0:001f1f
196586at32523	13735_0:003e13
196596at32523	13735_0:0013ba
196606at32523	13735_0:0018ea
196611at32523	13735_0:003d16
19671at32523	13735_0:002f78
196735at32523	13735_0:0007f2
196833at32523	13735_0:000fa3
196869at32523	13735_0:00449b
196873at32523	13735_0:00093b
196917at32523	13735_0:0009ec
196922at32523	13735_0:00409e
197098at32523	13735_0:0009a3
197140at32523	13735_0:001762
197330at32523	13735_0:003c2e
197458at32523	13735_0:001a43
197528at32523	13735_0:0037b3
197550at32523	13735_0:000acc
197557at32523	13735_0:003037
197589at32523	13735_0:0047b7
197776at32523	13735_0:002cd5
197855at32523	13735_0:0007ef
1978at32523	13735_0:000571
198070at32523	13735_0:004950
198077at32523	13735_0:003e62
198092at32523	13735_0:00166e
198109at32523	13735_0:001d14
198129at32523	13735_0:00345d
198344at32523	13735_0:002229
198351at32523	13735_0:000822
198372at32523	13735_0:0049e7
198375at32523	13735_0:003795
198687at32523	13735_0:001e78
198705at32523	13735_0:00178b
198729at32523	13735_0:003d9c
198743at32523	13735_0:00146a
198774at32523	13735_0:003d1a
198789at32523	13735_0:004383
19880at32523	13735_0:00058e
198830at32523	13735_0:00496c
198959at32523	13735_0:002b9b
199010at32523	13735_0:003fd7
199020at32523	13735_0:001731
199092at32523	13735_0:000429
199274at32523	13735_0:000b1c
199331at32523	13735_0:000881
199337at32523	13735_0:001a3a
199379at32523	13735_0:003e28
199398at32523	13735_0:004a02
199399at32523	13735_0:004aba
199406at32523	13735_0:0014c8
199466at32523	13735_0:001db5
199537at32523	13735_0:0040ac
199658at32523	13735_0:00473f
199679at32523	13735_0:0004ff
199737at32523	13735_0:00040d
199780at32523	13735_0:004079
199785at32523	13735_0:002450
199906at32523	13735_0:002466
200014at32523	13735_0:000228
200019at32523	13735_0:002ac0
200031at32523	13735_0:000d01
200054at32523	13735_0:001d29
200061at32523	13735_0:0048e6
200165at32523	13735_0:000cb6
200324at32523	13735_0:0003a6
200364at32523	13735_0:00009e
200398at32523	13735_0:001c23
200408at32523	13735_0:002837
200486at32523	13735_0:000828
200492at32523	13735_0:000585
20050at32523	13735_0:002d31
200625at32523	13735_0:002b10
200661at32523	13735_0:000e8e
200664at32523	13735_0:003fc1
200680at32523	13735_0:0011e4
200682at32523	13735_0:003550
200695at32523	13735_0:002616
200702at32523	13735_0:000b6a
200727at32523	13735_0:001f19
200735at32523	13735_0:0027d7
200738at32523	13735_0:002ec1
200749at32523	13735_0:001172
200828at32523	13735_0:00161f
200853at32523	13735_0:003eac
200921at32523	13735_0:0028c3
200927at32523	13735_0:0021da
200942at32523	13735_0:003cec
200948at32523	13735_0:001ab2
201024at32523	13735_0:002a10
201028at32523	13735_0:004600
201072at32523	13735_0:002ef3
201210at32523	13735_0:003b74
201268at32523	13735_0:002e16
201317at32523	13735_0:0013f8
20131at32523	13735_0:00382b
201416at32523	13735_0:003fef
201510at32523	13735_0:00210f
201530at32523	13735_0:001e3e
201577at32523	13735_0:0012ed
201650at32523	13735_0:000d36
201677at32523	13735_0:003f61
201802at32523	13735_0:000ef1
201942at32523	13735_0:0011e2
201959at32523	13735_0:001d3b
20196at32523	13735_0:00363f
20202at32523	13735_0:002e23
20220at32523	13735_0:001ddb
202228at32523	13735_0:0044db
202229at32523	13735_0:002c8b
202262at32523	13735_0:001529
202299at32523	13735_0:0033d1
202485at32523	13735_0:0040c4
202759at32523	13735_0:001be9
202849at32523	13735_0:002017
202878at32523	13735_0:002472
202915at32523	13735_0:001466
203062at32523	13735_0:0021c0
203144at32523	13735_0:0012fe
203181at32523	13735_0:000fbd
203220at32523	13735_0:003d12
203233at32523	13735_0:0032c2
203243at32523	13735_0:002abd
203251at32523	13735_0:002542
203378at32523	13735_0:0024f4
203399at32523	13735_0:0005ca
203438at32523	13735_0:0000ab
203491at32523	13735_0:001260
203499at32523	13735_0:002fe9
203507at32523	13735_0:0033c7
203570at32523	13735_0:004893
203582at32523	13735_0:0027e4
203588at32523	13735_0:0013f9
203595at32523	13735_0:0047dc
203700at32523	13735_0:0037f5
203712at32523	13735_0:002762
203749at32523	13735_0:0002c1
203753at32523	13735_0:0002c2
203756at32523	13735_0:0002d8
203763at32523	13735_0:001e29
203774at32523	13735_0:001505
203791at32523	13735_0:002f85
203892at32523	13735_0:004023
204007at32523	13735_0:003949
204089at32523	13735_0:00197d
204099at32523	13735_0:0030df
20411at32523	13735_0:001f6c
204134at32523	13735_0:002aca
204137at32523	13735_0:000c77
204147at32523	13735_0:0024b2
204152at32523	13735_0:000f1a
204153at32523	13735_0:001945
204156at32523	13735_0:002ab7
204259at32523	13735_0:000fec
204325at32523	13735_0:000c6c
204379at32523	13735_0:0013f1
20444at32523	13735_0:001eec
204498at32523	13735_0:002df6
204533at32523	13735_0:004a39
204538at32523	13735_0:00082f
204547at32523	13735_0:004789
204806at32523	13735_0:002fb4
204821at32523	13735_0:004747
20483at32523	13735_0:0014f4
204967at32523	13735_0:002b3b
205149at32523	13735_0:001918
205234at32523	13735_0:00139c
20531at32523	13735_0:002a63
205407at32523	13735_0:003531
205434at32523	13735_0:000026
205468at32523	13735_0:0035a5
205502at32523	13735_0:0015e8
205555at32523	13735_0:001170
205600at32523	13735_0:0028df
205613at32523	13735_0:0003ae
205613at32523	13735_0:001df3
20577at32523	13735_0:001446
205827at32523	13735_0:003153
205833at32523	13735_0:000f77
205883at32523	13735_0:001748
205899at32523	13735_0:002a74
205901at32523	13735_0:001a24
205907at32523	13735_0:002874
205908at32523	13735_0:0031d1
205909at32523	13735_0:0015df
206062at32523	13735_0:001c39
206091at32523	13735_0:00325a
206094at32523	13735_0:003843
206157at32523	13735_0:00002e
20626at32523	13735_0:0043d4
206332at32523	13735_0:000696
206418at32523	13735_0:00498f
206518at32523	13735_0:0037e4
206534at32523	13735_0:004802
206716at32523	13735_0:002f9d
206788at32523	13735_0:0016f3
206923at32523	13735_0:0036fa
206982at32523	13735_0:0005a2
207100at32523	13735_0:0008d1
207120at32523	13735_0:00032a
207164at32523	13735_0:0022d7
207226at32523	13735_0:000620
207331at32523	13735_0:00378c
207340at32523	13735_0:000111
207368at32523	13735_0:001d9f
207425at32523	13735_0:0003a1
207493at32523	13735_0:0034c8
207508at32523	13735_0:0010b6
207797at32523	13735_0:004265
207895at32523	13735_0:001a07
207965at32523	13735_0:0047f2
207969at32523	13735_0:00318d
207983at32523	13735_0:001618
207984at32523	13735_0:0023c6
208004at32523	13735_0:004922
208010at32523	13735_0:0013ab
208014at32523	13735_0:00281c
208035at32523	13735_0:001e54
208049at32523	13735_0:003011
208060at32523	13735_0:002ca0
208063at32523	13735_0:003962
208067at32523	13735_0:001813
208100at32523	13735_0:001c24
208180at32523	13735_0:000fb4
208294at32523	13735_0:00185f
208316at32523	13735_0:003a42
20833at32523	13735_0:00064d
208381at32523	13735_0:003b30
208422at32523	13735_0:001112
208425at32523	13735_0:00290e
208431at32523	13735_0:00420d
208531at32523	13735_0:002521
208618at32523	13735_0:003d3d
20862at32523	13735_0:003685
208660at32523	13735_0:003658
208711at32523	13735_0:00371a
208777at32523	13735_0:00406a
20880at32523	13735_0:001838
209087at32523	13735_0:00236c
209158at32523	13735_0:002345
209160at32523	13735_0:00307e
209185at32523	13735_0:003128
209207at32523	13735_0:00400e
209208at32523	13735_0:001a6b
209270at32523	13735_0:003ba2
209345at32523	13735_0:002656
20946at32523	13735_0:0041c9
209475at32523	13735_0:00214a
209616at32523	13735_0:002925
209617at32523	13735_0:00340d
209628at32523	13735_0:0017fe
209646at32523	13735_0:002481
209647at32523	13735_0:002f20
209730at32523	13735_0:000fe2
209752at32523	13735_0:0017d8
209931at32523	13735_0:001bad
209932at32523	13735_0:003578
209973at32523	13735_0:0000dd
209976at32523	13735_0:0033d0
209985at32523	13735_0:002989
209991at32523	13735_0:001f8a
210026at32523	13735_0:003653
210074at32523	13735_0:004791
210132at32523	13735_0:0010d7
210195at32523	13735_0:00069d
210225at32523	13735_0:001a8b
210226at32523	13735_0:0017e8
210318at32523	13735_0:0047e1
210368at32523	13735_0:0012a1
210399at32523	13735_0:0021bd
210503at32523	13735_0:002f92
210575at32523	13735_0:0043bb
210594at32523	13735_0:00349d
210596at32523	13735_0:00057f
210620at32523	13735_0:000952
210626at32523	13735_0:001424
210667at32523	13735_0:001cda
21070at32523	13735_0:002dcc
210757at32523	13735_0:003691
210795at32523	13735_0:002172
210880at32523	13735_0:003803
210934at32523	13735_0:0049d5
2109at32523	13735_0:001578
211043at32523	13735_0:00178e
211044at32523	13735_0:001412
211150at32523	13735_0:00220f
211154at32523	13735_0:001865
211262at32523	13735_0:003498
211314at32523	13735_0:0018b2
211392at32523	13735_0:002d1c
211410at32523	13735_0:002e22
211414at32523	13735_0:004aa9
211473at32523	13735_0:002930
21151at32523	13735_0:000eca
211643at32523	13735_0:002bd9
211691at32523	13735_0:001ece
211720at32523	13735_0:00292c
211757at32523	13735_0:004657
211787at32523	13735_0:001a4c
211790at32523	13735_0:00249e
211953at32523	13735_0:002783
212013at32523	13735_0:000b42
212014at32523	13735_0:001a4b
21202at32523	13735_0:004809
212062at32523	13735_0:002215
212074at32523	13735_0:000acf
212264at32523	13735_0:001b1c
212281at32523	13735_0:001a0f
212299at32523	13735_0:000618
212302at32523	13735_0:000fb7
21233at32523	13735_0:00327d
212347at32523	13735_0:002034
212356at32523	13735_0:0040dd
212430at32523	13735_0:0017e3
21248at32523	13735_0:002bdd
212599at32523	13735_0:002005
212601at32523	13735_0:003d29
212618at32523	13735_0:003b31
212632at32523	13735_0:003cc0
212687at32523	13735_0:004aa6
212699at32523	13735_0:003d81
212732at32523	13735_0:0004e9
212765at32523	13735_0:00296e
212926at32523	13735_0:00387a
212952at32523	13735_0:001e7c
212959at32523	13735_0:002c54
212978at32523	13735_0:00365a
213003at32523	13735_0:000bbc
213024at32523	13735_0:00412b
213031at32523	13735_0:00413a
213050at32523	13735_0:004758
21312at32523	13735_0:003ef1
213262at32523	13735_0:0006e7
213362at32523	13735_0:002511
213366at32523	13735_0:000b3c
213441at32523	13735_0:000d9e
213495at32523	13735_0:001cc5
213568at32523	13735_0:002203
213575at32523	13735_0:002cf6
213578at32523	13735_0:002493
213586at32523	13735_0:003873
213722at32523	13735_0:000d0b
213921at32523	13735_0:0035c4
213933at32523	13735_0:001245
213950at32523	13735_0:004015
213961at32523	13735_0:002039
214115at32523	13735_0:001368
214178at32523	13735_0:000f68
214194at32523	13735_0:001ae4
214215at32523	13735_0:002f12
214220at32523	13735_0:001522
214311at32523	13735_0:0029c2
214443at32523	13735_0:000edf
214516at32523	13735_0:000f9d
214541at32523	13735_0:003fc7
214558at32523	13735_0:000708
214560at32523	13735_0:00403d
214783at32523	13735_0:004a01
214798at32523	13735_0:0049a9
214816at32523	13735_0:001d96
214926at32523	13735_0:001e5b
21496at32523	13735_0:0045f5
215018at32523	13735_0:000703
215019at32523	13735_0:00358d
215043at32523	13735_0:0017db
215217at32523	13735_0:0035c5
215289at32523	13735_0:001303
215431at32523	13735_0:000e69
215436at32523	13735_0:004120
215456at32523	13735_0:000651
215459at32523	13735_0:000ee9
215463at32523	13735_0:001229
215514at32523	13735_0:0046a3
215610at32523	13735_0:002ed4
215625at32523	13735_0:0019b5
215633at32523	13735_0:0018e6
215649at32523	13735_0:0003ac
215728at32523	13735_0:001fe0
215738at32523	13735_0:004014
215748at32523	13735_0:00296a
21577at32523	13735_0:00471a
215813at32523	13735_0:003c0e
216033at32523	13735_0:000932
216046at32523	13735_0:004767
216079at32523	13735_0:00384d
216161at32523	13735_0:002bd8
216370at32523	13735_0:003810
216420at32523	13735_0:004894
216435at32523	13735_0:001428
21644at32523	13735_0:002315
216579at32523	13735_0:000bc1
216755at32523	13735_0:0007e8
216791at32523	13735_0:002f44
216799at32523	13735_0:002f19
216921at32523	13735_0:00110d
217078at32523	13735_0:000369
217219at32523	13735_0:0000c5
217248at32523	13735_0:0014d7
217250at32523	13735_0:004066
217254at32523	13735_0:0045f2
217270at32523	13735_0:003e52
217279at32523	13735_0:000cb0
217513at32523	13735_0:001af6
217526at32523	13735_0:0024f9
217531at32523	13735_0:000520
217534at32523	13735_0:003aed
217535at32523	13735_0:0034f1
217565at32523	13735_0:003533
217579at32523	13735_0:002e47
217655at32523	13735_0:004277
217851at32523	13735_0:00040e
21786at32523	13735_0:00353f
217877at32523	13735_0:001100
21789at32523	13735_0:0021e6
218049at32523	13735_0:00495f
218058at32523	13735_0:00315d
218074at32523	13735_0:0049b8
218075at32523	13735_0:00157b
218099at32523	13735_0:001696
218121at32523	13735_0:004ada
21815at32523	13735_0:0012e0
218169at32523	13735_0:0009d0
218191at32523	13735_0:000c8b
218233at32523	13735_0:0013b3
218427at32523	13735_0:000439
218448at32523	13735_0:002b37
218576at32523	13735_0:00089c
218597at32523	13735_0:000d17
218632at32523	13735_0:002d93
218677at32523	13735_0:001397
218681at32523	13735_0:00140c
218685at32523	13735_0:003b3d
21870at32523	13735_0:00425a
218879at32523	13735_0:002135
218908at32523	13735_0:001a9d
218925at32523	13735_0:002216
218927at32523	13735_0:001ddd
218973at32523	13735_0:003d53
219003at32523	13735_0:0007b9
219104at32523	13735_0:00416c
219190at32523	13735_0:003928
219201at32523	13735_0:001f0a
219229at32523	13735_0:0020fd
219434at32523	13735_0:00201e
21947at32523	13735_0:000921
219516at32523	13735_0:003552
219563at32523	13735_0:0048de
219577at32523	13735_0:0001d1
219623at32523	13735_0:004aa7
219664at32523	13735_0:0014af
219664at32523	13735_0:0024ab
219728at32523	13735_0:002ae6
219803at32523	13735_0:0042fc
219837at32523	13735_0:002577
220135at32523	13735_0:002078
22014at32523	13735_0:000077
220321at32523	13735_0:003b93
220371at32523	13735_0:001977
22043at32523	13735_0:00370d
220440at32523	13735_0:000e95
220541at32523	13735_0:001834
220683at32523	13735_0:00136d
220690at32523	13735_0:002038
220766at32523	13735_0:003d6d
220833at32523	13735_0:003671
220866at32523	13735_0:002ffc
220909at32523	13735_0:003155
221014at32523	13735_0:0042f1
221129at32523	13735_0:000d6a
221152at32523	13735_0:0034d7
221262at32523	13735_0:001363
221282at32523	13735_0:00268e
221304at32523	13735_0:0018af
221322at32523	13735_0:003c02
221334at32523	13735_0:002936
221349at32523	13735_0:004132
221414at32523	13735_0:001b1b
221447at32523	13735_0:000e65
221526at32523	13735_0:002322
221552at32523	13735_0:0022ba
221567at32523	13735_0:003199
221579at32523	13735_0:003d5a
22166at32523	13735_0:003720
221686at32523	13735_0:00168a
221733at32523	13735_0:003958
221884at32523	13735_0:002451
221969at32523	13735_0:000ba9
221998at32523	13735_0:0048ef
222002at32523	13735_0:001ad9
222011at32523	13735_0:0007b0
222120at32523	13735_0:003acf
222401at32523	13735_0:003a6f
222405at32523	13735_0:0030b0
222417at32523	13735_0:003b9a
222485at32523	13735_0:00490d
222522at32523	13735_0:001419
222603at32523	13735_0:003194
222657at32523	13735_0:0017cc
222662at32523	13735_0:001a38
222686at32523	13735_0:000323
222693at32523	13735_0:00280e
22270at32523	13735_0:002517
222719at32523	13735_0:0035f2
222815at32523	13735_0:0019d2
222816at32523	13735_0:004104
222848at32523	13735_0:004a11
222981at32523	13735_0:0025cf
22306at32523	13735_0:0013e8
223074at32523	13735_0:00058a
22318at32523	13735_0:004368
223192at32523	13735_0:000328
223371at32523	13735_0:001ef4
223450at32523	13735_0:00037c
223786at32523	13735_0:001d28
223794at32523	13735_0:001fb9
223800at32523	13735_0:0045eb
223827at32523	13735_0:000b9f
223932at32523	13735_0:003b4e
223988at32523	13735_0:002e80
224043at32523	13735_0:003b36
224090at32523	13735_0:00106b
224094at32523	13735_0:00228e
224102at32523	13735_0:0039e3
224157at32523	13735_0:0025fa
224178at32523	13735_0:003e2c
224304at32523	13735_0:002022
224356at32523	13735_0:00405f
224357at32523	13735_0:0007be
224410at32523	13735_0:000ec4
224463at32523	13735_0:00102b
224703at32523	13735_0:00207f
224735at32523	13735_0:002907
224759at32523	13735_0:00218a
224806at32523	13735_0:003fa3
224883at32523	13735_0:00201c
224984at32523	13735_0:0042bd
225069at32523	13735_0:002e6c
225154at32523	13735_0:000b4e
225258at32523	13735_0:003d63
225286at32523	13735_0:003ec6
225367at32523	13735_0:002700
22537at32523	13735_0:001500
225441at32523	13735_0:0008ef
225535at32523	13735_0:004824
225571at32523	13735_0:002a50
225651at32523	13735_0:002f97
225670at32523	13735_0:001067
22579at32523	13735_0:001403
22580at32523	13735_0:002f89
225811at32523	13735_0:00056a
225819at32523	13735_0:0023da
225823at32523	13735_0:003005
225861at32523	13735_0:002eff
225915at32523	13735_0:002d66
225939at32523	13735_0:0044ea
225946at32523	13735_0:000d62
225958at32523	13735_0:0008d0
225964at32523	13735_0:002390
225964at32523	13735_0:003487
225976at32523	13735_0:00294f
225985at32523	13735_0:00057d
225986at32523	13735_0:004860
226027at32523	13735_0:0015db
226133at32523	13735_0:000f42
226162at32523	13735_0:002f8d
226232at32523	13735_0:000d13
226339at32523	13735_0:0001cd
226440at32523	13735_0:0030e7
226474at32523	13735_0:003fba
226640at32523	13735_0:001961
226663at32523	13735_0:002be1
226745at32523	13735_0:0020da
226775at32523	13735_0:000321
226787at32523	13735_0:0015a8
226855at32523	13735_0:0029b3
22697at32523	13735_0:0022d3
226996at32523	13735_0:003a3f
227015at32523	13735_0:003d95
227135at32523	13735_0:0040ce
227147at32523	13735_0:002854
227172at32523	13735_0:003948
227195at32523	13735_0:002736
227234at32523	13735_0:0021f4
227235at32523	13735_0:00259f
227235at32523	13735_0:0025a5
227243at32523	13735_0:002410
227270at32523	13735_0:003097
227299at32523	13735_0:002730
227301at32523	13735_0:0048a2
227370at32523	13735_0:001d78
227404at32523	13735_0:0029ab
227433at32523	13735_0:00164c
227445at32523	13735_0:0024d9
227540at32523	13735_0:001d2b
227581at32523	13735_0:00232a
227938at32523	13735_0:002455
227993at32523	13735_0:002fdb
228036at32523	13735_0:002edb
228068at32523	13735_0:002939
228070at32523	13735_0:001ce5
228078at32523	13735_0:0008b3
22810at32523	13735_0:001a09
228136at32523	13735_0:0005a5
228142at32523	13735_0:00465d
228237at32523	13735_0:003c82
22830at32523	13735_0:0047f3
22832at32523	13735_0:000299
228377at32523	13735_0:002306
228500at32523	13735_0:000224
228524at32523	13735_0:00076c
228553at32523	13735_0:000c4f
228563at32523	13735_0:00147d
228616at32523	13735_0:003893
228678at32523	13735_0:0029ed
228707at32523	13735_0:002516
228725at32523	13735_0:0008ca
228745at32523	13735_0:0024a9
228816at32523	13735_0:0040c7
228822at32523	13735_0:002a5b
228947at32523	13735_0:002e52
228948at32523	13735_0:0048f1
228949at32523	13735_0:002dca
229013at32523	13735_0:00007d
229115at32523	13735_0:00313b
229190at32523	13735_0:004501
229237at32523	13735_0:004635
229254at32523	13735_0:000854
229316at32523	13735_0:002b5f
229324at32523	13735_0:00056c
229340at32523	13735_0:00381d
22945at32523	13735_0:004778
229484at32523	13735_0:0047e2
229731at32523	13735_0:000603
22986at32523	13735_0:003b53
22989at32523	13735_0:003998
230017at32523	13735_0:0018f5
230031at32523	13735_0:0024a8
230037at32523	13735_0:004b29
230043at32523	13735_0:001f84
230057at32523	13735_0:000729
230130at32523	13735_0:001502
230230at32523	13735_0:004076
230262at32523	13735_0:0003a3
230279at32523	13735_0:00125f
230300at32523	13735_0:0007d2
230348at32523	13735_0:000777
230361at32523	13735_0:000215
230456at32523	13735_0:003cef
230548at32523	13735_0:00133c
230581at32523	13735_0:00328c
230584at32523	13735_0:002a73
230603at32523	13735_0:0021aa
230620at32523	13735_0:001fe4
230665at32523	13735_0:003d9f
230709at32523	13735_0:001376
230716at32523	13735_0:00382a
230718at32523	13735_0:00196c
230754at32523	13735_0:001bba
230787at32523	13735_0:004b14
230802at32523	13735_0:003896
230806at32523	13735_0:003446
230813at32523	13735_0:002bb4
230820at32523	13735_0:001292
230821at32523	13735_0:001298
230860at32523	13735_0:00168e
230953at32523	13735_0:002ad0
231255at32523	13735_0:0032ca
231266at32523	13735_0:00371b
2312at32523	13735_0:0023d3
231362at32523	13735_0:004720
231389at32523	13735_0:003267
231396at32523	13735_0:00130a
231432at32523	13735_0:004376
23180at32523	13735_0:001dfb
231836at32523	13735_0:0030e1
231852at32523	13735_0:003a67
231882at32523	13735_0:002cda
231884at32523	13735_0:00402c
231887at32523	13735_0:00499e
23197at32523	13735_0:000e60
232093at32523	13735_0:001071
232250at32523	13735_0:003c73
232281at32523	13735_0:002293
232302at32523	13735_0:001511
232312at32523	13735_0:004ad2
232313at32523	13735_0:000fc7
232356at32523	13735_0:000f08
232364at32523	13735_0:003499
232374at32523	13735_0:0023b8
232378at32523	13735_0:0033ca
232416at32523	13735_0:00425d
232417at32523	13735_0:001489
232531at32523	13735_0:0005f1
232542at32523	13735_0:003e39
232550at32523	13735_0:00117b
232639at32523	13735_0:001dae
232746at32523	13735_0:001fd6
232760at32523	13735_0:0008d4
233005at32523	13735_0:00426c
23307at32523	13735_0:000779
233141at32523	13735_0:000dc3
233149at32523	13735_0:002258
233200at32523	13735_0:000b33
233283at32523	13735_0:002b24
233304at32523	13735_0:001642
233324at32523	13735_0:001f53
233383at32523	13735_0:001d39
233557at32523	13735_0:0024d0
233570at32523	13735_0:002416
233591at32523	13735_0:003ad0
233720at32523	13735_0:0040ba
233806at32523	13735_0:004157
233812at32523	13735_0:00230e
233820at32523	13735_0:002ee8
233842at32523	13735_0:000afb
234005at32523	13735_0:002b78
234299at32523	13735_0:00194f
234304at32523	13735_0:0013dc
234330at32523	13735_0:0032c9
234357at32523	13735_0:004a54
234369at32523	13735_0:001249
234376at32523	13735_0:002154
234426at32523	13735_0:00195c
234428at32523	13735_0:001f16
234435at32523	13735_0:00195d
234457at32523	13735_0:0024af
234468at32523	13735_0:002628
234493at32523	13735_0:0030f7
234694at32523	13735_0:0020e3
234747at32523	13735_0:000fa2
23478at32523	13735_0:002160
23478at32523	13735_0:002224
23478at32523	13735_0:003cea
234795at32523	13735_0:003c04
23479at32523	13735_0:0038db
234885at32523	13735_0:00253f
234886at32523	13735_0:00282f
235003at32523	13735_0:002757
235004at32523	13735_0:000513
235011at32523	13735_0:0031ab
235016at32523	13735_0:00261a
235107at32523	13735_0:0003c5
235208at32523	13735_0:00129f
235300at32523	13735_0:00131e
23533at32523	13735_0:00061c
23538at32523	13735_0:004a70
235417at32523	13735_0:003822
235478at32523	13735_0:000e5b
235673at32523	13735_0:0008d2
235783at32523	13735_0:002bb8
235809at32523	13735_0:002077
235813at32523	13735_0:0030fc
235818at32523	13735_0:000d2d
235866at32523	13735_0:001bc9
23586at32523	13735_0:0034fe
236107at32523	13735_0:003ada
236190at32523	13735_0:000b72
23620at32523	13735_0:00253e
236251at32523	13735_0:0028b6
236309at32523	13735_0:0007c0
236312at32523	13735_0:003ac8
236312at32523	13735_0:003add
236330at32523	13735_0:0029aa
236470at32523	13735_0:001517
236789at32523	13735_0:000716
23679at32523	13735_0:003b26
236801at32523	13735_0:0018e4
236822at32523	13735_0:000e93
236823at32523	13735_0:000901
236854at32523	13735_0:002d92
236869at32523	13735_0:00499b
236911at32523	13735_0:000515
236937at32523	13735_0:001fee
237046at32523	13735_0:00438b
237066at32523	13735_0:00135b
23710at32523	13735_0:002567
237255at32523	13735_0:001608
237297at32523	13735_0:003c3d
237361at32523	13735_0:004775
237414at32523	13735_0:003d7e
237466at32523	13735_0:001a47
237509at32523	13735_0:00298e
237512at32523	13735_0:00243c
237546at32523	13735_0:000a5d
237577at32523	13735_0:0040ca
237584at32523	13735_0:002e28
237758at32523	13735_0:00184a
237813at32523	13735_0:002d87
237824at32523	13735_0:004542
237824at32523	13735_0:004545
237844at32523	13735_0:002476
237848at32523	13735_0:0026a2
237857at32523	13735_0:0021be
237983at32523	13735_0:00475c
237986at32523	13735_0:001295
238028at32523	13735_0:00271e
238070at32523	13735_0:003c1b
238128at32523	13735_0:002602
238211at32523	13735_0:003a0b
238297at32523	13735_0:0042a8
23829at32523	13735_0:001658
238302at32523	13735_0:001aac
238400at32523	13735_0:003254
238677at32523	13735_0:0007fb
238690at32523	13735_0:00266f
238757at32523	13735_0:000e10
238813at32523	13735_0:000fa1
238821at32523	13735_0:000aca
238826at32523	13735_0:001f38
238827at32523	13735_0:002552
238843at32523	13735_0:001afa
238978at32523	13735_0:0023eb
239042at32523	13735_0:003abc
239130at32523	13735_0:001e9f
239187at32523	13735_0:003d84
239227at32523	13735_0:00235b
239258at32523	13735_0:001daf
239293at32523	13735_0:003d77
239395at32523	13735_0:00382c
239496at32523	13735_0:002d0f
239568at32523	13735_0:003181
239575at32523	13735_0:001736
239641at32523	13735_0:001c20
239729at32523	13735_0:003010
239803at32523	13735_0:00106e
239933at32523	13735_0:003f53
240061at32523	13735_0:0004e0
240204at32523	13735_0:004a03
240257at32523	13735_0:0046cb
240332at32523	13735_0:001d52
240368at32523	13735_0:000883
240397at32523	13735_0:000e31
240415at32523	13735_0:000a9b
240467at32523	13735_0:004777
240495at32523	13735_0:0032d0
240559at32523	13735_0:0013ee
240592at32523	13735_0:002ef5
240612at32523	13735_0:001e58
240680at32523	13735_0:002498
24068at32523	13735_0:000069
240714at32523	13735_0:001d8a
240735at32523	13735_0:000f63
24081at32523	13735_0:002d2a
240915at32523	13735_0:004849
240917at32523	13735_0:002bdc
240937at32523	13735_0:004639
241007at32523	13735_0:002274
241165at32523	13735_0:000c6a
241231at32523	13735_0:00410b
241247at32523	13735_0:0019b3
241255at32523	13735_0:001dc1
241282at32523	13735_0:000eb0
241327at32523	13735_0:001830
241327at32523	13735_0:002a09
241385at32523	13735_0:00197c
241443at32523	13735_0:000b76
24147at32523	13735_0:00359f
241495at32523	13735_0:0013db
241551at32523	13735_0:0002e7
241552at32523	13735_0:0003d1
241605at32523	13735_0:004958
241607at32523	13735_0:0011b2
241615at32523	13735_0:002cd0
241639at32523	13735_0:0024b6
241651at32523	13735_0:002afd
241750at32523	13735_0:0011e3
241769at32523	13735_0:001220
241794at32523	13735_0:0017a0
241812at32523	13735_0:0022b8
241876at32523	13735_0:0003d0
24191at32523	13735_0:001ea8
242028at32523	13735_0:000e2b
242032at32523	13735_0:004153
242048at32523	13735_0:002b86
242089at32523	13735_0:0013bd
242105at32523	13735_0:0026ab
242120at32523	13735_0:002eab
242152at32523	13735_0:000f98
242171at32523	13735_0:001763
242271at32523	13735_0:0009fe
242304at32523	13735_0:002f18
242341at32523	13735_0:004621
242374at32523	13735_0:001430
242386at32523	13735_0:004a91
242480at32523	13735_0:0026ba
24250at32523	13735_0:002acb
242564at32523	13735_0:0009f4
242587at32523	13735_0:00461e
242599at32523	13735_0:00008f
242688at32523	13735_0:0040e3
242822at32523	13735_0:001eb2
242911at32523	13735_0:003c31
24294at32523	13735_0:0022b4
242965at32523	13735_0:0020f0
242973at32523	13735_0:00157e
243139at32523	13735_0:0043db
243172at32523	13735_0:004ac0
243263at32523	13735_0:003a8a
243330at32523	13735_0:001314
243385at32523	13735_0:001069
243426at32523	13735_0:004995
243433at32523	13735_0:003f2b
24343at32523	13735_0:001f2c
243491at32523	13735_0:000cea
243504at32523	13735_0:0010e7
243556at32523	13735_0:002439
243669at32523	13735_0:001e2c
