100073at32523	8478_0:000611
194439at32523	8478_0:00085c
194447at32523	8478_0:004ead
194455at32523	8478_0:0023c2
194486at32523	8478_0:002b73
19449at32523	8478_0:000578
194583at32523	8478_0:004d0d
194637at32523	8478_0:00134a
194734at32523	8478_0:000100
194878at32523	8478_0:004379
194893at32523	8478_0:00441f
194949at32523	8478_0:004a0c
194996at32523	8478_0:000e50
195101at32523	8478_0:00250e
195205at32523	8478_0:001e90
195209at32523	8478_0:0012e6
195214at32523	8478_0:000659
195215at32523	8478_0:001400
195495at32523	8478_0:000e03
195522at32523	8478_0:00431c
195570at32523	8478_0:000a8d
195601at32523	8478_0:004b2f
195612at32523	8478_0:0026ca
195619at32523	8478_0:0006e2
19568at32523	8478_0:000d07
195714at32523	8478_0:0042df
195716at32523	8478_0:004cda
195753at32523	8478_0:00012b
195778at32523	8478_0:0023b0
195784at32523	8478_0:001d3d
195791at32523	8478_0:000af3
195804at32523	8478_0:00087c
195845at32523	8478_0:0040fa
19590at32523	8478_0:000c41
195924at32523	8478_0:001901
195985at32523	8478_0:0007ab
1959at32523	8478_0:005103
196001at32523	8478_0:0041e0
196008at32523	8478_0:00520a
196062at32523	8478_0:001591
196101at32523	8478_0:001003
196197at32523	8478_0:000757
196360at32523	8478_0:000371
196361at32523	8478_0:000617
196416at32523	8478_0:002516
196473at32523	8478_0:004e96
196492at32523	8478_0:0023d4
196530at32523	8478_0:0002fa
196566at32523	8478_0:002a15
196586at32523	8478_0:000b7c
196596at32523	8478_0:000701
196611at32523	8478_0:004e88
19671at32523	8478_0:0005c6
196735at32523	8478_0:004238
196833at32523	8478_0:004f10
196869at32523	8478_0:00081d
196873at32523	8478_0:001f04
196917at32523	8478_0:00445f
196922at32523	8478_0:0004f9
197098at32523	8478_0:004a35
197140at32523	8478_0:0013cd
197330at32523	8478_0:000eca
197458at32523	8478_0:000f2d
197528at32523	8478_0:004cef
197550at32523	8478_0:0051d2
197557at32523	8478_0:001221
197589at32523	8478_0:0044d3
197776at32523	8478_0:0009f0
197855at32523	8478_0:004242
1978at32523	8478_0:0010d8
198070at32523	8478_0:00506e
198077at32523	8478_0:00024c
198092at32523	8478_0:004b00
198109at32523	8478_0:0029bd
198129at32523	8478_0:004647
198344at32523	8478_0:000f9a
198351at32523	8478_0:004979
198372at32523	8478_0:00024f
198375at32523	8478_0:004f11
198687at32523	8478_0:0014a1
198705at32523	8478_0:000ce9
198729at32523	8478_0:00101e
198743at32523	8478_0:0023ad
198774at32523	8478_0:00087a
198786at32523	8478_0:002390
198789at32523	8478_0:00433c
19880at32523	8478_0:00019d
198830at32523	8478_0:005062
198959at32523	8478_0:000c3a
199010at32523	8478_0:0023cb
199020at32523	8478_0:0043b3
199092at32523	8478_0:0024c7
199274at32523	8478_0:00037a
199331at32523	8478_0:0007c1
199337at32523	8478_0:004cbc
199379at32523	8478_0:001b3c
199398at32523	8478_0:001b70
199399at32523	8478_0:000401
199406at32523	8478_0:00042a
199466at32523	8478_0:0021a0
199537at32523	8478_0:001000
199658at32523	8478_0:000804
199679at32523	8478_0:0012e0
199737at32523	8478_0:00410e
199780at32523	8478_0:004a20
199785at32523	8478_0:00046e
199906at32523	8478_0:000cdc
200014at32523	8478_0:00517c
200019at32523	8478_0:004a6a
200031at32523	8478_0:000548
200054at32523	8478_0:004c47
200061at32523	8478_0:004243
200165at32523	8478_0:0040a1
200324at32523	8478_0:0031c3
200364at32523	8478_0:0028e3
200398at32523	8478_0:00030d
200408at32523	8478_0:002c9f
200486at32523	8478_0:00494d
200492at32523	8478_0:0001b5
20050at32523	8478_0:002494
200625at32523	8478_0:00153f
200661at32523	8478_0:004440
200664at32523	8478_0:0023b7
200680at32523	8478_0:000fe1
200682at32523	8478_0:002c31
200695at32523	8478_0:0001ca
200702at32523	8478_0:001635
200727at32523	8478_0:0042e1
200735at32523	8478_0:001587
200738at32523	8478_0:0013e1
200749at32523	8478_0:001edd
200828at32523	8478_0:00052b
200853at32523	8478_0:0019dd
200921at32523	8478_0:000bab
200927at32523	8478_0:004eab
200942at32523	8478_0:004335
200948at32523	8478_0:0026d5
201024at32523	8478_0:004fc6
201028at32523	8478_0:00113b
201072at32523	8478_0:00108c
201210at32523	8478_0:000c89
201268at32523	8478_0:002c5f
201317at32523	8478_0:0006c5
20131at32523	8478_0:0004fc
201416at32523	8478_0:00122f
201416at32523	8478_0:0012a0
201510at32523	8478_0:0019ac
201530at32523	8478_0:004a07
201577at32523	8478_0:0005e4
201650at32523	8478_0:002412
201677at32523	8478_0:001ead
201802at32523	8478_0:002b49
201942at32523	8478_0:000fd6
201959at32523	8478_0:0000e3
20196at32523	8478_0:002efe
20202at32523	8478_0:002c61
202171at32523	8478_0:004614
20220at32523	8478_0:00299e
202228at32523	8478_0:004be3
202229at32523	8478_0:0022ec
202262at32523	8478_0:0040de
202299at32523	8478_0:00222b
202485at32523	8478_0:005040
202759at32523	8478_0:0045e5
202849at32523	8478_0:000233
202878at32523	8478_0:00006a
202915at32523	8478_0:000a94
203062at32523	8478_0:002444
203144at32523	8478_0:0009f5
203181at32523	8478_0:00444c
203220at32523	8478_0:004e7d
203233at32523	8478_0:0030c2
203243at32523	8478_0:004a4f
203251at32523	8478_0:0046e2
203378at32523	8478_0:0005f4
203399at32523	8478_0:002b50
203438at32523	8478_0:0018bd
203491at32523	8478_0:002f8a
203499at32523	8478_0:004900
203507at32523	8478_0:001681
203570at32523	8478_0:001a1a
203582at32523	8478_0:001cc9
203588at32523	8478_0:00015d
203595at32523	8478_0:001741
203700at32523	8478_0:004898
203700at32523	8478_0:0048eb
203712at32523	8478_0:002000
203749at32523	8478_0:00227e
203753at32523	8478_0:00227c
203756at32523	8478_0:004935
203763at32523	8478_0:003fbe
203774at32523	8478_0:002462
203791at32523	8478_0:0016c3
203892at32523	8478_0:0005b2
204007at32523	8478_0:000ce7
204089at32523	8478_0:005214
204099at32523	8478_0:0021dc
20411at32523	8478_0:001302
204134at32523	8478_0:002c77
204137at32523	8478_0:004616
204147at32523	8478_0:0000c0
204147at32523	8478_0:00266b
204147at32523	8478_0:003efd
204152at32523	8478_0:0018a1
204153at32523	8478_0:0019c7
204156at32523	8478_0:004bff
204259at32523	8478_0:002316
204325at32523	8478_0:001ff8
204379at32523	8478_0:0006b8
20444at32523	8478_0:0015fa
204498at32523	8478_0:002a6e
204533at32523	8478_0:0022c3
204538at32523	8478_0:00496b
204547at32523	8478_0:0043b4
204806at32523	8478_0:001349
204821at32523	8478_0:000780
20483at32523	8478_0:004cfe
204967at32523	8478_0:0008fc
205149at32523	8478_0:0041d3
205234at32523	8478_0:001b28
205312at32523	8478_0:003570
20531at32523	8478_0:004e17
205407at32523	8478_0:002e16
205434at32523	8478_0:0028a9
205456at32523	8478_0:0023e4
205468at32523	8478_0:001db1
205502at32523	8478_0:0000ba
205555at32523	8478_0:0027eb
205600at32523	8478_0:004fd7
205613at32523	8478_0:001fdf
20577at32523	8478_0:0020a5
205827at32523	8478_0:00483a
205833at32523	8478_0:002639
205883at32523	8478_0:0013e5
205899at32523	8478_0:00432c
205901at32523	8478_0:002849
205903at32523	8478_0:000e27
205907at32523	8478_0:0041da
205908at32523	8478_0:001c26
205909at32523	8478_0:004ecd
206062at32523	8478_0:0050f6
206091at32523	8478_0:0018d5
206094at32523	8478_0:001fbc
206157at32523	8478_0:002990
20626at32523	8478_0:004b95
206332at32523	8478_0:004bae
206418at32523	8478_0:00001b
206518at32523	8478_0:002f4d
206534at32523	8478_0:0009c2
206716at32523	8478_0:0016b7
206788at32523	8478_0:00151b
206923at32523	8478_0:00500e
206982at32523	8478_0:00015c
207076at32523	8478_0:00257c
207100at32523	8478_0:0005ac
207120at32523	8478_0:004d6c
207164at32523	8478_0:003aa3
207226at32523	8478_0:0017e1
207331at32523	8478_0:000f9b
207340at32523	8478_0:001631
207368at32523	8478_0:00219c
207425at32523	8478_0:000e9b
207493at32523	8478_0:001388
207508at32523	8478_0:000255
207797at32523	8478_0:004916
207895at32523	8478_0:00257e
207965at32523	8478_0:001759
207969at32523	8478_0:0021f6
207983at32523	8478_0:000438
207984at32523	8478_0:001be7
208004at32523	8478_0:001336
208010at32523	8478_0:0002c9
208014at32523	8478_0:002cac
208035at32523	8478_0:004cd9
208049at32523	8478_0:0006a2
208060at32523	8478_0:002fef
208063at32523	8478_0:0030ed
208067at32523	8478_0:001829
208100at32523	8478_0:000219
208180at32523	8478_0:001ae1
208294at32523	8478_0:00032d
208316at32523	8478_0:000673
20833at32523	8478_0:004bf8
208381at32523	8478_0:00275d
208422at32523	8478_0:001e18
208425at32523	8478_0:005004
208431at32523	8478_0:002ef4
208531at32523	8478_0:0046b9
208618at32523	8478_0:001eaa
20862at32523	8478_0:00048b
208660at32523	8478_0:000eeb
208711at32523	8478_0:00503f
208777at32523	8478_0:002a68
20880at32523	8478_0:004115
209087at32523	8478_0:000453
209158at32523	8478_0:0013f2
209160at32523	8478_0:00221b
209185at32523	8478_0:004dd9
209207at32523	8478_0:0007d8
209208at32523	8478_0:00091a
209270at32523	8478_0:001978
209345at32523	8478_0:0051e7
20946at32523	8478_0:001cbd
209475at32523	8478_0:0008c3
209616at32523	8478_0:001a4b
209617at32523	8478_0:001c20
209628at32523	8478_0:000d8c
209646at32523	8478_0:0000c6
209647at32523	8478_0:001061
209730at32523	8478_0:0008e9
209752at32523	8478_0:001793
209931at32523	8478_0:000a96
209932at32523	8478_0:004ad6
209973at32523	8478_0:00294b
209976at32523	8478_0:002242
209985at32523	8478_0:0027e0
209991at32523	8478_0:001b9d
210026at32523	8478_0:0027a4
210074at32523	8478_0:0000db
210132at32523	8478_0:004133
210195at32523	8478_0:004bb2
210225at32523	8478_0:003216
210226at32523	8478_0:002ab2
210318at32523	8478_0:000914
210368at32523	8478_0:00417d
210399at32523	8478_0:004e08
210503at32523	8478_0:0016ac
210575at32523	8478_0:004bbc
210594at32523	8478_0:0046bd
210596at32523	8478_0:003027
210620at32523	8478_0:0002f6
210626at32523	8478_0:000696
210667at32523	8478_0:000b17
21070at32523	8478_0:0047da
210757at32523	8478_0:0004e8
210788at32523	8478_0:003811
210795at32523	8478_0:0025b3
210880at32523	8478_0:001c85
210934at32523	8478_0:00032e
2109at32523	8478_0:004204
211043at32523	8478_0:000d12
211044at32523	8478_0:0051a4
211150at32523	8478_0:004e21
211154at32523	8478_0:004896
211262at32523	8478_0:003393
211314at32523	8478_0:0007a1
211392at32523	8478_0:00049b
211410at32523	8478_0:002c66
211414at32523	8478_0:00095c
211473at32523	8478_0:001a43
21151at32523	8478_0:002b4f
211643at32523	8478_0:0020d1
211691at32523	8478_0:0015e2
211720at32523	8478_0:001a53
211757at32523	8478_0:004f6d
211787at32523	8478_0:000d8e
211790at32523	8478_0:000d01
211953at32523	8478_0:001a71
212013at32523	8478_0:004756
212014at32523	8478_0:000d9d
21202at32523	8478_0:00175f
212062at32523	8478_0:004e54
212074at32523	8478_0:0051ce
212264at32523	8478_0:000159
212281at32523	8478_0:00320c
212299at32523	8478_0:0017e6
212302at32523	8478_0:000a45
21233at32523	8478_0:00160f
212347at32523	8478_0:0002b1
212356at32523	8478_0:0042d1
212430at32523	8478_0:001786
21248at32523	8478_0:00417e
212599at32523	8478_0:004c20
212601at32523	8478_0:001eb0
212618at32523	8478_0:00274b
212632at32523	8478_0:0051b3
212687at32523	8478_0:0020cc
212699at32523	8478_0:004d33
212732at32523	8478_0:00195b
212765at32523	8478_0:0027d9
212926at32523	8478_0:001f4e
212952at32523	8478_0:00148e
212959at32523	8478_0:0030c9
212978at32523	8478_0:000f49
213003at32523	8478_0:0049da
213024at32523	8478_0:004c88
213031at32523	8478_0:004c53
213050at32523	8478_0:0043fe
21312at32523	8478_0:001c8c
213262at32523	8478_0:000dfc
213362at32523	8478_0:0046f0
213366at32523	8478_0:004712
213441at32523	8478_0:001ec5
213495at32523	8478_0:000abe
213568at32523	8478_0:002574
213575at32523	8478_0:00082a
213578at32523	8478_0:000d1b
213586at32523	8478_0:001f40
213722at32523	8478_0:0003ed
213921at32523	8478_0:000105
213933at32523	8478_0:0006b3
213950at32523	8478_0:00260f
213961at32523	8478_0:00468e
214115at32523	8478_0:004d1b
214178at32523	8478_0:002c08
214194at32523	8478_0:00478e
214215at32523	8478_0:00107d
214220at32523	8478_0:0040fe
214311at32523	8478_0:002c44
214443at32523	8478_0:0004c6
214516at32523	8478_0:004efb
214541at32523	8478_0:0023b8
214558at32523	8478_0:000423
214560at32523	8478_0:0050d3
214783at32523	8478_0:001b22
214798at32523	8478_0:000119
214816at32523	8478_0:004da2
214926at32523	8478_0:001bf6
21496at32523	8478_0:001327
215018at32523	8478_0:000466
215019at32523	8478_0:000fae
215043at32523	8478_0:00178e
215217at32523	8478_0:00001c
215289at32523	8478_0:0009e5
215431at32523	8478_0:004e35
215436at32523	8478_0:004c84
215456at32523	8478_0:004bda
215459at32523	8478_0:004690
215463at32523	8478_0:0019e9
215514at32523	8478_0:000e4e
215610at32523	8478_0:001423
215625at32523	8478_0:000fe3
215633at32523	8478_0:004a46
215649at32523	8478_0:000ec2
215728at32523	8478_0:002273
215738at32523	8478_0:0007e9
215748at32523	8478_0:003123
21577at32523	8478_0:000715
215813at32523	8478_0:000e8b
216033at32523	8478_0:004a1d
216046at32523	8478_0:002e40
216079at32523	8478_0:001acb
216161at32523	8478_0:0020d2
216370at32523	8478_0:00492c
216420at32523	8478_0:001a0e
216435at32523	8478_0:001446
21644at32523	8478_0:00288a
216579at32523	8478_0:00036f
216755at32523	8478_0:00421d
216791at32523	8478_0:001c06
216799at32523	8478_0:001084
216921at32523	8478_0:001e34
216972at32523	8478_0:002396
217012at32523	8478_0:002a99
217078at32523	8478_0:001a85
217219at32523	8478_0:0031b4
217248at32523	8478_0:000499
217250at32523	8478_0:00296a
217254at32523	8478_0:004122
217270at32523	8478_0:000297
217279at32523	8478_0:0040c6
217513at32523	8478_0:004a74
217526at32523	8478_0:000637
217531at32523	8478_0:001a39
217534at32523	8478_0:002294
217535at32523	8478_0:001018
217565at32523	8478_0:002e18
217579at32523	8478_0:00075a
217655at32523	8478_0:001cb5
217851at32523	8478_0:0015d3
21786at32523	8478_0:002c33
217877at32523	8478_0:001e23
21789at32523	8478_0:004eba
218049at32523	8478_0:005077
218058at32523	8478_0:002016
218058at32523	8478_0:002031
218074at32523	8478_0:002505
218075at32523	8478_0:0041d9
218099at32523	8478_0:001e37
218121at32523	8478_0:00043c
21815at32523	8478_0:002575
218169at32523	8478_0:002833
218191at32523	8478_0:001b3e
218233at32523	8478_0:0030c1
218427at32523	8478_0:002b68
218448at32523	8478_0:000984
218576at32523	8478_0:002f59
218597at32523	8478_0:000475
218632at32523	8478_0:000bf7
218677at32523	8478_0:001b78
218681at32523	8478_0:0001e2
218685at32523	8478_0:00274e
21870at32523	8478_0:00077c
218879at32523	8478_0:004b36
218908at32523	8478_0:001510
218925at32523	8478_0:004e7f
218927at32523	8478_0:0029b2
218973at32523	8478_0:001ae9
219003at32523	8478_0:00100e
219104at32523	8478_0:0011c0
219190at32523	8478_0:001d8e
219201at32523	8478_0:00138d
219229at32523	8478_0:00493c
219434at32523	8478_0:000270
21947at32523	8478_0:000cda
219516at32523	8478_0:000efb
219563at32523	8478_0:004262
219577at32523	8478_0:000fca
219623at32523	8478_0:00056e
219664at32523	8478_0:00009b
219728at32523	8478_0:004c4c
219803at32523	8478_0:000856
219837at32523	8478_0:000b9a
220135at32523	8478_0:001152
22014at32523	8478_0:002902
220321at32523	8478_0:000243
220371at32523	8478_0:0051f6
22043at32523	8478_0:00025b
220440at32523	8478_0:003a9c
220541at32523	8478_0:0040e9
220683at32523	8478_0:001988
220690at32523	8478_0:000345
220766at32523	8478_0:004d13
220833at32523	8478_0:000540
220866at32523	8478_0:004cc8
220909at32523	8478_0:004851
221014at32523	8478_0:000886
221129at32523	8478_0:00164c
221152at32523	8478_0:00009a
221262at32523	8478_0:004d0c
221282at32523	8478_0:005234
221304at32523	8478_0:002bb4
221322at32523	8478_0:000ed7
221334at32523	8478_0:004158
221349at32523	8478_0:004c7e
221414at32523	8478_0:000180
221447at32523	8478_0:001b60
221526at32523	8478_0:002e29
221552at32523	8478_0:004f93
221567at32523	8478_0:0021f2
221579at32523	8478_0:002aa4
22166at32523	8478_0:005032
221686at32523	8478_0:002c03
221733at32523	8478_0:003bec
221733at32523	8478_0:003c05
22175at32523	8478_0:00461e
221884at32523	8478_0:000d05
221969at32523	8478_0:0049fb
221998at32523	8478_0:00133c
222002at32523	8478_0:0047d1
222011at32523	8478_0:0014b4
222120at32523	8478_0:0000b7
222401at32523	8478_0:0031aa
222405at32523	8478_0:00386c
222417at32523	8478_0:001977
222485at32523	8478_0:004273
222522at32523	8478_0:0006d8
222603at32523	8478_0:0021f7
222657at32523	8478_0:00176d
222662at32523	8478_0:000cdb
222686at32523	8478_0:002159
222693at32523	8478_0:002c92
22270at32523	8478_0:0046df
222719at32523	8478_0:002f17
222815at32523	8478_0:004465
222816at32523	8478_0:0016a8
222832at32523	8478_0:000d9b
222848at32523	8478_0:001b61
222981at32523	8478_0:004849
22306at32523	8478_0:0005b5
223074at32523	8478_0:000201
22318at32523	8478_0:00250d
223192at32523	8478_0:001bb7
223371at32523	8478_0:0015ea
223450at32523	8478_0:0007b3
223786at32523	8478_0:004c29
223794at32523	8478_0:004487
223800at32523	8478_0:0040c0
223827at32523	8478_0:0002e3
223932at32523	8478_0:00031b
223988at32523	8478_0:0017a8
224043at32523	8478_0:0022bb
224090at32523	8478_0:001cf6
224094at32523	8478_0:004f26
224102at32523	8478_0:004a91
224157at32523	8478_0:001e64
224178at32523	8478_0:000b8b
224304at32523	8478_0:0002b6
224356at32523	8478_0:002968
224357at32523	8478_0:00100b
224410at32523	8478_0:002c1e
224463at32523	8478_0:001cb0
224703at32523	8478_0:00150b
224735at32523	8478_0:004fd9
224759at32523	8478_0:00049a
224806at32523	8478_0:000592
224883at32523	8478_0:00032a
224984at32523	8478_0:0003e6
225069at32523	8478_0:0017ad
225154at32523	8478_0:002123
225258at32523	8478_0:001a62
225286at32523	8478_0:0009d1
225367at32523	8478_0:0006a6
22537at32523	8478_0:002466
225441at32523	8478_0:000627
225535at32523	8478_0:00173f
225571at32523	8478_0:004e03
225651at32523	8478_0:0016b0
225670at32523	8478_0:001102
22579at32523	8478_0:000661
22580at32523	8478_0:0016b3
225811at32523	8478_0:001a4a
225819at32523	8478_0:00243d
225823at32523	8478_0:0019da
225861at32523	8478_0:00105c
225915at32523	8478_0:000d48
225939at32523	8478_0:004966
225946at32523	8478_0:001653
225958at32523	8478_0:001dce
225964at32523	8478_0:001045
225976at32523	8478_0:00414a
225985at32523	8478_0:003030
225986at32523	8478_0:00023b
226027at32523	8478_0:004edc
226133at32523	8478_0:001ed1
226162at32523	8478_0:001677
226232at32523	8478_0:0003d2
226339at32523	8478_0:000fe7
226440at32523	8478_0:0050d1
226474at32523	8478_0:001155
226640at32523	8478_0:0019ae
226663at32523	8478_0:0010cc
226745at32523	8478_0:00202f
226775at32523	8478_0:001ba4
226787at32523	8478_0:001a9c
226855at32523	8478_0:0025ed
22697at32523	8478_0:004f84
226996at32523	8478_0:002ba1
227015at32523	8478_0:000268
227135at32523	8478_0:00503d
227147at32523	8478_0:004e60
227172at32523	8478_0:000d22
227195at32523	8478_0:002654
227234at32523	8478_0:004e9c
227235at32523	8478_0:000e32
227243at32523	8478_0:002b98
227270at32523	8478_0:001fe4
227299at32523	8478_0:002655
227301at32523	8478_0:001a02
227370at32523	8478_0:001999
227404at32523	8478_0:004af3
227410at32523	8478_0:002f03
227433at32523	8478_0:000dbb
227445at32523	8478_0:000646
227540at32523	8478_0:004c3a
227581at32523	8478_0:00449a
227938at32523	8478_0:000ced
227993at32523	8478_0:004922
228036at32523	8478_0:0015d6
228068at32523	8478_0:004157
228070at32523	8478_0:000b00
228078at32523	8478_0:0017de
22810at32523	8478_0:00256d
228136at32523	8478_0:003032
228142at32523	8478_0:004fc1
228237at32523	8478_0:004d84
22830at32523	8478_0:000980
22832at32523	8478_0:002084
228377at32523	8478_0:002250
228500at32523	8478_0:005149
228524at32523	8478_0:004e06
228553at32523	8478_0:0009b6
228563at32523	8478_0:002976
228616at32523	8478_0:001951
228678at32523	8478_0:000e96
228707at32523	8478_0:0046d8
228725at32523	8478_0:001ddb
228745at32523	8478_0:000099
228816at32523	8478_0:005013
228822at32523	8478_0:004deb
228947at32523	8478_0:00021e
228948at32523	8478_0:00134c
228949at32523	8478_0:0047de
229013at32523	8478_0:0005b4
229115at32523	8478_0:004de1
229190at32523	8478_0:004cbe
229237at32523	8478_0:0026f6
229254at32523	8478_0:00465b
229316at32523	8478_0:002d31
229324at32523	8478_0:0010ea
229340at32523	8478_0:0020f7
22945at32523	8478_0:00440d
229484at32523	8478_0:00174b
229731at32523	8478_0:002727
22986at32523	8478_0:0002e8
22989at32523	8478_0:00170f
22990at32523	8478_0:00257a
230017at32523	8478_0:000964
230031at32523	8478_0:000142
230037at32523	8478_0:0011f5
230043at32523	8478_0:001e10
230057at32523	8478_0:000195
230130at32523	8478_0:002459
230230at32523	8478_0:004a29
230262at32523	8478_0:000e79
230279at32523	8478_0:002100
230300at32523	8478_0:00147e
230348at32523	8478_0:004e10
230361at32523	8478_0:000a34
230456at32523	8478_0:004364
230548at32523	8478_0:004795
230581at32523	8478_0:002c86
230584at32523	8478_0:00496d
230603at32523	8478_0:002711
230620at32523	8478_0:002269
230665at32523	8478_0:00104a
230709at32523	8478_0:001979
230716at32523	8478_0:0004b4
230718at32523	8478_0:0006d9
230754at32523	8478_0:0014f2
230787at32523	8478_0:0011ec
230802at32523	8478_0:001911
230806at32523	8478_0:003d59
230813at32523	8478_0:000c36
230820at32523	8478_0:0035be
230821at32523	8478_0:0035bd
230860at32523	8478_0:001e3b
230953at32523	8478_0:00258f
231255at32523	8478_0:001803
231266at32523	8478_0:003bbe
2312at32523	8478_0:001bdd
231362at32523	8478_0:00462e
231389at32523	8478_0:001a29
231396at32523	8478_0:000957
231432at32523	8478_0:002003
231500at32523	8478_0:000a1b
23180at32523	8478_0:005124
231836at32523	8478_0:0021ce
231852at32523	8478_0:004c91
231882at32523	8478_0:00010e
231884at32523	8478_0:0032d3
231887at32523	8478_0:0000cc
23197at32523	8478_0:001b32
232093at32523	8478_0:001108
232250at32523	8478_0:0020f3
232281at32523	8478_0:004f22
232302at32523	8478_0:002e77
232312at32523	8478_0:0004ff
232313at32523	8478_0:000a2b
232356at32523	8478_0:002c25
232364at32523	8478_0:00338a
232374at32523	8478_0:004428
232378at32523	8478_0:00223f
232416at32523	8478_0:004933
232417at32523	8478_0:00270e
232531at32523	8478_0:003873
232542at32523	8478_0:000bae
232550at32523	8478_0:0027f3
232639at32523	8478_0:002190
232746at32523	8478_0:00232a
232760at32523	8478_0:001de2
233005at32523	8478_0:00326e
23307at32523	8478_0:004df7
233141at32523	8478_0:002e91
233149at32523	8478_0:0026c7
233200at32523	8478_0:004703
233283at32523	8478_0:001782
233304at32523	8478_0:000ddb
233324at32523	8478_0:004c37
233383at32523	8478_0:0000ca
233557at32523	8478_0:00069d
233570at32523	8478_0:003305
233591at32523	8478_0:0000fd
233720at32523	8478_0:001b10
233806at32523	8478_0:0011b7
233812at32523	8478_0:002884
233820at32523	8478_0:0045d2
233842at32523	8478_0:00082e
234005at32523	8478_0:001379
234299at32523	8478_0:0019c8
234304at32523	8478_0:00062c
234330at32523	8478_0:0017f8
234357at32523	8478_0:0050de
234369at32523	8478_0:004cd7
234376at32523	8478_0:0008c2
234426at32523	8478_0:0019af
234428at32523	8478_0:0042e9
234435at32523	8478_0:0019ca
234457at32523	8478_0:000193
234468at32523	8478_0:00007b
234493at32523	8478_0:00509b
234694at32523	8478_0:002032
234747at32523	8478_0:004f0c
23478at32523	8478_0:004a3c
234795at32523	8478_0:000e86
23479at32523	8478_0:00206b
234885at32523	8478_0:0046b6
234886at32523	8478_0:002c9d
235003at32523	8478_0:00264c
235004at32523	8478_0:005185
235011at32523	8478_0:0016e0
235016at32523	8478_0:0000a2
235107at32523	8478_0:0022df
235208at32523	8478_0:004189
235300at32523	8478_0:002790
235309at32523	8478_0:000974
23533at32523	8478_0:001802
23538at32523	8478_0:005093
235417at32523	8478_0:0020e1
235478at32523	8478_0:001b67
235673at32523	8478_0:000649
235783at32523	8478_0:000c42
235809at32523	8478_0:001127
235813at32523	8478_0:005099
235818at32523	8478_0:000543
235866at32523	8478_0:0014db
23586at32523	8478_0:001da3
236107at32523	8478_0:0001c3
236190at32523	8478_0:00370d
23620at32523	8478_0:0046b8
236251at32523	8478_0:000b70
236309at32523	8478_0:004285
236312at32523	8478_0:000143
236330at32523	8478_0:003c6f
236470at32523	8478_0:00245d
236789at32523	8478_0:000fff
23679at32523	8478_0:000e5e
236801at32523	8478_0:004a04
236822at32523	8478_0:004431
236823at32523	8478_0:0005a7
236854at32523	8478_0:000c5a
236869at32523	8478_0:000133
236911at32523	8478_0:004aad
236937at32523	8478_0:001903
237046at32523	8478_0:00433d
237066at32523	8478_0:001e60
23710at32523	8478_0:000b7e
237255at32523	8478_0:0048c4
237297at32523	8478_0:000ec9
237361at32523	8478_0:004420
237414at32523	8478_0:004d2a
237466at32523	8478_0:000f2b
237509at32523	8478_0:0027dd
237512at32523	8478_0:0047bd
237546at32523	8478_0:001843
237577at32523	8478_0:005016
237584at32523	8478_0:002c6c
237758at32523	8478_0:0040c3
237813at32523	8478_0:000c6f
237824at32523	8478_0:002603
237844at32523	8478_0:0000cf
237848at32523	8478_0:004b28
237857at32523	8478_0:004e6d
237983at32523	8478_0:001e73
237986at32523	8478_0:0035bf
238028at32523	8478_0:005253
238070at32523	8478_0:000e9c
238128at32523	8478_0:002d0b
238211at32523	8478_0:00031f
238297at32523	8478_0:004a83
23829at32523	8478_0:002400
238302at32523	8478_0:001b6a
238323at32523	8478_0:002be7
238323at32523	8478_0:0031e1
238400at32523	8478_0:00189f
238677at32523	8478_0:002cab
238690at32523	8478_0:000991
238757at32523	8478_0:0013a3
238813at32523	8478_0:004f46
238821at32523	8478_0:0051cf
238826at32523	8478_0:0022e0
238827at32523	8478_0:0000e4
238843at32523	8478_0:002523
238978at32523	8478_0:0015a7
239042at32523	8478_0:000eee
239130at32523	8478_0:0014d8
239187at32523	8478_0:0002ed
239227at32523	8478_0:0050fe
239258at32523	8478_0:0021a3
239293at32523	8478_0:004cea
239395at32523	8478_0:00056d
239496at32523	8478_0:000840
239568at32523	8478_0:0012cf
239575at32523	8478_0:0043c8
239729at32523	8478_0:0021a8
239729at32523	8478_0:003bfd
239803at32523	8478_0:00110d
239803at32523	8478_0:003fad
239933at32523	8478_0:001897
240061at32523	8478_0:001954
240204at32523	8478_0:001b59
240257at32523	8478_0:000e07
240332at32523	8478_0:004d14
240368at32523	8478_0:00089e
240397at32523	8478_0:004c24
240415at32523	8478_0:003441
240467at32523	8478_0:00388e
240495at32523	8478_0:001800
240559at32523	8478_0:0051c1
240592at32523	8478_0:001073
240612at32523	8478_0:00228f
240680at32523	8478_0:0001da
24068at32523	8478_0:00241f
240714at32523	8478_0:001fc1
240735at32523	8478_0:000df9
24081at32523	8478_0:002495
240915at32523	8478_0:001cd1
240917at32523	8478_0:00417f
240937at32523	8478_0:0026f1
241007at32523	8478_0:004f18
241165at32523	8478_0:0029a1
241231at32523	8478_0:004c8d
241247at32523	8478_0:000fd1
241255at32523	8478_0:002185
241282at32523	8478_0:002b45
241327at32523	8478_0:0040f8
241385at32523	8478_0:0051fd
241443at32523	8478_0:00370e
24147at32523	8478_0:001da4
241495at32523	8478_0:0006a5
241551at32523	8478_0:001e56
241552at32523	8478_0:004399
241605at32523	8478_0:005066
241607at32523	8478_0:0001d7
