100073at32523	1415176_0:003aa1
185747at32523	1415176_0:002a59
185755at32523	1415176_0:00370e
185805at32523	1415176_0:00238b
185958at32523	1415176_0:00047d
185964at32523	1415176_0:002014
185971at32523	1415176_0:000534
185973at32523	1415176_0:00240f
185981at32523	1415176_0:0008fd
185999at32523	1415176_0:0017bb
186192at32523	1415176_0:0010d8
186204at32523	1415176_0:000cad
186255at32523	1415176_0:0026e3
186301at32523	1415176_0:0014b1
186318at32523	1415176_0:001009
186362at32523	1415176_0:0006e3
186510at32523	1415176_0:000d25
186629at32523	1415176_0:000528
186648at32523	1415176_0:00286b
186688at32523	1415176_0:001e0f
186688at32523	1415176_0:0038cd
186718at32523	1415176_0:001b41
186760at32523	1415176_0:002a8d
187173at32523	1415176_0:0007a5
187227at32523	1415176_0:0036a7
187335at32523	1415176_0:000b9b
187353at32523	1415176_0:000888
187408at32523	1415176_0:001c5a
187568at32523	1415176_0:00015a
187585at32523	1415176_0:0007bb
187615at32523	1415176_0:00284c
187646at32523	1415176_0:002d0d
187650at32523	1415176_0:00343a
187736at32523	1415176_0:0019c4
18779at32523	1415176_0:0040c5
187811at32523	1415176_0:0021c9
187811at32523	1415176_0:003067
187814at32523	1415176_0:001a4d
187823at32523	1415176_0:0020b4
187973at32523	1415176_0:0014c9
188029at32523	1415176_0:003b91
188076at32523	1415176_0:002306
188112at32523	1415176_0:000b72
188128at32523	1415176_0:0000b9
188147at32523	1415176_0:0000f3
188174at32523	1415176_0:0005ff
188183at32523	1415176_0:000c57
188202at32523	1415176_0:000e4d
188379at32523	1415176_0:0033b5
188390at32523	1415176_0:001f40
188549at32523	1415176_0:00007d
188561at32523	1415176_0:000939
188643at32523	1415176_0:0030bd
188683at32523	1415176_0:000b57
188688at32523	1415176_0:0034c9
188702at32523	1415176_0:000353
188778at32523	1415176_0:004070
188951at32523	1415176_0:000664
188969at32523	1415176_0:001345
188970at32523	1415176_0:002d25
189075at32523	1415176_0:003413
189115at32523	1415176_0:00150d
189139at32523	1415176_0:00390f
189151at32523	1415176_0:0008e8
189181at32523	1415176_0:001ecd
189184at32523	1415176_0:0040ff
189196at32523	1415176_0:004217
189244at32523	1415176_0:0028f5
189246at32523	1415176_0:0023ff
189257at32523	1415176_0:002de2
189262at32523	1415176_0:0047ec
189262at32523	1415176_0:004829
189269at32523	1415176_0:0011ce
189285at32523	1415176_0:000a2b
189290at32523	1415176_0:003151
189349at32523	1415176_0:0043ab
189423at32523	1415176_0:0013ef
189424at32523	1415176_0:000364
189458at32523	1415176_0:000f28
189464at32523	1415176_0:0015bb
189488at32523	1415176_0:002e52
189500at32523	1415176_0:003a7c
189558at32523	1415176_0:000bd4
189742at32523	1415176_0:004159
189789at32523	1415176_0:003dd6
189799at32523	1415176_0:00395c
190007at32523	1415176_0:001830
190009at32523	1415176_0:00170d
190036at32523	1415176_0:000ce9
190036at32523	1415176_0:0051fb
190153at32523	1415176_0:004a6a
190361at32523	1415176_0:000ab8
190386at32523	1415176_0:000fd0
190391at32523	1415176_0:002888
190582at32523	1415176_0:001c1d
190696at32523	1415176_0:0014f0
190849at32523	1415176_0:000782
190874at32523	1415176_0:00292d
190935at32523	1415176_0:0027e6
190977at32523	1415176_0:001a39
191037at32523	1415176_0:0037fc
191124at32523	1415176_0:0001fe
191205at32523	1415176_0:004384
191227at32523	1415176_0:001b6b
191359at32523	1415176_0:001e09
191397at32523	1415176_0:0017b8
191407at32523	1415176_0:003bb3
191457at32523	1415176_0:0023f3
19148at32523	1415176_0:002d89
191525at32523	1415176_0:000318
191613at32523	1415176_0:00002e
191613at32523	1415176_0:000033
191700at32523	1415176_0:003113
191758at32523	1415176_0:001e2b
191790at32523	1415176_0:002b3c
191792at32523	1415176_0:0027cc
191805at32523	1415176_0:00147e
191823at32523	1415176_0:000100
191941at32523	1415176_0:003e6f
191969at32523	1415176_0:00087b
192125at32523	1415176_0:000a01
192137at32523	1415176_0:0038b7
192192at32523	1415176_0:002683
192203at32523	1415176_0:0018a0
192203at32523	1415176_0:004ed4
192208at32523	1415176_0:0020b2
192428at32523	1415176_0:0011b2
192529at32523	1415176_0:000e6f
192537at32523	1415176_0:0036fb
192545at32523	1415176_0:00109d
192560at32523	1415176_0:0039e1
192580at32523	1415176_0:00179b
192653at32523	1415176_0:002f3c
192653at32523	1415176_0:004a58
192769at32523	1415176_0:00261b
192803at32523	1415176_0:00308f
192923at32523	1415176_0:0014e8
192944at32523	1415176_0:0020a1
193016at32523	1415176_0:002fa3
19303at32523	1415176_0:00241d
193041at32523	1415176_0:00050f
193064at32523	1415176_0:001c32
193093at32523	1415176_0:001619
193107at32523	1415176_0:0022d3
193243at32523	1415176_0:0006b3
193254at32523	1415176_0:0005d2
193254at32523	1415176_0:0005e1
19325at32523	1415176_0:003e02
193295at32523	1415176_0:00059a
193297at32523	1415176_0:001932
193365at32523	1415176_0:0010ec
193457at32523	1415176_0:002c17
193519at32523	1415176_0:0035d7
193528at32523	1415176_0:00344c
193560at32523	1415176_0:001b7e
193572at32523	1415176_0:000145
193611at32523	1415176_0:00244f
193623at32523	1415176_0:004075
193635at32523	1415176_0:001eea
193659at32523	1415176_0:002f5b
193695at32523	1415176_0:0031a9
193851at32523	1415176_0:00096e
193873at32523	1415176_0:001377
193924at32523	1415176_0:0009e0
193988at32523	1415176_0:003e3a
194006at32523	1415176_0:001012
194066at32523	1415176_0:00013c
194200at32523	1415176_0:000938
194240at32523	1415176_0:0032e4
19432at32523	1415176_0:002e5f
194421at32523	1415176_0:0024a1
194439at32523	1415176_0:000a65
194447at32523	1415176_0:003821
194455at32523	1415176_0:002186
194486at32523	1415176_0:00015c
19449at32523	1415176_0:00175a
194583at32523	1415176_0:00050e
194637at32523	1415176_0:002259
194734at32523	1415176_0:000fad
194878at32523	1415176_0:000ee7
194893at32523	1415176_0:003514
194949at32523	1415176_0:000fff
194996at32523	1415176_0:002bd1
195101at32523	1415176_0:004531
195101at32523	1415176_0:004532
195205at32523	1415176_0:0037e7
195209at32523	1415176_0:0024e4
195214at32523	1415176_0:00022f
195215at32523	1415176_0:003392
195495at32523	1415176_0:002f9b
195522at32523	1415176_0:004a5a
195570at32523	1415176_0:0027b5
195601at32523	1415176_0:00379b
195612at32523	1415176_0:0026bc
195619at32523	1415176_0:000c70
19568at32523	1415176_0:00009d
195714at32523	1415176_0:0030b7
195716at32523	1415176_0:001405
195753at32523	1415176_0:003ee6
195778at32523	1415176_0:000505
195784at32523	1415176_0:000bdc
195791at32523	1415176_0:00436e
195804at32523	1415176_0:0015ed
195845at32523	1415176_0:002120
19590at32523	1415176_0:002fbc
195924at32523	1415176_0:0021b8
195985at32523	1415176_0:002324
1959at32523	1415176_0:002857
196001at32523	1415176_0:002afc
196008at32523	1415176_0:003da6
196062at32523	1415176_0:002cbb
196101at32523	1415176_0:000d02
196197at32523	1415176_0:000a61
196360at32523	1415176_0:001391
196361at32523	1415176_0:000f8a
196416at32523	1415176_0:000bd0
196473at32523	1415176_0:002ad2
196492at32523	1415176_0:001a9c
196530at32523	1415176_0:0009e4
196566at32523	1415176_0:000d58
196586at32523	1415176_0:001eaa
196596at32523	1415176_0:0032bc
196606at32523	1415176_0:00101f
196611at32523	1415176_0:0033f6
19671at32523	1415176_0:000ecd
196735at32523	1415176_0:002791
196833at32523	1415176_0:001ec9
196869at32523	1415176_0:002341
196873at32523	1415176_0:000486
196917at32523	1415176_0:00148a
196922at32523	1415176_0:001d74
197098at32523	1415176_0:000fe4
197140at32523	1415176_0:00095b
197330at32523	1415176_0:004428
197458at32523	1415176_0:0006f9
197528at32523	1415176_0:001404
197550at32523	1415176_0:003f93
197557at32523	1415176_0:0031f0
197589at32523	1415176_0:0016ab
197776at32523	1415176_0:0050e1
197855at32523	1415176_0:00232b
1978at32523	1415176_0:000932
198070at32523	1415176_0:00272d
198077at32523	1415176_0:001e11
198092at32523	1415176_0:003f81
198109at32523	1415176_0:001f57
198129at32523	1415176_0:003d0d
198344at32523	1415176_0:000c9e
198351at32523	1415176_0:0008a2
198372at32523	1415176_0:000846
198375at32523	1415176_0:002d2a
198687at32523	1415176_0:0031ce
198705at32523	1415176_0:000ba1
198729at32523	1415176_0:0002dc
198743at32523	1415176_0:000e22
198774at32523	1415176_0:0028f9
198786at32523	1415176_0:003894
198789at32523	1415176_0:003944
19880at32523	1415176_0:003548
198830at32523	1415176_0:001ec5
198959at32523	1415176_0:002fb4
199010at32523	1415176_0:0032e7
199020at32523	1415176_0:003525
199092at32523	1415176_0:004279
199274at32523	1415176_0:000355
199331at32523	1415176_0:002928
199337at32523	1415176_0:001fe0
199379at32523	1415176_0:001f8c
199398at32523	1415176_0:001f98
199399at32523	1415176_0:0006b2
199399at32523	1415176_0:004753
199406at32523	1415176_0:00387f
199466at32523	1415176_0:004113
199537at32523	1415176_0:0038aa
199658at32523	1415176_0:001872
199679at32523	1415176_0:0022ce
199737at32523	1415176_0:00068c
199780at32523	1415176_0:000ff2
199785at32523	1415176_0:0009cb
199906at32523	1415176_0:000ba6
200014at32523	1415176_0:003701
200019at32523	1415176_0:00106a
200031at32523	1415176_0:000282
200054at32523	1415176_0:000f4e
200061at32523	1415176_0:000e56
200165at32523	1415176_0:000050
200324at32523	1415176_0:000c17
200364at32523	1415176_0:0001ed
200398at32523	1415176_0:000c75
200408at32523	1415176_0:000a2c
200486at32523	1415176_0:001103
200486at32523	1415176_0:003eab
200492at32523	1415176_0:0040cd
20050at32523	1415176_0:000b0b
20050at32523	1415176_0:003fa5
20050at32523	1415176_0:004a9a
200625at32523	1415176_0:001f73
200625at32523	1415176_0:00507f
200661at32523	1415176_0:00045e
200664at32523	1415176_0:001b31
200680at32523	1415176_0:003e9c
200682at32523	1415176_0:000701
200695at32523	1415176_0:001221
200702at32523	1415176_0:003615
200727at32523	1415176_0:000d54
200735at32523	1415176_0:000531
200738at32523	1415176_0:000991
200749at32523	1415176_0:002002
200828at32523	1415176_0:00264a
200853at32523	1415176_0:0009c2
200921at32523	1415176_0:00169a
200927at32523	1415176_0:000c0d
200942at32523	1415176_0:0034cd
200948at32523	1415176_0:0044a0
201024at32523	1415176_0:000585
201028at32523	1415176_0:001e35
201072at32523	1415176_0:00431f
201210at32523	1415176_0:0002ec
201268at32523	1415176_0:0032c7
201317at32523	1415176_0:000905
20131at32523	1415176_0:000129
201416at32523	1415176_0:0025fb
201510at32523	1415176_0:000341
201530at32523	1415176_0:000ffe
201577at32523	1415176_0:000593
201650at32523	1415176_0:000f3b
201677at32523	1415176_0:001502
201802at32523	1415176_0:001883
201942at32523	1415176_0:003e98
201959at32523	1415176_0:0031bc
20196at32523	1415176_0:00255b
20202at32523	1415176_0:000d5d
20220at32523	1415176_0:003a63
202228at32523	1415176_0:004348
202229at32523	1415176_0:001835
202262at32523	1415176_0:000055
202299at32523	1415176_0:004230
202485at32523	1415176_0:0020d4
202759at32523	1415176_0:00369b
202849at32523	1415176_0:0002ba
202878at32523	1415176_0:002d01
202915at32523	1415176_0:0027ae
203062at32523	1415176_0:002293
203144at32523	1415176_0:001305
203181at32523	1415176_0:000df4
203220at32523	1415176_0:0033f1
203233at32523	1415176_0:0035f9
203243at32523	1415176_0:001015
203251at32523	1415176_0:001628
203378at32523	1415176_0:003711
203399at32523	1415176_0:001515
203438at32523	1415176_0:000b54
203491at32523	1415176_0:003418
203499at32523	1415176_0:001a75
203507at32523	1415176_0:001284
203570at32523	1415176_0:0043c7
203582at32523	1415176_0:001e57
203588at32523	1415176_0:000faf
203595at32523	1415176_0:0037b1
203700at32523	1415176_0:00194e
203712at32523	1415176_0:0013dc
203749at32523	1415176_0:003074
203753at32523	1415176_0:00306f
203756at32523	1415176_0:000464
203763at32523	1415176_0:000b93
203774at32523	1415176_0:002f27
203791at32523	1415176_0:000ecc
203892at32523	1415176_0:000b2e
204007at32523	1415176_0:001743
204089at32523	1415176_0:000dff
204099at32523	1415176_0:004b63
20411at32523	1415176_0:004181
204134at32523	1415176_0:003e7e
204137at32523	1415176_0:002637
204137at32523	1415176_0:004957
204147at32523	1415176_0:000e3b
204152at32523	1415176_0:0025b7
204153at32523	1415176_0:00407a
204156at32523	1415176_0:002b4b
204259at32523	1415176_0:001a96
204325at32523	1415176_0:0013e5
204325at32523	1415176_0:004b6f
204379at32523	1415176_0:000f9e
20444at32523	1415176_0:002cf6
204498at32523	1415176_0:002f0f
204533at32523	1415176_0:000b66
204533at32523	1415176_0:003d64
204538at32523	1415176_0:0008ae
204547at32523	1415176_0:003d9c
204821at32523	1415176_0:00185d
20483at32523	1415176_0:002602
204967at32523	1415176_0:002dbc
205149at32523	1415176_0:0004e0
205234at32523	1415176_0:001db1
205312at32523	1415176_0:0049b9
205312at32523	1415176_0:005046
20531at32523	1415176_0:004680
20531at32523	1415176_0:004840
20531at32523	1415176_0:004b8e
20531at32523	1415176_0:0051cb
205407at32523	1415176_0:00396b
205434at32523	1415176_0:000c8c
205456at32523	1415176_0:000d7d
205468at32523	1415176_0:000bc5
205502at32523	1415176_0:0019e3
205555at32523	1415176_0:001439
205555at32523	1415176_0:0047e2
205600at32523	1415176_0:0031df
205613at32523	1415176_0:000e8e
20577at32523	1415176_0:001a1b
205827at32523	1415176_0:002dca
205827at32523	1415176_0:002dce
205833at32523	1415176_0:001a7f
205883at32523	1415176_0:000968
205899at32523	1415176_0:00102a
205901at32523	1415176_0:00135f
205903at32523	1415176_0:004a69
205907at32523	1415176_0:002a73
205908at32523	1415176_0:002220
205909at32523	1415176_0:0014a8
206062at32523	1415176_0:00285e
206062at32523	1415176_0:004c41
206091at32523	1415176_0:000b47
206094at32523	1415176_0:001c3c
206157at32523	1415176_0:00249b
20626at32523	1415176_0:00270e
206332at32523	1415176_0:002b03
206418at32523	1415176_0:0038bc
206518at32523	1415176_0:003f1a
206534at32523	1415176_0:003e35
206716at32523	1415176_0:0036b9
206716at32523	1415176_0:004719
206788at32523	1415176_0:004165
206923at32523	1415176_0:0012e9
206982at32523	1415176_0:00188c
207076at32523	1415176_0:004963
207076at32523	1415176_0:00499b
207100at32523	1415176_0:0005b1
207120at32523	1415176_0:0010d9
207164at32523	1415176_0:0034b8
207226at32523	1415176_0:000479
207331at32523	1415176_0:0030d9
207340at32523	1415176_0:00265f
207368at32523	1415176_0:002c38
207425at32523	1415176_0:000c10
207493at32523	1415176_0:002019
207508at32523	1415176_0:003bbb
207797at32523	1415176_0:000fc9
207895at32523	1415176_0:0022ec
207965at32523	1415176_0:000cba
207969at32523	1415176_0:001fa5
207983at32523	1415176_0:002644
207984at32523	1415176_0:0012b4
208004at32523	1415176_0:00312a
208010at32523	1415176_0:0009e3
208014at32523	1415176_0:0007fd
208035at32523	1415176_0:000624
208049at32523	1415176_0:000d6d
208060at32523	1415176_0:002ed8
208063at32523	1415176_0:00334d
208067at32523	1415176_0:003498
208100at32523	1415176_0:000c7a
208180at32523	1415176_0:0008f5
208294at32523	1415176_0:000a03
208316at32523	1415176_0:001c97
20833at32523	1415176_0:00230e
208381at32523	1415176_0:003d7f
208422at32523	1415176_0:001eeb
208425at32523	1415176_0:0020de
208431at32523	1415176_0:0000df
208531at32523	1415176_0:001366
208618at32523	1415176_0:0017d6
20862at32523	1415176_0:000ae6
208660at32523	1415176_0:0006f8
208711at32523	1415176_0:0012e8
208777at32523	1415176_0:002679
20880at32523	1415176_0:00212c
209087at32523	1415176_0:000415
209158at32523	1415176_0:003398
209160at32523	1415176_0:001a34
209185at32523	1415176_0:0033d1
209207at32523	1415176_0:000a62
209208at32523	1415176_0:001b71
209270at32523	1415176_0:0008aa
209345at32523	1415176_0:001877
20946at32523	1415176_0:002a9c
209475at32523	1415176_0:00110a
209616at32523	1415176_0:0018dc
209617at32523	1415176_0:001b1d
209628at32523	1415176_0:001702
209646at32523	1415176_0:00155f
209647at32523	1415176_0:004318
209730at32523	1415176_0:0024ea
209752at32523	1415176_0:003e01
209931at32523	1415176_0:000639
209932at32523	1415176_0:003b69
209973at32523	1415176_0:000b1b
209976at32523	1415176_0:00422c
209985at32523	1415176_0:002412
209991at32523	1415176_0:00326a
210026at32523	1415176_0:0038e9
210074at32523	1415176_0:001b0b
210132at32523	1415176_0:002d9d
210195at32523	1415176_0:003ae6
210225at32523	1415176_0:00192c
210226at32523	1415176_0:00165e
210318at32523	1415176_0:003e3d
210368at32523	1415176_0:001e07
210399at32523	1415176_0:00229b
210503at32523	1415176_0:001be8
210575at32523	1415176_0:003799
210594at32523	1415176_0:0039a5
210596at32523	1415176_0:000667
210620at32523	1415176_0:0014bf
210626at32523	1415176_0:0008f9
210667at32523	1415176_0:002b65
21070at32523	1415176_0:003bcd
210757at32523	1415176_0:000ad7
210788at32523	1415176_0:001e15
210795at32523	1415176_0:00407e
210880at32523	1415176_0:000a20
210934at32523	1415176_0:000849
2109at32523	1415176_0:0013b7
2109at32523	1415176_0:00143e
211043at32523	1415176_0:000bb6
211044at32523	1415176_0:000f91
211150at32523	1415176_0:003ad0
211154at32523	1415176_0:000c6f
211262at32523	1415176_0:00134c
211314at32523	1415176_0:004bd2
211392at32523	1415176_0:0003b8
211410at32523	1415176_0:0032c2
211414at32523	1415176_0:001a89
211473at32523	1415176_0:001459
21151at32523	1415176_0:00187d
211643at32523	1415176_0:003447
211691at32523	1415176_0:0036f8
211720at32523	1415176_0:00145b
211757at32523	1415176_0:001229
211757at32523	1415176_0:00475c
211787at32523	1415176_0:00253d
211790at32523	1415176_0:0000b4
211953at32523	1415176_0:002fe6
212013at32523	1415176_0:000a44
212014at32523	1415176_0:00253b
21202at32523	1415176_0:0037c5
212062at32523	1415176_0:003ad3
212264at32523	1415176_0:0006ca
212281at32523	1415176_0:0050d8
212299at32523	1415176_0:000475
212302at32523	1415176_0:0024fb
21233at32523	1415176_0:0014c2
212347at32523	1415176_0:000acb
212356at32523	1415176_0:003aba
212430at32523	1415176_0:003dfa
21248at32523	1415176_0:001dff
212599at32523	1415176_0:0023f5
212601at32523	1415176_0:004ac2
212618at32523	1415176_0:003d7b
212632at32523	1415176_0:0011d3
212687at32523	1415176_0:001a00
212687at32523	1415176_0:004aa1
212699at32523	1415176_0:002d43
212732at32523	1415176_0:003211
212765at32523	1415176_0:002414
212926at32523	1415176_0:002447
212952at32523	1415176_0:0031c5
212959at32523	1415176_0:000b95
212978at32523	1415176_0:0028ca
213003at32523	1415176_0:0042b5
213024at32523	1415176_0:002c56
213031at32523	1415176_0:002374
213050at32523	1415176_0:001e52
21312at32523	1415176_0:003162
213262at32523	1415176_0:002bcf
213362at32523	1415176_0:00361b
213366at32523	1415176_0:000a4f
213441at32523	1415176_0:000cf5
213495at32523	1415176_0:0014b0
213568at32523	1415176_0:00199d
213575at32523	1415176_0:000566
213575at32523	1415176_0:004631
213578at32523	1415176_0:0000ae
213586at32523	1415176_0:002444
213722at32523	1415176_0:000285
213921at32523	1415176_0:0006d6
213933at32523	1415176_0:00022c
213950at32523	1415176_0:002272
213961at32523	1415176_0:000cdc
214115at32523	1415176_0:0019dc
214178at32523	1415176_0:00306c
214194at32523	1415176_0:00208b
214215at32523	1415176_0:000138
214220at32523	1415176_0:00006e
214311at32523	1415176_0:0043cc
214443at32523	1415176_0:001427
214516at32523	1415176_0:001ece
214541at32523	1415176_0:001b38
214558at32523	1415176_0:000412
214560at32523	1415176_0:000b24
214783at32523	1415176_0:001f7c
214798at32523	1415176_0:000609
214816at32523	1415176_0:00332f
214926at32523	1415176_0:00062f
21496at32523	1415176_0:00225f
215018at32523	1415176_0:0006ac
215019at32523	1415176_0:003e99
215043at32523	1415176_0:0026b4
215217at32523	1415176_0:0006d4
215289at32523	1415176_0:003eed
215431at32523	1415176_0:0033f0
215436at32523	1415176_0:002f78
215456at32523	1415176_0:00230b
215459at32523	1415176_0:0000dc
215463at32523	1415176_0:000cfb
215514at32523	1415176_0:0012cf
215610at32523	1415176_0:000966
215625at32523	1415176_0:001b44
215633at32523	1415176_0:001023
215649at32523	1415176_0:000c23
215728at32523	1415176_0:002bb3
215738at32523	1415176_0:0020aa
215748at32523	1415176_0:00241e
21577at32523	1415176_0:00186d
215813at32523	1415176_0:004413
216033at32523	1415176_0:000fd6
216046at32523	1415176_0:001828
216079at32523	1415176_0:001c33
216161at32523	1415176_0:00476b
216370at32523	1415176_0:0015c7
216420at32523	1415176_0:0043c5
216435at32523	1415176_0:0030c0
21644at32523	1415176_0:0041db
216579at32523	1415176_0:0012a6
216755at32523	1415176_0:00232a
216791at32523	1415176_0:00357c
216799at32523	1415176_0:000117
216921at32523	1415176_0:001ee9
216972at32523	1415176_0:001b49
217012at32523	1415176_0:004de2
217078at32523	1415176_0:000242
217219at32523	1415176_0:001fba
217248at32523	1415176_0:00387a
217250at32523	1415176_0:0042f9
217254at32523	1415176_0:00007b
217270at32523	1415176_0:0027fa
217279at32523	1415176_0:000089
217513at32523	1415176_0:0024cc
217526at32523	1415176_0:0005a6
217531at32523	1415176_0:002a57
217534at32523	1415176_0:001536
217535at32523	1415176_0:001df8
217565at32523	1415176_0:004872
217565at32523	1415176_0:0049a2
217565at32523	1415176_0:005000
217579at32523	1415176_0:003804
217655at32523	1415176_0:0041f4
217851at32523	1415176_0:003fd0
21786at32523	1415176_0:0006fb
21786at32523	1415176_0:005079
217877at32523	1415176_0:001ef0
21789at32523	1415176_0:000c0a
218049at32523	1415176_0:003f20
218058at32523	1415176_0:002bf2
218074at32523	1415176_0:0043d3
218075at32523	1415176_0:0013b6
218099at32523	1415176_0:001c06
218121at32523	1415176_0:0015d5
21815at32523	1415176_0:00412b
218169at32523	1415176_0:0004da
218191at32523	1415176_0:001dae
218233at32523	1415176_0:0032bb
218427at32523	1415176_0:000162
218448at32523	1415176_0:001597
218576at32523	1415176_0:001ab6
218597at32523	1415176_0:00028a
218632at32523	1415176_0:001311
218677at32523	1415176_0:001684
218681at32523	1415176_0:000faa
218685at32523	1415176_0:003d80
21870at32523	1415176_0:000fbf
218879at32523	1415176_0:002667
218908at32523	1415176_0:00210c
218925at32523	1415176_0:003ad2
218927at32523	1415176_0:003a65
218973at32523	1415176_0:0038fb
219003at32523	1415176_0:000c81
219104at32523	1415176_0:003fc0
219190at32523	1415176_0:002dfb
219201at32523	1415176_0:0005b8
219229at32523	1415176_0:000491
219434at32523	1415176_0:000ac9
21947at32523	1415176_0:00054f
219516at32523	1415176_0:000706
219563at32523	1415176_0:000e59
219577at32523	1415176_0:000c55
219623at32523	1415176_0:0006b9
219664at32523	1415176_0:0026a1
219728at32523	1415176_0:005151
219803at32523	1415176_0:001e2c
219837at32523	1415176_0:002975
220135at32523	1415176_0:0018a6
22014at32523	1415176_0:0001ee
220321at32523	1415176_0:001390
220371at32523	1415176_0:000e06
22043at32523	1415176_0:0027d3
220440at32523	1415176_0:003720
220541at32523	1415176_0:000069
220683at32523	1415176_0:0008b2
220690at32523	1415176_0:0003f2
220766at32523	1415176_0:00348c
220833at32523	1415176_0:000d12
220866at32523	1415176_0:001fdf
220909at32523	1415176_0:0009ef
221014at32523	1415176_0:0004af
221129at32523	1415176_0:00264f
221152at32523	1415176_0:003c1b
221262at32523	1415176_0:003439
221282at32523	1415176_0:003dc2
221304at32523	1415176_0:00291c
221322at32523	1415176_0:004425
221334at32523	1415176_0:001600
221349at32523	1415176_0:000858
221414at32523	1415176_0:0006c8
221447at32523	1415176_0:001f8d
221526at32523	1415176_0:002ec3
221552at32523	1415176_0:002d69
221567at32523	1415176_0:000ec7
221579at32523	1415176_0:00105f
22166at32523	1415176_0:002555
221686at32523	1415176_0:002ccd
221733at32523	1415176_0:003f80
22175at32523	1415176_0:003b31
221884at32523	1415176_0:00009f
221969at32523	1415176_0:00258d
221998at32523	1415176_0:003131
222002at32523	1415176_0:0016d9
222011at32523	1415176_0:002585
222120at32523	1415176_0:001d76
222401at32523	1415176_0:002f06
222405at32523	1415176_0:0004f1
222417at32523	1415176_0:0008ac
222485at32523	1415176_0:003114
222522at32523	1415176_0:000f8e
222603at32523	1415176_0:001fa8
222657at32523	1415176_0:0026b5
222662at32523	1415176_0:00398f
222686at32523	1415176_0:002812
222693at32523	1415176_0:0007fb
22270at32523	1415176_0:001352
222719at32523	1415176_0:0025aa
222815at32523	1415176_0:003185
222816at32523	1415176_0:00127a
222832at32523	1415176_0:00252c
222848at32523	1415176_0:001f99
222981at32523	1415176_0:0007b9
22306at32523	1415176_0:00091c
223074at32523	1415176_0:001f75
22318at32523	1415176_0:00049d
223192at32523	1415176_0:002d78
223371at32523	1415176_0:002cf2
223450at32523	1415176_0:0025e8
223786at32523	1415176_0:000f45
223794at32523	1415176_0:002687
223800at32523	1415176_0:000080
223827at32523	1415176_0:001ca5
223932at32523	1415176_0:003bc8
223988at32523	1415176_0:002241
224043at32523	1415176_0:003d76
224090at32523	1415176_0:003914
224094at32523	1415176_0:000daa
224102at32523	1415176_0:001029
224157at32523	1415176_0:003f51
224178at32523	1415176_0:001e9c
224304at32523	1415176_0:000ace
224356at32523	1415176_0:002670
224357at32523	1415176_0:000c82
224410at32523	1415176_0:00064b
224463at32523	1415176_0:0041eb
224703at32523	1415176_0:004756
224735at32523	1415176_0:0015a8
224759at32523	1415176_0:00240b
224806at32523	1415176_0:000908
224883at32523	1415176_0:0038d9
224984at32523	1415176_0:0031f8
225069at32523	1415176_0:002235
225154at32523	1415176_0:00386d
225258at32523	1415176_0:000b6f
225286at32523	1415176_0:000c5c
225367at32523	1415176_0:003341
22537at32523	1415176_0:002f30
225441at32523	1415176_0:0005de
225535at32523	1415176_0:0037c4
225571at32523	1415176_0:0023c0
225651at32523	1415176_0:001be3
225670at32523	1415176_0:000828
22579at32523	1415176_0:000fae
22580at32523	1415176_0:0032e8
225811at32523	1415176_0:0025cb
225819at32523	1415176_0:003933
225823at32523	1415176_0:003041
225861at32523	1415176_0:00431e
225915at32523	1415176_0:0033c5
225939at32523	1415176_0:000d2f
225946at32523	1415176_0:00273a
225958at32523	1415176_0:00305a
225964at32523	1415176_0:000375
225976at32523	1415176_0:001603
225985at32523	1415176_0:001d50
225986at32523	1415176_0:0029a2
226027at32523	1415176_0:0014ad
226133at32523	1415176_0:000ca8
226162at32523	1415176_0:001be2
226232at32523	1415176_0:0033b2
226339at32523	1415176_0:004494
226440at32523	1415176_0:00307e
226474at32523	1415176_0:0018a7
226640at32523	1415176_0:001eba
226640at32523	1415176_0:001ebb
226663at32523	1415176_0:001e06
226745at32523	1415176_0:000f2c
226775at32523	1415176_0:002d88
226787at32523	1415176_0:000cb4
226855at32523	1415176_0:0017dd
22697at32523	1415176_0:000893
226996at32523	1415176_0:001c9e
227015at32523	1415176_0:0037d9
227135at32523	1415176_0:0020d0
227147at32523	1415176_0:004007
227172at32523	1415176_0:0003ee
227195at32523	1415176_0:002382
227234at32523	1415176_0:003bea
227235at32523	1415176_0:00404a
227243at32523	1415176_0:003097
227270at32523	1415176_0:0013c9
227299at32523	1415176_0:004e40
227301at32523	1415176_0:002479
227370at32523	1415176_0:001385
227404at32523	1415176_0:001cdd
227410at32523	1415176_0:00255f
227433at32523	1415176_0:001f2d
227445at32523	1415176_0:002dec
227540at32523	1415176_0:000f46
227581at32523	1415176_0:001080
227938at32523	1415176_0:0007c2
227993at32523	1415176_0:001a76
228036at32523	1415176_0:000cf1
228068at32523	1415176_0:000f6f
228070at32523	1415176_0:004367
228078at32523	1415176_0:001d29
22810at32523	1415176_0:0022e7
228136at32523	1415176_0:004836
228142at32523	1415176_0:00250e
228237at32523	1415176_0:0010d2
22830at32523	1415176_0:001789
22832at32523	1415176_0:001110
228377at32523	1415176_0:000b97
228500at32523	1415176_0:000527
228524at32523	1415176_0:00069a
228553at32523	1415176_0:0028b2
228563at32523	1415176_0:0027b7
228616at32523	1415176_0:0003a0
228678at32523	1415176_0:000d9a
228707at32523	1415176_0:001367
