100073at32523	8469_0:000944
191790at32523	8469_0:0022ae
191792at32523	8469_0:002eb5
191805at32523	8469_0:0030f3
191823at32523	8469_0:0022a2
19185at32523	8469_0:0025df
191941at32523	8469_0:001760
191969at32523	8469_0:0008ce
192125at32523	8469_0:001451
192192at32523	8469_0:002f05
192203at32523	8469_0:0033bb
192208at32523	8469_0:003d9f
192428at32523	8469_0:0025be
192529at32523	8469_0:0008d5
192537at32523	8469_0:003fbb
192545at32523	8469_0:0037ab
192560at32523	8469_0:002378
192580at32523	8469_0:0007ec
192653at32523	8469_0:0010d8
192769at32523	8469_0:0011f7
192803at32523	8469_0:003ac1
192923at32523	8469_0:000d17
192944at32523	8469_0:004313
193016at32523	8469_0:000430
19303at32523	8469_0:003635
193041at32523	8469_0:000712
193064at32523	8469_0:001bb2
193093at32523	8469_0:002935
193107at32523	8469_0:002a02
193243at32523	8469_0:000cc8
193254at32523	8469_0:003faf
19325at32523	8469_0:0006af
193295at32523	8469_0:001bce
193297at32523	8469_0:004480
193365at32523	8469_0:00317f
193457at32523	8469_0:001060
193519at32523	8469_0:00019d
193528at32523	8469_0:00341a
193560at32523	8469_0:001052
193572at32523	8469_0:0031a1
193611at32523	8469_0:002f59
193623at32523	8469_0:002266
193635at32523	8469_0:0037e6
193659at32523	8469_0:000f94
193695at32523	8469_0:001e56
193851at32523	8469_0:001d3c
193873at32523	8469_0:003081
193924at32523	8469_0:002848
193988at32523	8469_0:00414a
194006at32523	8469_0:0013a9
194066at32523	8469_0:0031c4
194200at32523	8469_0:0027a8
194240at32523	8469_0:0023a3
19432at32523	8469_0:00367e
194421at32523	8469_0:001fb5
194439at32523	8469_0:000d08
194447at32523	8469_0:0032bd
194455at32523	8469_0:0023ae
194486at32523	8469_0:0031bf
19449at32523	8469_0:003da6
194583at32523	8469_0:00071c
194637at32523	8469_0:0037a0
194734at32523	8469_0:002b7e
194878at32523	8469_0:000a64
194893at32523	8469_0:002e65
194949at32523	8469_0:0013e7
194996at32523	8469_0:003e80
195101at32523	8469_0:001306
195205at32523	8469_0:002c6e
195209at32523	8469_0:0018f8
195214at32523	8469_0:001c70
195215at32523	8469_0:001cac
195495at32523	8469_0:001ae1
195522at32523	8469_0:0029b1
195570at32523	8469_0:0042e0
195601at32523	8469_0:004534
195612at32523	8469_0:001878
195619at32523	8469_0:001c72
19568at32523	8469_0:0016ca
195714at32523	8469_0:00029a
195716at32523	8469_0:0026a3
195753at32523	8469_0:001edf
195778at32523	8469_0:001516
195784at32523	8469_0:00437e
195791at32523	8469_0:0014f4
195804at32523	8469_0:00098c
195845at32523	8469_0:003b38
19590at32523	8469_0:000425
195924at32523	8469_0:001712
195985at32523	8469_0:0005bb
1959at32523	8469_0:0021a1
196001at32523	8469_0:002760
196008at32523	8469_0:00000f
196062at32523	8469_0:00174b
196101at32523	8469_0:002ba3
196197at32523	8469_0:000d0a
196360at32523	8469_0:000266
196361at32523	8469_0:002b72
196416at32523	8469_0:00131d
196473at32523	8469_0:001b96
196492at32523	8469_0:0040b3
196530at32523	8469_0:00284c
196566at32523	8469_0:003c48
196586at32523	8469_0:001be5
196596at32523	8469_0:000d8f
196606at32523	8469_0:001387
196611at32523	8469_0:0014bd
19671at32523	8469_0:0039ba
196735at32523	8469_0:0005e4
196833at32523	8469_0:001073
196869at32523	8469_0:002698
196873at32523	8469_0:0007f2
196917at32523	8469_0:003213
196922at32523	8469_0:00126e
197098at32523	8469_0:0013ba
197140at32523	8469_0:001048
197330at32523	8469_0:0020e4
19733at32523	8469_0:0028ce
197458at32523	8469_0:001965
197528at32523	8469_0:0026a6
197550at32523	8469_0:002b33
197557at32523	8469_0:002c1d
197589at32523	8469_0:00217e
197776at32523	8469_0:001e87
197855at32523	8469_0:0005b1
1978at32523	8469_0:00156c
198070at32523	8469_0:002805
198077at32523	8469_0:0036c0
198092at32523	8469_0:0044cf
198109at32523	8469_0:004034
198129at32523	8469_0:002897
198344at32523	8469_0:000fac
198351at32523	8469_0:0001da
198372at32523	8469_0:002167
198375at32523	8469_0:000a2d
198687at32523	8469_0:00407a
198705at32523	8469_0:0028e2
198729at32523	8469_0:0033e0
198743at32523	8469_0:003bb6
198774at32523	8469_0:000ad0
198786at32523	8469_0:001e17
198789at32523	8469_0:001df7
19880at32523	8469_0:00209e
198830at32523	8469_0:0001e6
198959at32523	8469_0:00041c
199010at32523	8469_0:00239e
199020at32523	8469_0:002288
199092at32523	8469_0:0031a7
199274at32523	8469_0:00308d
199331at32523	8469_0:0031d5
199337at32523	8469_0:002303
199379at32523	8469_0:0029e9
199398at32523	8469_0:0029f9
199399at32523	8469_0:000cbb
199406at32523	8469_0:0041d6
199466at32523	8469_0:002d67
199537at32523	8469_0:002bbd
199658at32523	8469_0:002c8e
199679at32523	8469_0:002a18
199737at32523	8469_0:000dc9
199780at32523	8469_0:0013ed
199785at32523	8469_0:00159c
199906at32523	8469_0:0028de
200014at32523	8469_0:002cd1
200019at32523	8469_0:0013fa
200031at32523	8469_0:000f49
200054at32523	8469_0:0021de
200061at32523	8469_0:0011ba
200165at32523	8469_0:000e08
200324at32523	8469_0:003e89
200364at32523	8469_0:0026b1
200398at32523	8469_0:002fb1
200408at32523	8469_0:0007bc
200486at32523	8469_0:0001be
200492at32523	8469_0:001ed1
20050at32523	8469_0:002f6d
200625at32523	8469_0:002734
200661at32523	8469_0:000b5d
200664at32523	8469_0:002e45
200680at32523	8469_0:00236d
200682at32523	8469_0:0035a1
200695at32523	8469_0:003b63
200702at32523	8469_0:0004a2
200727at32523	8469_0:000296
200735at32523	8469_0:000e8b
200738at32523	8469_0:001d37
200749at32523	8469_0:003137
200828at32523	8469_0:002433
200853at32523	8469_0:0009a2
200921at32523	8469_0:001bdb
200927at32523	8469_0:0010c0
200942at32523	8469_0:0023c0
200948at32523	8469_0:002ce4
201024at32523	8469_0:000223
201028at32523	8469_0:001732
201072at32523	8469_0:0025e7
201210at32523	8469_0:00386b
201268at32523	8469_0:00396e
201317at32523	8469_0:002b59
20131at32523	8469_0:000e76
201416at32523	8469_0:00089b
201510at32523	8469_0:001580
201530at32523	8469_0:001408
201577at32523	8469_0:003b20
201650at32523	8469_0:002cf6
201677at32523	8469_0:001992
201802at32523	8469_0:002555
201942at32523	8469_0:002361
201959at32523	8469_0:004464
20196at32523	8469_0:002a45
20202at32523	8469_0:003965
20220at32523	8469_0:002a8d
202228at32523	8469_0:00045f
202229at32523	8469_0:003e90
202262at32523	8469_0:000e25
202299at32523	8469_0:00063d
202485at32523	8469_0:000166
202759at32523	8469_0:001217
202849at32523	8469_0:000eab
20284at32523	8469_0:001659
202869at32523	8469_0:0015eb
202878at32523	8469_0:001c49
202915at32523	8469_0:0042ad
203062at32523	8469_0:002876
203144at32523	8469_0:001f08
203181at32523	8469_0:0003c7
203220at32523	8469_0:0014c2
203233at32523	8469_0:0003b2
203243at32523	8469_0:001390
203251at32523	8469_0:000b46
203378at32523	8469_0:003499
203399at32523	8469_0:002d8c
203438at32523	8469_0:00169a
203491at32523	8469_0:001c8e
203499at32523	8469_0:001d8b
203507at32523	8469_0:000b14
203570at32523	8469_0:000f19
203582at32523	8469_0:001f7f
203588at32523	8469_0:002b57
203595at32523	8469_0:001421
203700at32523	8469_0:003c11
203712at32523	8469_0:001ea2
203749at32523	8469_0:0023ec
203753at32523	8469_0:0023ee
203756at32523	8469_0:0007e7
203763at32523	8469_0:003e7c
203774at32523	8469_0:0038c7
203791at32523	8469_0:0039b4
203892at32523	8469_0:0030fc
204007at32523	8469_0:00057e
204089at32523	8469_0:00087b
204099at32523	8469_0:000390
20411at32523	8469_0:0011de
204134at32523	8469_0:0035b7
204137at32523	8469_0:0000de
204147at32523	8469_0:001de7
204152at32523	8469_0:001692
204153at32523	8469_0:002260
204156at32523	8469_0:00380f
204259at32523	8469_0:003ba8
204325at32523	8469_0:001eb4
204379at32523	8469_0:002b99
20444at32523	8469_0:0037f7
204498at32523	8469_0:002d6c
204533at32523	8469_0:002b24
204538at32523	8469_0:00019b
204547at32523	8469_0:002275
204806at32523	8469_0:00119f
204821at32523	8469_0:002c90
20483at32523	8469_0:003083
204967at32523	8469_0:001d56
205149at32523	8469_0:0044a1
205234at32523	8469_0:00338a
205312at32523	8469_0:0010e1
20531at32523	8469_0:0019b0
205407at32523	8469_0:002146
205434at32523	8469_0:0032f0
205456at32523	8469_0:0040b5
205468at32523	8469_0:002ed1
205502at32523	8469_0:003aa1
205555at32523	8469_0:002c2c
205555at32523	8469_0:003138
205600at32523	8469_0:0035cf
205613at32523	8469_0:002649
20577at32523	8469_0:002221
205827at32523	8469_0:001e61
205833at32523	8469_0:001d7b
205883at32523	8469_0:001cb3
205899at32523	8469_0:0029b0
205901at32523	8469_0:002fe3
205903at32523	8469_0:001aee
205907at32523	8469_0:002772
205908at32523	8469_0:002253
205909at32523	8469_0:003208
206062at32523	8469_0:0021a7
206091at32523	8469_0:0016a0
206094at32523	8469_0:0030a6
206157at32523	8469_0:002a9d
20626at32523	8469_0:004501
206332at32523	8469_0:004505
206418at32523	8469_0:001234
206518at32523	8469_0:003af5
206534at32523	8469_0:00414c
206716at32523	8469_0:0039ab
206788at32523	8469_0:001466
206923at32523	8469_0:00014a
206982at32523	8469_0:0020aa
207076at32523	8469_0:002dbf
207100at32523	8469_0:00063f
207120at32523	8469_0:003150
207164at32523	8469_0:0030ae
207226at32523	8469_0:003269
207309at32523	8469_0:00342b
207331at32523	8469_0:000fb4
207340at32523	8469_0:00021a
207368at32523	8469_0:0007d6
207425at32523	8469_0:001ed0
207493at32523	8469_0:001ef2
207508at32523	8469_0:00283c
207797at32523	8469_0:000bf1
207895at32523	8469_0:003a55
207965at32523	8469_0:00141e
207969at32523	8469_0:001900
207983at32523	8469_0:00244c
207984at32523	8469_0:000fef
208004at32523	8469_0:001160
208010at32523	8469_0:00284e
208014at32523	8469_0:00077e
208035at32523	8469_0:000810
208049at32523	8469_0:0034cd
208060at32523	8469_0:00362a
208063at32523	8469_0:0025a2
208067at32523	8469_0:00357a
208100at32523	8469_0:002fb5
208180at32523	8469_0:003e55
208294at32523	8469_0:001430
208316at32523	8469_0:0039df
20833at32523	8469_0:000d18
208381at32523	8469_0:002b1f
208422at32523	8469_0:002784
208425at32523	8469_0:0025c4
208431at32523	8469_0:001241
208531at32523	8469_0:003aad
208618at32523	8469_0:002fca
20862at32523	8469_0:0041ef
208660at32523	8469_0:001976
208711at32523	8469_0:0025b1
208777at32523	8469_0:002f04
20880at32523	8469_0:003b34
209087at32523	8469_0:0012d5
209158at32523	8469_0:001d02
209160at32523	8469_0:0042e6
209185at32523	8469_0:000b32
209185at32523	8469_0:0014a8
209207at32523	8469_0:000d03
209208at32523	8469_0:00377e
209270at32523	8469_0:0001aa
209345at32523	8469_0:0021ed
20946at32523	8469_0:001f7d
209475at32523	8469_0:0024b8
209616at32523	8469_0:0017a2
209617at32523	8469_0:002249
209628at32523	8469_0:000c13
209646at32523	8469_0:00111c
209647at32523	8469_0:003704
209730at32523	8469_0:0003b3
209752at32523	8469_0:00069d
209931at32523	8469_0:0042f5
209932at32523	8469_0:000ab4
209973at32523	8469_0:00273f
209976at32523	8469_0:000602
209985at32523	8469_0:00381f
209991at32523	8469_0:00300b
210026at32523	8469_0:002980
210074at32523	8469_0:002415
210132at32523	8469_0:001dba
210195at32523	8469_0:004503
210225at32523	8469_0:000ba4
210226at32523	8469_0:00256c
210318at32523	8469_0:001656
210318at32523	8469_0:00414f
210368at32523	8469_0:000f2b
210399at32523	8469_0:002875
210503at32523	8469_0:000b05
210575at32523	8469_0:0044fc
210594at32523	8469_0:0006b4
210596at32523	8469_0:00209c
210620at32523	8469_0:00179f
210626at32523	8469_0:002b6c
210667at32523	8469_0:000517
21070at32523	8469_0:002fa4
210757at32523	8469_0:004202
210788at32523	8469_0:00369c
210795at32523	8469_0:000aa8
210880at32523	8469_0:000e6f
210934at32523	8469_0:002165
2109at32523	8469_0:003932
211043at32523	8469_0:0028e4
211044at32523	8469_0:002b8f
211150at32523	8469_0:00260b
211154at32523	8469_0:00144e
211203at32523	8469_0:000dfd
211262at32523	8469_0:002fcd
211314at32523	8469_0:0031db
211392at32523	8469_0:003fb3
211410at32523	8469_0:00395b
211414at32523	8469_0:001d41
211473at32523	8469_0:0006d3
21151at32523	8469_0:002581
211643at32523	8469_0:003411
211691at32523	8469_0:003ffa
211720at32523	8469_0:0006d0
211757at32523	8469_0:003f1d
211787at32523	8469_0:000c24
211790at32523	8469_0:0016c8
211953at32523	8469_0:001b6c
212013at32523	8469_0:001ffc
212014at32523	8469_0:000c09
21202at32523	8469_0:001413
212062at32523	8469_0:002600
212074at32523	8469_0:002b31
212101at32523	8469_0:001539
212264at32523	8469_0:003f33
212281at32523	8469_0:0030aa
212299at32523	8469_0:003248
212302at32523	8469_0:0003a9
21233at32523	8469_0:00386f
212347at32523	8469_0:0001fb
212356at32523	8469_0:000c8a
212430at32523	8469_0:00067c
21248at32523	8469_0:000f35
212599at32523	8469_0:002ec9
212601at32523	8469_0:002fc6
212618at32523	8469_0:002b04
212632at32523	8469_0:0009f7
212687at32523	8469_0:002230
212699at32523	8469_0:001acc
212732at32523	8469_0:0039c6
212765at32523	8469_0:003620
212926at32523	8469_0:00353a
212952at32523	8469_0:004096
212959at32523	8469_0:001c2e
212978at32523	8469_0:001955
213003at32523	8469_0:001a74
213024at32523	8469_0:001b5c
213031at32523	8469_0:001b61
213050at32523	8469_0:002295
21312at32523	8469_0:001f68
213262at32523	8469_0:001aea
213362at32523	8469_0:000b3f
213366at32523	8469_0:002019
213441at32523	8469_0:003ff6
213495at32523	8469_0:001858
213568at32523	8469_0:002db6
213575at32523	8469_0:001f5d
213578at32523	8469_0:0016c9
213586at32523	8469_0:00353f
213722at32523	8469_0:001a9e
213921at32523	8469_0:0016b8
213933at32523	8469_0:001c71
213950at32523	8469_0:000a41
213961at32523	8469_0:003dee
214115at32523	8469_0:00217c
214178at32523	8469_0:002c39
214194at32523	8469_0:001fe0
214215at32523	8469_0:000686
214220at32523	8469_0:000df6
214311at32523	8469_0:002691
214443at32523	8469_0:0041ec
214516at32523	8469_0:00106f
214541at32523	8469_0:002e41
214558at32523	8469_0:000991
214558at32523	8469_0:0012d1
214560at32523	8469_0:003112
214783at32523	8469_0:002a17
214798at32523	8469_0:001657
214816at32523	8469_0:003e6e
214926at32523	8469_0:00081d
21496at32523	8469_0:003791
215018at32523	8469_0:000cc5
215019at32523	8469_0:002367
215043at32523	8469_0:0006ae
215217at32523	8469_0:0016bd
215289at32523	8469_0:001f11
215431at32523	8469_0:0019ab
215436at32523	8469_0:003efa
215456at32523	8469_0:000d1d
215459at32523	8469_0:000603
215463at32523	8469_0:001612
215514at32523	8469_0:001dd5
215610at32523	8469_0:001ce2
215625at32523	8469_0:002329
215633at32523	8469_0:0013ee
215649at32523	8469_0:001ec8
215728at32523	8469_0:000c30
215738at32523	8469_0:000d0d
215748at32523	8469_0:00363a
21577at32523	8469_0:002c8a
215813at32523	8469_0:00210b
216033at32523	8469_0:0013a4
216046at32523	8469_0:002e78
216079at32523	8469_0:001baf
216161at32523	8469_0:003410
216370at32523	8469_0:0016d0
216420at32523	8469_0:000f21
216435at32523	8469_0:00032e
21644at32523	8469_0:00000e
216579at32523	8469_0:002ba2
216791at32523	8469_0:0025d4
216799at32523	8469_0:0022a9
216921at32523	8469_0:00277e
216972at32523	8469_0:0036d6
217078at32523	8469_0:000ca6
217219at32523	8469_0:003f18
217248at32523	8469_0:00421a
217250at32523	8469_0:000ea1
217254at32523	8469_0:000df8
217270at32523	8469_0:0036be
217279at32523	8469_0:000dee
217513at32523	8469_0:0036f0
217526at32523	8469_0:003f07
217531at32523	8469_0:000a5b
217534at32523	8469_0:000ef1
217535at32523	8469_0:002ef5
217565at32523	8469_0:002152
217579at32523	8469_0:000ef2
217655at32523	8469_0:000291
217851at32523	8469_0:0039a3
21786at32523	8469_0:0035a2
217877at32523	8469_0:002780
21789at32523	8469_0:00105e
218049at32523	8469_0:00156f
218058at32523	8469_0:000bf6
218074at32523	8469_0:0026f7
218075at32523	8469_0:003949
218099at32523	8469_0:001816
218121at32523	8469_0:000cd9
21815at32523	8469_0:002db8
218169at32523	8469_0:003eb5
218191at32523	8469_0:00336d
218233at32523	8469_0:000d7e
218427at32523	8469_0:0031a5
218448at32523	8469_0:001d3f
218576at32523	8469_0:0038ff
218597at32523	8469_0:000f42
218632at32523	8469_0:000443
218677at32523	8469_0:00336a
218681at32523	8469_0:002b56
218685at32523	8469_0:002b2a
21870at32523	8469_0:002caf
218879at32523	8469_0:004530
218908at32523	8469_0:000ba2
218925at32523	8469_0:002603
218927at32523	8469_0:002aa2
218973at32523	8469_0:0028ae
219003at32523	8469_0:000c38
219104at32523	8469_0:002f1b
219190at32523	8469_0:0043ab
219201at32523	8469_0:003c47
219229at32523	8469_0:0007e8
219434at32523	8469_0:00020f
21947at32523	8469_0:003860
219516at32523	8469_0:00194d
219563at32523	8469_0:0011a3
219577at32523	8469_0:0034f5
219623at32523	8469_0:000cc2
219664at32523	8469_0:001541
219728at32523	8469_0:0021dc
219803at32523	8469_0:0001ae
219837at32523	8469_0:003cb6
220135at32523	8469_0:001722
22014at32523	8469_0:002d35
220321at32523	8469_0:000290
220371at32523	8469_0:000862
22043at32523	8469_0:002eb3
220440at32523	8469_0:0029b2
220541at32523	8469_0:001b4e
220683at32523	8469_0:001772
220690at32523	8469_0:003e09
220766at32523	8469_0:001add
220833at32523	8469_0:001275
220866at32523	8469_0:00305d
220909at32523	8469_0:00178a
221014at32523	8469_0:0001d8
221129at32523	8469_0:003982
221152at32523	8469_0:001ef0
221262at32523	8469_0:00217d
221282at32523	8469_0:002904
221304at32523	8469_0:0031ec
221322at32523	8469_0:0020da
221334at32523	8469_0:001906
221349at32523	8469_0:003ef7
221414at32523	8469_0:003f2e
221447at32523	8469_0:002a0d
221526at32523	8469_0:002e2d
221552at32523	8469_0:000b7c
221567at32523	8469_0:0018cd
221579at32523	8469_0:004052
22166at32523	8469_0:00054c
221686at32523	8469_0:003809
221733at32523	8469_0:004519
22175at32523	8469_0:00358f
221884at32523	8469_0:0016c7
221969at32523	8469_0:000265
221998at32523	8469_0:0011d6
222002at32523	8469_0:001fdb
222011at32523	8469_0:00014f
222120at32523	8469_0:0020af
222401at32523	8469_0:000b89
222405at32523	8469_0:003309
222417at32523	8469_0:001768
222485at32523	8469_0:001164
222522at32523	8469_0:002b93
222603at32523	8469_0:0018bf
222657at32523	8469_0:000692
222662at32523	8469_0:002adf
222686at32523	8469_0:001b0e
222693at32523	8469_0:000780
22270at32523	8469_0:000b47
222719at32523	8469_0:002a36
222815at32523	8469_0:001e72
222816at32523	8469_0:000b30
222832at32523	8469_0:002504
222848at32523	8469_0:0029e8
222981at32523	8469_0:002823
22306at32523	8469_0:002b6a
223074at32523	8469_0:0020b1
22318at32523	8469_0:001305
223192at32523	8469_0:002f3f
223371at32523	8469_0:0021ba
223450at32523	8469_0:0027e0
223786at32523	8469_0:0021d1
223794at32523	8469_0:003767
223800at32523	8469_0:000e04
223827at32523	8469_0:001a7a
223932at32523	8469_0:002833
223988at32523	8469_0:000d97
223at32523	8469_0:0023e7
224043at32523	8469_0:002b23
224090at32523	8469_0:0008a5
224094at32523	8469_0:002405
224102at32523	8469_0:0013d6
224157at32523	8469_0:0032ce
224178at32523	8469_0:001bcf
224304at32523	8469_0:000217
224356at32523	8469_0:000e9c
224357at32523	8469_0:000c2a
224410at32523	8469_0:000618
224463at32523	8469_0:000309
224703at32523	8469_0:0010f8
224735at32523	8469_0:003e98
224759at32523	8469_0:000e51
224806at32523	8469_0:0037cd
224883at32523	8469_0:002458
224984at32523	8469_0:0027b2
225069at32523	8469_0:002389
225154at32523	8469_0:001ce0
225258at32523	8469_0:002e3b
225286at32523	8469_0:0009e6
225367at32523	8469_0:002572
22537at32523	8469_0:0038da
225441at32523	8469_0:003fff
225535at32523	8469_0:001420
225571at32523	8469_0:0022de
225651at32523	8469_0:000b15
225670at32523	8469_0:0012c1
22579at32523	8469_0:002b90
22580at32523	8469_0:0039b7
225811at32523	8469_0:00278a
225819at32523	8469_0:00285c
225823at32523	8469_0:003e9f
225861at32523	8469_0:0025ef
225915at32523	8469_0:003f4e
225939at32523	8469_0:0012ae
225946at32523	8469_0:0037d9
225958at32523	8469_0:0005fe
225964at32523	8469_0:000bd7
225976at32523	8469_0:001892
225985at32523	8469_0:00208a
225986at32523	8469_0:003a4b
226027at32523	8469_0:003204
226133at32523	8469_0:003830
226162at32523	8469_0:000afc
226232at32523	8469_0:001a9d
226339at32523	8469_0:002ba5
226440at32523	8469_0:00038b
226474at32523	8469_0:00172d
226640at32523	8469_0:002269
226663at32523	8469_0:003ae7
226745at32523	8469_0:003de1
226775at32523	8469_0:002f48
226787at32523	8469_0:001b85
226855at32523	8469_0:003339
22697at32523	8469_0:000b83
226996at32523	8469_0:0039bf
227015at32523	8469_0:000355
227135at32523	8469_0:00014b
227147at32523	8469_0:001498
227172at32523	8469_0:000570
227195at32523	8469_0:002343
227199at32523	8469_0:0032c2
227234at32523	8469_0:0010bd
227235at32523	8469_0:003a07
227243at32523	8469_0:003ac9
227270at32523	8469_0:001ea3
227299at32523	8469_0:003f82
227301at32523	8469_0:003712
227370at32523	8469_0:004195
227404at32523	8469_0:000fa5
227433at32523	8469_0:0024f9
227445at32523	8469_0:001bbd
227540at32523	8469_0:0021cc
227581at32523	8469_0:002a64
227938at32523	8469_0:0016cb
227993at32523	8469_0:001d7e
228036at32523	8469_0:002453
228068at32523	8469_0:0018ae
228070at32523	8469_0:0014cd
228078at32523	8469_0:003dbe
22810at32523	8469_0:003a54
228136at32523	8469_0:0020b8
228142at32523	8469_0:002510
228237at32523	8469_0:003177
228300at32523	8469_0:0041ce
22830at32523	8469_0:004158
228377at32523	8469_0:001c32
228500at32523	8469_0:002cd0
228524at32523	8469_0:002bc7
228553at32523	8469_0:001e83
228563at32523	8469_0:0042b5
228616at32523	8469_0:0017e2
228678at32523	8469_0:0020e7
228707at32523	8469_0:002fd9
228725at32523	8469_0:000641
228745at32523	8469_0:00153c
228816at32523	8469_0:000167
228819at32523	8469_0:001436
228822at32523	8469_0:0022e6
228947at32523	8469_0:001996
228948at32523	8469_0:001169
228949at32523	8469_0:003e2a
229013at32523	8469_0:003c5a
229115at32523	8469_0:00149f
229190at32523	8469_0:002302
229237at32523	8469_0:0026ed
229254at32523	8469_0:00024c
229316at32523	8469_0:0031a3
229324at32523	8469_0:001561
229340at32523	8469_0:0032df
22945at32523	8469_0:002e76
229484at32523	8469_0:00141f
229731at32523	8469_0:0011fc
22986at32523	8469_0:002831
22989at32523	8469_0:002204
22990at32523	8469_0:003a56
230017at32523	8469_0:0026e1
230031at32523	8469_0:001def
230037at32523	8469_0:000072
230043at32523	8469_0:003010
230057at32523	8469_0:003b5c
230130at32523	8469_0:003a7a
230230at32523	8469_0:0013f5
230262at32523	8469_0:003e8c
230279at32523	8469_0:000dac
230300at32523	8469_0:0015cd
230348at32523	8469_0:002bef
230361at32523	8469_0:000e09
230456at32523	8469_0:0023d3
230548at32523	8469_0:001feb
230581at32523	8469_0:0040cb
230584at32523	8469_0:0012af
230603at32523	8469_0:001a92
230620at32523	8469_0:000c2e
230665at32523	8469_0:000bd8
230709at32523	8469_0:001767
230716at32523	8469_0:00190e
230718at32523	8469_0:0034a5
230754at32523	8469_0:001d12
230754at32523	8469_0:003af4
230787at32523	8469_0:000074
230802at32523	8469_0:0017d4
230813at32523	8469_0:003cbc
230820at32523	8469_0:002498
230821at32523	8469_0:0024a1
230860at32523	8469_0:001830
230953at32523	8469_0:002dc0
231255at32523	8469_0:003242
231266at32523	8469_0:00054d
2312at32523	8469_0:000ff2
231362at32523	8469_0:00288d
231389at32523	8469_0:0017aa
231396at32523	8469_0:001f03
231432at32523	8469_0:002642
231500at32523	8469_0:001e9a
231557at32523	8469_0:00421c
23180at32523	8469_0:001b26
231836at32523	8469_0:000385
231852at32523	8469_0:001fac
231882at32523	8469_0:003845
231884at32523	8469_0:0030d2
231887at32523	8469_0:001662
23197at32523	8469_0:002a1a
23197at32523	8469_0:004231
232093at32523	8469_0:0022b1
232250at32523	8469_0:001e38
232281at32523	8469_0:00240b
232302at32523	8469_0:0010cf
232312at32523	8469_0:002886
232313at32523	8469_0:0003be
232356at32523	8469_0:000604
232364at32523	8469_0:002fde
232374at32523	8469_0:0002dc
232378at32523	8469_0:0005fa
232416at32523	8469_0:002c77
232417at32523	8469_0:001a8d
232531at32523	8469_0:001158
232542at32523	8469_0:001c1b
232550at32523	8469_0:00313a
232639at32523	8469_0:002d62
232746at32523	8469_0:00321c
232760at32523	8469_0:000621
233005at32523	8469_0:002c9e
23307at32523	8469_0:002bcb
233141at32523	8469_0:002e3a
233149at32523	8469_0:001870
233200at32523	8469_0:001fe3
233283at32523	8469_0:0006c1
233304at32523	8469_0:0024fd
233324at32523	8469_0:0021d0
233383at32523	8469_0:004462
233557at32523	8469_0:00349f
233570at32523	8469_0:003ac4
233591at32523	8469_0:0020b6
233720at32523	8469_0:00343f
233806at32523	8469_0:002c5e
233812at32523	8469_0:00002a
233820at32523	8469_0:001646
233842at32523	8469_0:0031eb
234005at32523	8469_0:0011ae
234299at32523	8469_0:002261
234304at32523	8469_0:0037d2
234330at32523	8469_0:003258
234357at32523	8469_0:001ab0
234369at32523	8469_0:002abd
234376at32523	8469_0:0024c2
234426at32523	8469_0:00225f
234428at32523	8469_0:00279d
234435at32523	8469_0:002268
234457at32523	8469_0:001544
234468at32523	8469_0:003f2f
234493at32523	8469_0:00038d
234694at32523	8469_0:003dd4
23478at32523	8469_0:0013a7
234795at32523	8469_0:0020d6
23479at32523	8469_0:0018c2
234885at32523	8469_0:000477
234886at32523	8469_0:00078d
235003at32523	8469_0:00232d
235004at32523	8469_0:000bab
235011at32523	8469_0:00187e
235016at32523	8469_0:00351b
235107at32523	8469_0:0034d2
235208at32523	8469_0:000f30
235300at32523	8469_0:0033d0
235309at32523	8469_0:001f0e
23533at32523	8469_0:0006c8
23538at32523	8469_0:001ab6
235417at32523	8469_0:0032e4
235478at32523	8469_0:002a10
235509at32523	8469_0:00424c
235673at32523	8469_0:00060e
235783at32523	8469_0:003cd7
235809at32523	8469_0:00172f
235813at32523	8469_0:000382
235818at32523	8469_0:000f43
235866at32523	8469_0:001cb4
23586at32523	8469_0:002511
236107at32523	8469_0:0020a5
236190at32523	8469_0:00331a
23620at32523	8469_0:00047d
236251at32523	8469_0:001bc9
236309at32523	8469_0:00150f
236312at32523	8469_0:0020bc
236330at32523	8469_0:000f8c
236470at32523	8469_0:003a76
236789at32523	8469_0:0034e2
23679at32523	8469_0:001af7
236801at32523	8469_0:001388
236822at32523	8469_0:000b7a
236823at32523	8469_0:003fc6
236854at32523	8469_0:0033ea
236869at32523	8469_0:00165d
236911at32523	8469_0:000a9b
236937at32523	8469_0:00170e
237046at32523	8469_0:001dfe
237066at32523	8469_0:000f0f
23710at32523	8469_0:003cd9
237255at32523	8469_0:00360d
237297at32523	8469_0:002106
237361at32523	8469_0:002e7d
237414at32523	8469_0:001ac9
237466at32523	8469_0:00196f
237509at32523	8469_0:003624
237512at32523	8469_0:001fef
237546at32523	8469_0:003549
237577at32523	8469_0:000169
237584at32523	8469_0:003960
237758at32523	8469_0:001b49
237813at32523	8469_0:000429
237824at32523	8469_0:0011f4
237844at32523	8469_0:001c4f
237848at32523	8469_0:0022f7
237857at32523	8469_0:00287a
237983at32523	8469_0:004435
237986at32523	8469_0:0024ad
238028at32523	8469_0:0018b6
238070at32523	8469_0:002100
238128at32523	8469_0:001c86
238211at32523	8469_0:00034a
238297at32523	8469_0:001389
23829at32523	8469_0:00056c
