gene_name	KO	thrshld	score	E-value KO definition
8478_0:002ed7	K03419	1179	1340.2	0 chondroitin polymerizing factor 2 [EC:2.4.1.226]
8478_0:002ed8	K11252	23.5	261.6	4.5e-78 histone H2B
8478_0:002ed9	K12491	1090.33	1372.2	0 Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1/3/4/5/6/9/11
8478_0:002eda	K05655	752.8	1148.9	0 ATP-binding cassette, subfamily B (MDR/TAP), member 8
8478_0:002edc	K06185	782.67	1327.7	0 ATP-binding cassette, subfamily F, member 2
8478_0:002edc	K06158	529.73	695.3	2.8e-209 ATP-binding cassette, subfamily F, member 3
8478_0:002edd	K09321	169	423.5	3.3e-127 homeobox protein GBX
8478_0:002edf	K02090	503.07	654.1	1.1e-197 cyclin-dependent kinase 5 [EC:2.7.11.22]
8478_0:002ee0	K11182	913.97	1193.2	0 diamine oxidase [EC:1.4.3.22]
8478_0:002ee3	K08864	249.6	1137.4	0 tousled-like kinase [EC:2.7.11.1]
8478_0:002ee5	K10128	105.77	179.8	2.1e-53 reprimo, TP53-dependent G2 arrest mediator candidate
8478_0:002ee6	K10665	367.57	1006.5	4.4e-303 E3 ubiquitin-protein ligase MARCH10 [EC:2.3.2.27]
8478_0:002ee7	K06560	1042.03	1661.5	0 mannose receptor, C type
8478_0:002ee8	K24974	552.6	702.6	8.1e-212 tRNA N(3)-methylcytidine methyltransferase METTL2 [EC:2.1.1.-]
8478_0:002ee9	K06493	1150.47	1450.8	0 integrin beta 3
8478_0:002eea	K08414	333.3	800.6	5.1e-241 G protein-coupled receptor 61
8478_0:002eeb	K08371	100.37	207.5	7.2e-62 transmembrane reductase [EC:7.2.1.3]
8478_0:002eec	K07297	158.97	572.7	1.7e-172 adiponectin receptor
8478_0:002eed	K12388	512.2	1363.4	0 sortilin
8478_0:002eee	K17795	70.43	343.8	1.9e-103 mitochondrial import inner membrane translocase subunit TIM17
8478_0:002ef0	K01490	237.27	1312.4	0 AMP deaminase [EC:3.5.4.6]
8478_0:002ef1	K10450	705.73	1103.6	0 kelch-like protein 12
8478_0:002ef2	K02729	276.3	527.3	4e-159 20S proteasome subunit alpha 5 [EC:3.4.25.1]
8478_0:002ef4	K22030	350	783.1	1.3e-235 leiomodin
8478_0:002ef5	K11318	101.4	687.8	1.4e-206 ataxin-7
8478_0:002ef7	K22529	229.57	695.7	1.8e-209 amphoterin-induced protein
8478_0:002ef8	K04630	597.83	688.8	1.1e-207 guanine nucleotide-binding protein G(i) subunit alpha
8478_0:002ef9	K04631	772.2	835.1	7e-252 guanine nucleotide-binding protein G(t) subunit alpha 1/2
8478_0:002efa	K09863	421.57	452.9	9.4e-137 aquaporin-0
8478_0:002efb	K11154	539.27	568.5	1.4e-171 retinol dehydrogenase 16 [EC:1.1.1.-]
8478_0:002efb	K00019	187.6	304.4	4.5e-91 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
8478_0:002efc	K09534	218.67	602.3	4.9e-181 DnaJ homolog subfamily C member 14
8478_0:002efd	K25363	70.4	449.1	4.6e-135 apolipoprotein F
8478_0:002efe	K12571	193.9	2014.2	0 PAB-dependent poly(A)-specific ribonuclease subunit 2 [EC:3.1.13.4]
8478_0:002f02	K02976	47.2	279.6	6.3e-84 small subunit ribosomal protein S26e
8478_0:002f03	K14711	613.03	699.3	1.2e-210 solute carrier family 39 (zinc transporter), member 5
8478_0:002f04	K26736	257.1	732.9	3e-221 ERBB-3 binding protein
8478_0:002f05	K12751	320.77	351.7	7.1e-106 myosin light chain 6
8478_0:002f06	K05426	83.7	146.5	2.7e-43 interleukin 23 subunit alpha
8478_0:002f07	K24990	196.83	748.9	1e-225 RNA-binding motif, single-stranded-interacting protein
8478_0:002f08	K12751	320.77	357.9	9.1e-108 myosin light chain 6
8478_0:002f08	K05738	319.9	338.2	6.8e-102 myosin light chain 1
8478_0:002f09	K15224	1522.37	2577.3	0 bromodomain adjacent to zinc finger domain protein 2A
8478_0:002f0b	K10997	233.1	1551.7	0 replication fork protection complex subunit TIMELESS/Tof1/Swi1
8478_0:002f0c	K14294	66.47	271.5	2.4e-81 partner of Y14 and mago
8478_0:002f0d	K02206	551.43	602.6	8.5e-182 cyclin-dependent kinase 2 [EC:2.7.11.22]
8478_0:002f0e	K17304	588.9	916.5	5e-276 melanocyte protein PMEL
8478_0:002f0f	K09220	222.9	735.9	1.6e-221 IKAROS family zinc finger protein
8478_0:002f10	K07998	562.77	738.3	1.3e-222 matrix metalloproteinase-19 (RASI) [EC:3.4.24.-]
8478_0:002f11	K00019	187.6	278	4.4e-83 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
8478_0:002f12	K18732	50.1	231.7	5.6e-69 SAP domain-containing ribonucleoprotein
8478_0:002f14	K18588	27.7	357.6	2.1e-107 coenzyme Q-binding protein COQ10
8478_0:002f15	K00387	442.1	819.7	3.7e-247 sulfite oxidase [EC:1.8.3.1]
8478_0:002f16	K15504	1663.53	2229.2	0 serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C
8478_0:002f18	K01647	412.47	484.3	1.4e-145 citrate synthase [EC:2.3.3.1]
8478_0:002f19	K07888	464.77	492.5	4.8e-148 Ras-related protein Rab-5B
8478_0:002f19	K07887	359.63	379.9	1.6e-114 Ras-related protein Rab-5A
8478_0:002f1a	K28063	179.47	657.1	1.2e-197 extended synaptotagmin
8478_0:002f1b	K03626	34.1	435.2	5.1e-131 nascent polypeptide-associated complex subunit alpha
8478_0:002f1c	K11649	343.03	1217.7	0 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C
8478_0:002f1e	K11981	166.5	643.2	4.1e-194 E3 ubiquitin-protein ligase NRDP1 [EC:2.3.2.27]
8478_0:002f1f	K22936	76.3	289.8	8.8e-87 protein canopy 1/2
8478_0:002f20	K00901	94.97	665.5	2.1e-200 diacylglycerol kinase (ATP) [EC:2.7.1.107]
8478_0:002f21	K15730	144.3	357.9	1e-107 cytosolic prostaglandin-E synthase [EC:5.3.99.3]
8478_0:002f23	K02133	1069.43	1200.5	0 F-type H+-transporting ATPase subunit beta [EC:7.1.2.2]
8478_0:002f23	K02112	484.7	874	1.6e-263 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
8478_0:002f24	K02684	131.4	686.2	9.7e-207 DNA primase small subunit [EC:2.7.7.102]
8478_0:002f26	K09229	548.93	585.9	5.2e-176 KRAB and SCAN domains-containing zinc finger protein
8478_0:002f26	K09228	360.37	502.5	7.1e-151 KRAB domain-containing zinc finger protein
8478_0:002f28	K13168	126.2	996	3.5e-300 CLK4-associating serine/arginine rich protein
8478_0:002f2a	K09253	567.97	852.8	8e-257 transcription factor RelB
8478_0:002f2b	K27240	151.3	353	1.1e-105 CLOCK-interacting pacemaker
8478_0:002f2c	K20186	56.63	225.3	2e-67 biogenesis of lysosome-related organelles complex 1 subunit 3
8478_0:002f2d	K17576	188.73	1035.2	0 protein phosphatase 1 regulatory subunit 37
8478_0:002f2e	K10091	371.87	379.6	5.4e-114 galectin-4
8478_0:002f2f	K25436	141.83	261.4	4.5e-78 DNA-directed RNA polymerase I subunit RPA34
8478_0:002f30	K09230	389.63	405.3	2e-121 SCAN domain-containing zinc finger protein
8478_0:002f30	K09228	360.37	368.1	3.2e-110 KRAB domain-containing zinc finger protein
8478_0:002f30	K09191	325.1	343	1.2e-102 general transcription factor IIIA
8478_0:002f31	K27356	496.4	1097.5	0 RelA-associated inhibitor
8478_0:002f32	K08798	600	1026.7	0 MAP/microtubule affinity-regulating kinase [EC:2.7.11.1]
8478_0:002f33	K27382	802.63	858.1	4.8e-259 creatine kinase M-type [EC:2.7.3.2]
8478_0:002f34	K20304	63.97	254.1	4.7e-76 trafficking protein particle complex subunit 6
8478_0:002f35	K13135	50.87	193.1	1.7e-57 gem associated protein 7
8478_0:002f36	K10849	70.97	492.6	3.4e-148 DNA excision repair protein ERCC-1
8478_0:002f37	K24047	203.73	295.4	3.2e-88 espin
8478_0:002f38	K10466	566.03	1180.8	0 kelch-like protein 30
8478_0:002f3a	K24381	328.33	443.4	2.7e-133 erythroferrone
8478_0:002f3b	K01466	356.83	714.4	2.4e-215 allantoinase [EC:3.5.2.5]
8478_0:002f3c	K00830	391.1	690.5	4.2e-208 alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
8478_0:002f3d	K17500	258.47	619.1	1.2e-186 integrin-linked kinase-associated serine/threonine phosphatase 2C [EC:3.1.3.16]
8478_0:002f3e	K15031	19.33	97.2	2.6e-28 mitochondrial transcription termination factor family protein
8478_0:002f3f	K10392	1132	3036.2	0 kinesin family member 1
8478_0:002f40	K16469	1001.93	1611.4	0 rootletin
8478_0:002f42	K24470	505	1781.8	0 insulin-responsive sequence DNA-binding protein 1
8478_0:002f43	K00535	538.03	1173.2	0 NADPH-dependent diflavin oxidoreductase [EC:1.18.1.-]
8478_0:002f44	K05125	1040.67	1186.8	0 discoidin domain receptor family member 2 [EC:2.7.10.1]
8478_0:002f45	K03349	201.07	1184.3	0 anaphase-promoting complex subunit 2
8478_0:002f48	K05208	640.87	1718.2	0 glutamate receptor ionotropic, NMDA 1
8478_0:002f49	K07375	515.53	1212.8	0 tubulin beta
8478_0:002f4c	K09228	360.37	818.4	2.1e-246 KRAB domain-containing zinc finger protein
8478_0:002f4c	K09191	325.1	378.1	2.9e-113 general transcription factor IIIA
8478_0:002f4d	K24164	317.97	413.4	7.6e-124 taperin
8478_0:002f51	K16776	2106.67	3507.2	0 neuron navigator 1
8478_0:002f53	K19902	673.3	767.4	1.6e-231 synaptotagmin-2
8478_0:002f54	K09228	360.37	835.8	1.2e-251 KRAB domain-containing zinc finger protein
8478_0:002f54	K09191	325.1	386	1.2e-115 general transcription factor IIIA
8478_0:002f55	K23770	134.33	167.5	2.8e-50 protein S100-B
8478_0:002f56	K00486	333	802.6	4e-242 kynurenine 3-monooxygenase [EC:1.14.13.9]
8478_0:002f57	K24907	3078.07	3518.2	0 disco-interacting protein 2 homolog A [EC:6.2.1.1]
8478_0:002f58	K13990	485.77	1091	0 glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]
8478_0:002f58	K00603	438.57	447.8	1.2e-134 glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]
8478_0:002f5b	K16481	1616.27	4902.9	0 pericentrin
8478_0:002f5c	K06464	1047.93	1385.8	0 integrin beta 2
8478_0:002f5d	K09228	360.37	690.8	8.1e-208 KRAB domain-containing zinc finger protein
8478_0:002f5d	K09191	325.1	346.1	1.5e-103 general transcription factor IIIA
8478_0:002f5f	K04010	429.4	575.8	2.5e-173 C5a anaphylatoxin chemotactic receptor 1
8478_0:002f61	K20101	630.57	1880.7	0 ATP-dependent RNA helicase DHX34 [EC:5.6.2.6]
8478_0:002f62	K04010	429.4	496.8	2.2e-149 C5a anaphylatoxin chemotactic receptor 1
8478_0:002f64	K10684	235.07	489.1	3.3e-147 ubiquitin-like 1-activating enzyme E1 A [EC:6.2.1.45]
8478_0:002f66	K16356	1082.63	1253	0 leucine-rich repeat and fibronectin type-III domain-containing protein 3
8478_0:002f6b	K20067	191.2	881.1	2.5e-265 stonin
8478_0:002f6c	K03122	74.33	285.1	2.9e-85 transcription initiation factor TFIIA large subunit
8478_0:002f6d	K14026	314.4	1082.3	0 SEL1 protein
8478_0:002f6d	K07126	61.13	187.7	1.1e-55 uncharacterized protein
8478_0:002f6e	K16460	255.83	1408.8	0 centrosomal protein CEP128
8478_0:002f6f	K04249	919.2	1090.4	0 thyrotropin receptor
8478_0:002f70	K09228	360.37	450.3	4.3e-135 KRAB domain-containing zinc finger protein
8478_0:002f71	K09228	360.37	364.1	5.3e-109 KRAB domain-containing zinc finger protein
8478_0:002f71	K09191	325.1	338.1	3.9e-101 general transcription factor IIIA
8478_0:002f73	K09228	360.37	1134.9	0 KRAB domain-containing zinc finger protein
8478_0:002f73	K09230	389.63	547.6	2e-164 SCAN domain-containing zinc finger protein
8478_0:002f73	K09191	325.1	348.4	2.9e-104 general transcription factor IIIA
8478_0:002f74	K06712	262.2	362	1.6e-108 butyrophilin
8478_0:002f75	K09230	389.63	547.1	2.7e-164 SCAN domain-containing zinc finger protein
8478_0:002f77	K23205	85.67	785.7	4.8e-237 THAP domain-containing protein 4
8478_0:002f78	K00943	99.73	285.5	1.9e-85 dTMP kinase [EC:2.7.4.9]
8478_0:002f79	K02561	203.1	440.3	1.1e-132 Bcl-2-related ovarian killer protein
8478_0:002f7a	K08342	77.7	530.2	1.1e-159 cysteine protease ATG4 [EC:3.4.22.-]
8478_0:002f7c	K18204	798.4	1013.5	0 D-2-hydroxyglutarate dehydrogenase [EC:1.1.99.39]
8478_0:002f7d	K06082	1436.17	1767.2	0 FERM, RhoGEF and pleckstrin domain protein 2
8478_0:002f7e	K11345	431.73	519.8	9.9e-157 inhibitor of growth protein 5
8478_0:002f7f	K18756	174.73	263.2	1.7e-78 protein bicaudal C
8478_0:002f80	K16942	635.33	785	4.6e-237 septin 2
8478_0:002f81	K08838	468.13	743.9	2.1e-224 serine/threonine-protein kinase 24/25/MST4 [EC:2.7.11.1]
8478_0:002f82	K22438	112.43	377.4	3.1e-113 trans-aconitate 3-methyltransferase [EC:2.1.1.145]
8478_0:002f83	K22669	83.07	200.5	8.5e-60 interferon lambda 2/3
8478_0:002f84	K16449	156.43	225.1	5.5e-67 regulator of G-protein signaling
8478_0:002f85	K24038	212.67	324	6.9e-97 docking protein 7
8478_0:002f86	K09631	752.77	984.1	2.8e-296 hepatocyte growth factor activator [EC:3.4.21.-]
8478_0:002f89	K12817	69.83	631.9	4.8e-190 pre-mRNA-splicing factor 18
8478_0:002f8b	K23970	231.43	1521.2	0 FERM domain-containing protein 4
8478_0:002f8c	K23970	231.43	1508.3	0 FERM domain-containing protein 4
8478_0:002f8d	K23970	231.43	1509.2	0 FERM domain-containing protein 4
8478_0:002f8e	K25856	142.63	610.5	1.3e-183 AT-rich interactive domain-containing protein 3
8478_0:002f8f	K00965	68	518.6	6.8e-156 UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
8478_0:002f90	K20719	207.7	410.8	1.4e-123 sigma non-opioid intracellular receptor
8478_0:002f91	K20719	207.7	389.3	5e-117 sigma non-opioid intracellular receptor
8478_0:002f92	K10694	51.43	341.7	2.4e-102 E3 ubiquitin-protein ligase ZNRF1/2 [EC:2.3.2.27]
8478_0:002f93	K15691	399.7	910.6	2.7e-274 E3 ubiquitin-protein ligase RFWD3 [EC:2.3.2.27]
8478_0:002f94	K06816	338.37	1916.8	0 golgi apparatus protein 1
8478_0:002f95	K01310	425	487.1	8.3e-147 chymotrypsin [EC:3.4.21.1]
8478_0:002f96	K00102	525.47	809.9	4.1e-244 D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
8478_0:002f97	K08849	229	757.7	2e-228 mixed lineage kinase domain-like [EC:2.7.11.1]
8478_0:002f98	K20409	430.97	1502.8	0 SEA/GATOR complex protein SEA3/WDR59
8478_0:002f99	K17509	768.5	1487.9	0 pyruvate dehydrogenase phosphatase regulatory subunit
8478_0:002f9b	K10072	212.27	265.3	2.4e-79 C-type lectin domain family 2 member D
8478_0:002f9c	K10072	212.27	286.9	6.4e-86 C-type lectin domain family 2 member D
8478_0:002f9d	K10072	212.27	256.5	1.1e-76 C-type lectin domain family 2 member D
8478_0:002f9e	K10075	210.27	341.7	1.6e-102 killer cell lectin-like receptor subfamily F member 1
8478_0:002f9e	K06543	255.27	285.2	2.4e-85 killer cell lectin-like receptor subfamily B
8478_0:002f9f	K10072	212.27	268.9	2e-80 C-type lectin domain family 2 member D
8478_0:002fa0	K10072	212.27	267.9	3.8e-80 C-type lectin domain family 2 member D
8478_0:002fa1	K10075	210.27	213.6	1.6e-63 killer cell lectin-like receptor subfamily F member 1
8478_0:002fa2	K10072	212.27	276.1	1.2e-82 C-type lectin domain family 2 member D
8478_0:002fa3	K10072	212.27	262	2.4e-78 C-type lectin domain family 2 member D
8478_0:002fa4	K10072	212.27	278.7	2e-83 C-type lectin domain family 2 member D
8478_0:002fa5	K10075	210.27	295.2	2.3e-88 killer cell lectin-like receptor subfamily F member 1
8478_0:002fa5	K06543	255.27	263.2	1.1e-78 killer cell lectin-like receptor subfamily B
8478_0:002fa8	K10072	212.27	261	4.9e-78 C-type lectin domain family 2 member D
8478_0:002fa9	K10072	212.27	252.2	2.3e-75 C-type lectin domain family 2 member D
8478_0:002faa	K10075	210.27	283	1.2e-84 killer cell lectin-like receptor subfamily F member 1
8478_0:002faa	K06543	255.27	272.5	1.7e-81 killer cell lectin-like receptor subfamily B
8478_0:002fac	K09228	360.37	1017.3	0 KRAB domain-containing zinc finger protein
8478_0:002fac	K09191	325.1	371.8	2.4e-111 general transcription factor IIIA
8478_0:002fad	K09191	325.1	328.7	2.6e-98 general transcription factor IIIA
8478_0:002fae	K09228	360.37	760.8	5.3e-229 KRAB domain-containing zinc finger protein
8478_0:002fae	K09191	325.1	375.7	1.6e-112 general transcription factor IIIA
8478_0:002faf	K09228	360.37	543.6	2.7e-163 KRAB domain-containing zinc finger protein
8478_0:002fb1	K04897	101.33	198.4	1.9e-59 potassium voltage-gated channel Isk-related subfamily E member 3
8478_0:002fb5	K09228	360.37	682.3	2.9e-205 KRAB domain-containing zinc finger protein
8478_0:002fb6	K09228	360.37	510.3	3.2e-153 KRAB domain-containing zinc finger protein
8478_0:002fb7	K07042	64.4	113.7	3.7e-33 probable rRNA maturation factor
8478_0:002fb9	K13194	534.43	1247.1	0 double stranded RNA-specific editase B [EC:3.5.-.-]
8478_0:002fba	K03691	66.07	699.4	8.2e-211 peptide-O-fucosyltransferase [EC:2.4.1.221]
8478_0:002fbc	K24317	478.23	2737.7	0 germinal-center associated nuclear protein [EC:2.3.1.48]
8478_0:002fbd	K01763	432.2	821.8	5.7e-248 selenocysteine lyase [EC:4.4.1.16]
8478_0:002fbd	K04487	274.23	416.3	4.3e-125 cysteine desulfurase [EC:2.8.1.7]
8478_0:002fbf	K10603	324.67	854.5	2.2e-257 autoimmune regulator
8478_0:002fc0	K03020	97.87	190.9	4.2e-57 DNA-directed RNA polymerases I and III subunit RPAC2
8478_0:002fc1	K08515	253	366	5.6e-110 vesicle-associated membrane protein 7
8478_0:002fc2	K24423	179.6	506.8	4e-152 zinc finger protein 185
8478_0:002fc3	K04198	658.57	786.4	3.5e-237 endothelin receptor type B
8478_0:002fc4	K07748	413.3	591.6	3.7e-178 sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]
8478_0:002fc5	K16580	79	591.7	1.1e-177 SLAIN motif-containing protein 1/2
8478_0:002fc6	K10840	348.33	367.5	2.3e-110 centrin-2
8478_0:002fc6	K16465	288.13	330.5	3.6e-99 centrin-1
8478_0:002fc6	K13974	34.57	39.3	1.8e-10 calcium-binding protein
8478_0:002fc7	K07820	403.1	446.1	2.6e-134 beta-1,3-galactosyltransferase 2 [EC:2.4.1.86]
8478_0:002fc8	K06085	94.8	378.8	1.4e-113 synovial sarcoma, X breakpoint 2 interacting protein
8478_0:002fc8	K10769	86.27	274	5.7e-82 alkylated DNA repair protein alkB homolog 7 [EC:1.14.11.-]
8478_0:002fc9	K03138	82.9	412.5	1.2e-123 transcription initiation factor TFIIF subunit alpha
8478_0:002fca	K08342	77.7	523.2	1.6e-157 cysteine protease ATG4 [EC:3.4.22.-]
8478_0:002fcb	K20348	355.3	455.3	3.9e-137 p24 family protein gamma-1
8478_0:002fcc	K05931	344.87	1111.5	0 type I protein arginine methyltransferase [EC:2.1.1.319]
8478_0:002fcd	K12473	1240.93	1457.3	0 low-density lipoprotein receptor
8478_0:002fce	K00777	557.07	817.6	2.6e-246 queuine tRNA-ribosyltransferase catalytic subunit [EC:2.4.2.64]
8478_0:002fcf	K10456	645.2	1120.6	0 kelch-like protein 19
8478_0:002fd1	K12393	521.5	883.6	1.3e-266 AP-1 complex subunit mu
8478_0:002fd2	K17357	299.07	329.4	7.4e-99 tetraspanin-16
8478_0:002fd3	K11647	1512.6	2532.4	0 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2/4 [EC:5.6.2.-]
8478_0:002fd4	K22808	126.53	572	1e-171 KN motif and ankyrin repeat domain-containing protein
8478_0:002fd5	K13090	1027.27	1528.3	0 interleukin enhancer-binding factor 3
8478_0:002fd6	K11549	49.1	294.4	3.6e-88 kinetochore protein Spc24, animal type
8478_0:002fd7	K21852	1614.63	3183.5	0 dedicator of cytokinesis protein 6/7/8
8478_0:002fdb	K06623	209.37	229	2.3e-68 cyclin-dependent kinase inhibitor 2D
8478_0:002fdd	K25416	173.93	209.3	2.3e-62 persephin
8478_0:002fdf	K15377	523.73	1282.7	0 solute carrier family 44 (choline transporter-like protein), member 2/4/5
8478_0:002fe0	K22940	87.3	413.4	2.8e-124 protein YIPF1/2
8478_0:002fe1	K04295	502.77	610.3	9.8e-184 sphingosine 1-phosphate receptor 5
8478_0:002fe2	K13210	141.9	739.2	1.7e-222 far upstream element-binding protein
8478_0:002fe3	K01358	62.83	399.7	4e-120 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
8478_0:002fe4	K23484	1737.97	1931.9	0 dynamin 2 [EC:3.6.5.5]
8478_0:002fe4	K01528	913.17	1809	0 dynamin 1/3 [EC:3.6.5.5]
8478_0:002fe5	K17357	299.07	343.4	3.8e-103 tetraspanin-16
8478_0:002fe6	K14786	210.63	754.8	4.5e-227 protein KRI1
8478_0:002fe8	K09479	830.4	1131	0 very long chain acyl-CoA dehydrogenase [EC:1.3.8.9]
8478_0:002fe9	K00019	187.6	489.4	3.8e-147 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
8478_0:002fea	K03098	98.8	227	1.3e-67 apolipoprotein D and lipocalin family protein
8478_0:002feb	K12076	1429.9	1550.1	0 disks large protein 1
8478_0:002fec	K16833	36.83	232.3	4.2e-69 protein phosphatase inhibitor 2
8478_0:002fed	K00019	187.6	479.9	2.9e-144 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
8478_0:002fee	K06569	755.47	1179.5	0 melanoma-associated antigen p97
8478_0:002fef	K03504	41.37	501	1.6e-150 DNA polymerase delta subunit 3
8478_0:002ff1	K11809	1044.63	1105.8	0 glucose-1,6-bisphosphate synthase [EC:2.7.1.106]
8478_0:002ff2	K04257	107.23	346.1	9.7e-104 olfactory receptor
8478_0:002ff3	K14352	796.23	950	3.1e-286 solute carrier organic anion transporter family, member 2B
8478_0:002ff4	K04257	107.23	345.6	1.3e-103 olfactory receptor
8478_0:002ff5	K04257	107.23	336	1.1e-100 olfactory receptor
8478_0:002ff6	K25684	74.57	149.2	2.9e-44 beta-microseminoprotein
8478_0:002ff7	K25684	74.57	131.5	7.8e-39 beta-microseminoprotein
8478_0:002ff8	K17853	847.13	864.7	4.5e-261 cytochrome P450 family 2 subfamily H
8478_0:002ff9	K17853	847.13	919.4	1.2e-277 cytochrome P450 family 2 subfamily H
8478_0:002ff9	K07413	789.77	825.4	5.3e-249 cytochrome P450 family 2 subfamily C [EC:1.14.14.1]
8478_0:002ffa	K10656	129.8	496.5	1.9e-149 E3 ubiquitin-protein ligase MARCH1/8 [EC:2.3.2.27]
8478_0:002ffb	K12163	153.93	1021.8	0 AN1-type zinc finger protein 4
8478_0:002ffc	K17853	847.13	930.5	4.8e-281 cytochrome P450 family 2 subfamily H
8478_0:002ffc	K07413	789.77	812.3	4.7e-245 cytochrome P450 family 2 subfamily C [EC:1.14.14.1]
8478_0:002ffd	K25684	74.57	140.5	1.3e-41 beta-microseminoprotein
8478_0:002ffe	K18462	481.33	1212.3	0 WASH complex subunit FAM21
8478_0:002fff	K17853	847.13	937.9	2.9e-283 cytochrome P450 family 2 subfamily H
8478_0:002fff	K07413	789.77	816.1	3.4e-246 cytochrome P450 family 2 subfamily C [EC:1.14.14.1]
8478_0:003000	K17853	847.13	927.6	3.8e-280 cytochrome P450 family 2 subfamily H
8478_0:003000	K07413	789.77	821	1.1e-247 cytochrome P450 family 2 subfamily C [EC:1.14.14.1]
8478_0:003002	K09228	360.37	1306.1	0 KRAB domain-containing zinc finger protein
8478_0:003002	K09191	325.1	340.8	5.9e-102 general transcription factor IIIA
8478_0:003003	K09228	360.37	621	1e-186 KRAB domain-containing zinc finger protein
8478_0:003004	K09228	360.37	1289.4	0 KRAB domain-containing zinc finger protein
8478_0:003004	K09191	325.1	369	1.7e-110 general transcription factor IIIA
8478_0:003006	K09228	360.37	382.8	1.2e-114 KRAB domain-containing zinc finger protein
8478_0:003007	K01519	37.57	323.8	5.7e-97 XTP/dITP diphosphohydrolase [EC:3.6.1.66]
8478_0:003008	K09228	360.37	769.3	1.5e-231 KRAB domain-containing zinc finger protein
8478_0:003008	K09191	325.1	361.6	2.9e-108 general transcription factor IIIA
8478_0:003009	K25547	116.5	397.5	2e-119 coiled-coil domain-containing protein 189
8478_0:00300a	K22499	290.33	856.9	5.4e-258 armadillo repeat-containing protein 5
8478_0:00300c	K14382	1172	1299.5	0 solute carrier family 5 (sodium/glucose cotransporter), member 2
8478_0:00300c	K03307	315.03	426.6	4.3e-128 solute:Na+ symporter, SSS family
8478_0:00300d	K09228	360.37	684.6	6.1e-206 KRAB domain-containing zinc finger protein
8478_0:00300d	K09191	325.1	341.7	3.1e-102 general transcription factor IIIA
8478_0:00300f	K24315	644.17	868.3	6.4e-262 transforming growth factor beta-1-induced transcript 1 protein
8478_0:00300f	K05760	618.97	648.2	5e-195 paxillin
8478_0:003010	K09228	360.37	1176.8	0 KRAB domain-containing zinc finger protein
8478_0:003010	K09191	325.1	372	2e-111 general transcription factor IIIA
8478_0:003011	K09228	360.37	560.8	1.7e-168 KRAB domain-containing zinc finger protein
8478_0:003012	K09228	360.37	1205.5	0 KRAB domain-containing zinc finger protein
8478_0:003012	K09191	325.1	357.2	6.4e-107 general transcription factor IIIA
8478_0:003013	K09228	360.37	629.4	2.9e-189 KRAB domain-containing zinc finger protein
8478_0:003013	K09191	325.1	331.8	3e-99 general transcription factor IIIA
8478_0:003017	K09228	360.37	545.1	9.4e-164 KRAB domain-containing zinc finger protein
8478_0:003018	K20820	75.93	335.6	1.2e-100 BLOC-1 related complex subunit 6
8478_0:003019	K09228	360.37	576.9	2.2e-173 KRAB domain-containing zinc finger protein
8478_0:00301a	K10696	78.53	1509.2	0 E3 ubiquitin-protein ligase BRE1 [EC:2.3.2.27]
8478_0:00301b	K00871	352.5	770.1	7.3e-232 phosphorylase kinase gamma subunit [EC:2.7.11.19]
8478_0:00301c	K09228	360.37	580.9	1.4e-174 KRAB domain-containing zinc finger protein
8478_0:00301d	K09228	360.37	795.1	2.3e-239 KRAB domain-containing zinc finger protein
8478_0:00301d	K09191	325.1	344.3	5.2e-103 general transcription factor IIIA
8478_0:00301e	K01613	69.2	323.6	7.2e-97 phosphatidylserine decarboxylase [EC:4.1.1.65]
8478_0:003020	K09228	360.37	1142.9	0 KRAB domain-containing zinc finger protein
8478_0:003020	K09191	325.1	352.5	1.6e-105 general transcription factor IIIA
8478_0:003022	K26253	754.7	1022	0 fibrosin-1
8478_0:003023	K09228	360.37	491.7	1.3e-147 KRAB domain-containing zinc finger protein
8478_0:003024	K11661	1442.73	2670.1	0 helicase SRCAP/SWR1 [EC:5.6.2.-]
8478_0:003026	K25608	161.77	1025.7	0 cilia- and flagella-associated protein 99
8478_0:003027	K18932	191.1	209.6	2.6e-62 palmitoyltransferase [EC:2.3.1.225]
8478_0:003028	K28082	155.8	604.8	6.8e-182 TNFAIP3-interacting protein 2
