gene_name	KO	thrshld	score	E-value KO definition
8469_0:001de9	K02835	365.7	579	9.4e-174 peptide chain release factor 1
8469_0:001dea	K20792	151.7	892.2	3.1e-268 N-alpha-acetyltransferase 15/16, NatA auxiliary subunit
8469_0:001dec	K24982	205.07	1099.5	0 ecto-NOX disulfide-thiol exchanger
8469_0:001ded	K26108	61.93	232.1	6.2e-69 regulator of cell cycle RGCC
8469_0:001dee	K05473	190.47	486.9	3.2e-146 tumor necrosis factor ligand superfamily member 11
8469_0:001def	K13220	80.33	423.2	7.1e-127 WW domain-binding protein 4
8469_0:001df3	K24512	932.23	3239.3	0 von Willebrand factor A domain-containing protein 8
8469_0:001df4	K09428	204.23	449.7	1.2e-134 E74-like factor 1/2/4
8469_0:001df7	K18623	486.97	1889.9	0 protein cordon-bleu
8469_0:001dfa	K03962	53.27	57	1.2e-15 NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 6
8469_0:001dfb	K09582	622.47	1240.8	0 protein disulfide-isomerase A4 [EC:5.3.4.1]
8469_0:001dfc	K22766	577.23	826.1	2.4e-248 fidgetin-like protein 1 [EC:5.6.2.-]
8469_0:001dfd	K20064	803.53	968.9	8e-292 growth factor receptor-bound protein 10
8469_0:001dff	K23578	261.83	325.3	2.3e-97 insulin-like growth factor-binding protein 1
8469_0:001e00	K24521	74.67	401.6	2.1e-120 brorin
8469_0:001e01	K20064	803.53	1177	0 growth factor receptor-bound protein 10
8469_0:001e02	K09220	222.9	727.1	1.5e-218 IKAROS family zinc finger protein
8469_0:001e03	K25752	148.8	588.2	3.9e-177 zona pellucida-binding protein
8469_0:001e04	K05647	2836.63	7260.7	0 ATP binding cassette, subfamily A (ABC1), member 13
8469_0:001e06	K08449	164.97	276.9	5e-83 receptor activity modifying protein 3
8469_0:001e07	K18080	253.57	1473.8	0 tensin
8469_0:001e08	K00757	107.5	581.4	6.1e-175 uridine phosphorylase [EC:2.4.2.3]
8469_0:001e09	K08041	1320.37	1841	0 adenylate cyclase 1 [EC:4.6.1.1]
8469_0:001e0a	K01593	357.37	829.2	1.2e-249 aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
8469_0:001e0b	K21874	335	382.6	1.7e-114 SUN domain-containing protein 3
8469_0:001e0c	K10903	113.17	497.6	9.6e-150 HUS1 checkpoint protein
8469_0:001e0e	K06058	195.03	470.1	7.3e-141 deltex [EC:2.3.2.27]
8469_0:001e0f	K24135	163.87	627.6	1.9e-188 MORC family CW-type zinc finger protein
8469_0:001e10	K14808	450.97	1218.3	0 ATP-dependent RNA helicase DDX54/DBP10 [EC:5.6.2.7]
8469_0:001e11	K09228	360.37	711.3	1.1e-213 KRAB domain-containing zinc finger protein
8469_0:001e13	K20462	1445.43	1566.2	0 oxysterol-binding protein 2
8469_0:001e13	K20456	908.5	972.3	2.9e-292 oxysterol-binding protein 1
8469_0:001e14	K24222	397.03	666.4	2e-200 inositol polyphosphate 5-phosphatase INPP5J/K [EC:3.1.3.56]
8469_0:001e15	K09228	360.37	767.7	8.9e-231 KRAB domain-containing zinc finger protein
8469_0:001e15	K09191	325.1	328.8	5.1e-98 general transcription factor IIIA
8469_0:001e17	K01047	19.33	48.1	6.2e-13 secretory phospholipase A2 [EC:3.1.1.4]
8469_0:001e18	K25440	70.03	285.7	4e-85 CFAP73 family protein
8469_0:001e1a	K17632	1116.73	1339.8	0 RAS protein activator-like 1
8469_0:001e1e	K00408	468.43	623.1	1.3e-187 wingless-type MMTV integration site family, member 4
8469_0:001e1f	K10315	802.43	1132.4	0 F-box protein 40
8469_0:001e20	K00134	409.2	654.1	6.1e-197 glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]
8469_0:001e21	K06677	261.4	1467.2	0 condensin complex subunit 1
8469_0:001e22	K12180	101.3	372.2	1.9e-111 COP9 signalosome complex subunit 7
8469_0:001e23	K04824	780.53	1080.5	0 amiloride-sensitive sodium channel subunit alpha
8469_0:001e24	K23940	1013.43	1138.4	0 importin subunit alpha-5
8469_0:001e24	K15042	689.77	924	3.8e-278 importin subunit alpha-6/7
8469_0:001e26	K11346	438.73	478.8	3.2e-144 inhibitor of growth protein 4
8469_0:001e28	K08390	391.67	600.9	6.8e-181 lysophosphatidic acid receptor 5
8469_0:001e2a	K17432	78.6	192.5	2.8e-57 large subunit ribosomal protein L51
8469_0:001e2b	K14835	421.13	939.5	8.3e-283 25S rRNA (cytosine2870-C5)-methyltransferase [EC:2.1.1.310]
8469_0:001e2c	K11643	2667.8	2992.3	0 chromodomain-helicase-DNA-binding protein 4 [EC:5.6.2.-]
8469_0:001e2e	K23480	203.63	621.2	1.3e-186 zinc finger protein 362/384
8469_0:001e2f	K14457	602.23	657.3	1.7e-197 2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22]
8469_0:001e30	K21249	84.3	657.1	1.9e-197 UV radiation resistance-associated gene protein
8469_0:001e31	K10432	251.6	333.3	2.1e-99 microtubule-associated protein 6
8469_0:001e32	K08130	238.93	625.8	1.1e-188 tsukushi
8469_0:001e33	K26316	579.63	837.2	5.4e-252 transforming growth factor beta activator LRRC32
8469_0:001e35	K25790	137.13	1536.9	0 BRCA2-interacting transcriptional repressor EMSY
8469_0:001e36	K01384	460.03	667.2	8.6e-201 wingless-type MMTV integration site family, member 11
8469_0:001e38	K04711	150.53	270.1	1.4e-80 dihydroceramidase [EC:3.5.1.-]
8469_0:001e39	K11160	557.6	651.9	2.4e-196 diacylglycerol O-acyltransferase 2 [EC:2.3.1.20 2.3.1.75]
8469_0:001e3b	K11252	23.5	293.5	1.7e-87 histone H2B
8469_0:001e3c	K04257	107.23	414.6	3.2e-124 olfactory receptor
8469_0:001e3f	K23931	583.63	1211.1	0 protein FAM83H
8469_0:001e40	K04947	2232.2	2235.3	0 potassium channel subfamily T member 2
8469_0:001e41	K16175	777.43	2110	0 protein scribble
8469_0:001e43	K08875	391.2	938.3	1.6e-282 nuclear receptor-binding protein
8469_0:001e44	K02886	163.03	293.5	1.9e-87 large subunit ribosomal protein L2
8469_0:001e45	K28085	3112.6	3976.1	0 epiplakin
8469_0:001e46	K19603	437.33	787	9e-237 mitogen-activated protein kinase 15 [EC:2.7.11.24]
8469_0:001e47	K12838	178.33	976.9	3e-294 poly(U)-binding-splicing factor PUF60
8469_0:001e48	K05759	31.8	143	6.2e-42 profilin
8469_0:001e49	K23895	725.93	934.8	1.8e-281 major facilitator superfamily domain-containing protein 2B
8469_0:001e4a	K12833	84.23	194.1	1.4e-57 pre-mRNA branch site protein p14
8469_0:001e4c	K24349	274.7	463.5	2e-139 UBX domain-containing protein 2A
8469_0:001e4d	K20045	349.53	2594.1	0 intersectin
8469_0:001e4e	K09568	174.5	265.8	2.4e-79 FK506-binding protein 1 [EC:5.2.1.8]
8469_0:001e4e	K01802	52.67	106.8	8e-31 peptidylprolyl isomerase [EC:5.2.1.8]
8469_0:001e50	K10465	609.97	1783.7	0 kelch-like protein 29
8469_0:001e52	K22531	458.13	1621.9	0 ATPase family AAA domain-containing protein 2 [EC:3.6.1.-]
8469_0:001e53	K09525	161.67	378.9	1.5e-113 DnaJ homolog subfamily C member 5
8469_0:001e54	K10654	625	731.1	4.5e-220 tripartite motif-containing protein 55
8469_0:001e55	K18436	692.9	843	7.7e-254 high affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7 [EC:3.1.4.53]
8469_0:001e56	K07430	668.93	923.5	3.2e-278 25/26-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.29]
8469_0:001e58	K17306	80.53	545.6	3.6e-164 armadillo repeat-containing protein 1
8469_0:001e59	K20102	122.83	699.6	3.4e-210 YTH domain-containing family protein
8469_0:001e5a	K07497	24.73	40.6	1.2e-10 putative transposase
8469_0:001e5b	K16665	304.5	773.4	8e-233 leucine-rich repeat transmembrane neuronal protein 1/2
8469_0:001e5d	K05691	319.9	1851.6	0 catenin alpha
8469_0:001e5f	K24610	1399.8	1591	0 leucine-rich repeats and immunoglobulin-like domains protein 1/3
8469_0:001e60	K25078	103.77	1886.3	0 RNA-binding protein 33
8469_0:001e62	K03259	37.3	80.6	7.2e-23 translation initiation factor 4E
8469_0:001e63	K22030	350	694.7	1.4e-208 leiomodin
8469_0:001e64	K09455	606.57	748.5	3.5e-225 microphthalmia-associated transcription factor
8469_0:001e65	K04301	629.27	686	1.5e-206 super conserved receptor expressed in brain 1
8469_0:001e66	K25544	262.13	371.1	2.1e-111 chemokine-like protein TAFA4
8469_0:001e67	K20393	272.17	317.9	2.5e-95 PRA1 family protein 3
8469_0:001e68	K10475	565.73	975.5	1e-293 kelch repeat and BTB domain-containing protein 8
8469_0:001e69	K24191	47.57	179.5	4.5e-53 prokineticin
8469_0:001e6a	K17583	214.73	1034	0 nucleolar MIF4G domain-containing protein 1
8469_0:001e6b	K20286	110.97	983.4	1e-295 TATA element modulatory factor
8469_0:001e6c	K23582	836.13	930.5	6.7e-280 forkhead box protein P1
8469_0:001e6d	K10686	278.8	826.1	6.6e-249 NEDD8-activating enzyme E1 [EC:6.2.1.64]
8469_0:001e6e	K08184	727.97	853.5	3.1e-257 MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 7
8469_0:001e6f	K23970	231.43	1431.3	0 FERM domain-containing protein 4
8469_0:001e70	K11469	310.73	502.3	4e-151 RING1 and YY1-binding protein
8469_0:001e71	K25541	249.47	320.9	4.3e-96 chemokine-like protein TAFA1
8469_0:001e72	K15111	268.2	484.3	1.2e-145 solute carrier family 25 (mitochondrial S-adenosylmethionine transporter), member 26
8469_0:001e73	K08025	149.13	336.5	2.6e-100 homeobox protein HB9
8469_0:001e74	K18134	192.2	956.3	7e-288 EGF domain-specific O-GlcNAc transferase [EC:2.4.1.255]
8469_0:001e75	K01900	613.8	777.7	6e-234 succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]
8469_0:001e76	K25217	792.83	798.5	1.6e-240 limb region 1 protein
8469_0:001e78	K11793	159.27	171.7	1.7e-50 cereblon
8469_0:001e79	K17043	624.47	1059.1	0 ATP-dependent RNA helicase DDX43 [EC:5.6.2.7]
8469_0:001e7a	K03495	387.33	879.1	1.5e-264 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
8469_0:001e7b	K04930	869.87	950.8	3.3e-286 potassium voltage-gated channel KQT-like subfamily member 5
8469_0:001e7c	K15291	2175.87	2329.5	0 regulating synaptic membrane exocytosis protein 1
8469_0:001e7d	K17834	176.4	657.6	1.4e-197 cyclic GMP-AMP synthase [EC:2.7.7.86]
8469_0:001e7e	K03231	445.93	1110	0 elongation factor 1-alpha
8469_0:001e7f	K10247	486.8	534.2	1.5e-160 elongation of very long chain fatty acids protein 1 [EC:2.3.1.199]
8469_0:001e81	K11324	126.7	676.5	2.3e-203 DNA methyltransferase 1-associated protein 1
8469_0:001e83	K18418	253.2	531	1.1e-159 ERI1 exoribonuclease 3 [EC:3.1.-.-]
8469_0:001e84	K15129	57.13	501.3	1.3e-150 mediator of RNA polymerase II transcription subunit 8
8469_0:001e85	K25202	521.3	1788.3	0 importin-13
8469_0:001e86	K14823	67.27	374.4	6.1e-112 rRNA-processing protein EBP2
8469_0:001e87	K17866	240.1	504.9	1.8e-151 diphthamide biosynthesis protein 2
8469_0:001e89	K25174	103.83	245.4	1e-72 E3 ubiquitin-protein ligase RNF220 [EC:2.3.2.27]
8469_0:001e8a	K12026	450.6	802.7	1.9e-241 tripartite motif-containing protein 56 [EC:2.3.2.27]
8469_0:001e8c	K07967	576.03	692.7	2.4e-208 beta-1,4-galactosyltransferase 2 [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-]
8469_0:001e8d	K03661	115.37	346	9.3e-104 V-type H+-transporting ATPase 21kDa proteolipid subunit
8469_0:001e8e	K25474	59.97	238.7	3.1e-71 protein FAM183
8469_0:001e8f	K05120	1347.93	1812.7	0 tyrosine kinase receptor 1 [EC:2.7.10.1]
8469_0:001e90	K15255	302.4	737.1	1.9e-221 ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]
8469_0:001e93	K00781	372.8	781.4	2e-235 N-acetyllactosaminide alpha-2,3-sialyltransferase (sialyltransferase 6) [EC:2.4.3.6]
8469_0:001e94	K05695	2996.7	3303	0 receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48]
8469_0:001e95	K24729	296.63	1969.7	0 cilia- and flagella-associated protein 57
8469_0:001e96	K05082	235.7	799.9	1.7e-240 thrombopoietin receptor
8469_0:001e97	K06709	412	1356.9	0 [histone H3]-trimethyl-L-lysine9/36 demethylase [EC:1.14.11.66 1.14.11.69]
8469_0:001e98	K03363	564.5	899.6	9.1e-271 cell division cycle 20, cofactor of APC complex
8469_0:001e99	K25415	192.17	235.8	6.7e-70 artemin
8469_0:001e9a	K01816	138.6	363.3	8.3e-109 hydroxypyruvate isomerase [EC:5.3.1.22]
8469_0:001e9c	K21123	384.67	458.2	7.4e-138 serine/arginine-rich splicing factor 9
8469_0:001e9d	K16198	468.67	556.8	7.7e-168 14-3-3 protein gamma/eta
8469_0:001e9f	K02266	27.3	160.6	2.4e-47 cytochrome c oxidase subunit 6a
8469_0:001ea0	K26979	312.1	863.3	1.6e-259 E3 ubiquitin-protein ligase RNF10 [EC:2.3.2.27]
8469_0:001ea1	K02435	38.7	138.6	1.1e-40 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
8469_0:001ea2	K25459	101.93	326.1	1.7e-97 radial spoke head protein 14
8469_0:001ea3	K11414	203.47	523	2.2e-157 NAD-dependent protein deacetylase/lipoamidase sirtuin 4 [EC:2.3.1.286 2.3.1.313]
8469_0:001ea4	K23539	140.7	402.9	5.7e-121 protein unc-119
8469_0:001ea5	K15680	227.27	385.3	1.7e-115 corticosteroid 11-beta-dehydrogenase isozyme 1 [EC:1.1.1.146]
8469_0:001ea6	K01613	69.2	407.2	6.9e-122 phosphatidylserine decarboxylase [EC:4.1.1.65]
8469_0:001ea9	K08036	755.3	970.5	4.4e-292 transcription factor 1, hepatocyte nuclear factor 1-alpha
8469_0:001eab	K20404	467.17	1953	0 SEA/GATOR complex protein SEA1/DEPDC5
8469_0:001eac	K23531	174.17	385.2	1.3e-115 calcium-binding protein 1/2/4/5
8469_0:001ead	K14158	1222.67	1287.9	0 solute carrier family 5 (sodium/glucose cotransporter), member 1
8469_0:001ead	K03307	315.03	424	5.5e-127 solute:Na+ symporter, SSS family
8469_0:001eae	K06944	669.47	855.1	1.9e-257 developmentally-regulated GTP-binding protein 1 [EC:3.6.5.-]
8469_0:001eaf	K14411	297.5	352.6	1.6e-105 RNA-binding protein Musashi
8469_0:001eb0	K03307	315.03	363	1.6e-108 solute:Na+ symporter, SSS family
8469_0:001eb1	K16489	43.07	1089	0 protein SFI1
8469_0:001eb2	K10418	87.7	207.1	1.2e-61 dynein light chain LC8-type
8469_0:001eb3	K09598	240.3	791.9	1.1e-238 signal peptide peptidase-like 3 [EC:3.4.23.-]
8469_0:001eb4	K06127	427.43	446.3	4.8e-134 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201]
8469_0:001eb5	K10666	82.77	269.3	2.1e-80 E3 ubiquitin-protein ligase RNF5/185 [EC:2.3.2.27]
8469_0:001eb6	K18728	165.5	780.5	2.3e-234 eukaryotic translation initiation factor 4E transporter
8469_0:001eb8	K05744	1016.73	1275.7	0 LIM domain kinase 2 [EC:2.7.11.1]
8469_0:001eb9	K17968	45.03	130.2	6.7e-38 TRIAP1/MDM35 family protein
8469_0:001eba	K24383	553.87	1122.8	0 POZ-AT hook zinc finger protein 1
8469_0:001ebb	K00248	512.57	799.7	4.2e-241 butyryl-CoA dehydrogenase [EC:1.3.8.1]
8469_0:001ebb	K00249	363.97	398.1	3.8e-119 acyl-CoA dehydrogenase [EC:1.3.8.7]
8469_0:001ebc	K01047	19.33	102.4	1.7e-29 secretory phospholipase A2 [EC:3.1.1.4]
8469_0:001ebd	K05760	618.97	897.7	2.8e-270 paxillin
8469_0:001ebf	K03537	50.2	250.8	5.1e-75 ribonuclease P/MRP protein subunit POP5 [EC:3.1.26.5]
8469_0:001ec0	K04257	107.23	241.3	1.1e-71 olfactory receptor
8469_0:001ec1	K14389	1091.77	1253.3	0 solute carrier family 5 (sodium/glucose cotransporter), member 9
8469_0:001ec1	K03307	315.03	420.1	7.8e-126 solute:Na+ symporter, SSS family
8469_0:001ec2	K07426	801.93	862.5	7.5e-260 cytochrome P450 family 4 subfamily B1 [EC:1.14.14.1]
8469_0:001ec3	K13800	261.4	345.1	2.3e-103 UMP-CMP kinase [EC:2.7.4.14]
8469_0:001ec4	K07426	801.93	902.6	5.3e-272 cytochrome P450 family 4 subfamily B1 [EC:1.14.14.1]
8469_0:001ec5	K09068	129.17	319.1	2.9e-95 T-cell acute lymphocytic leukemia protein
8469_0:001ec6	K16724	201.33	1469.5	0 SCL-interrupting locus protein
8469_0:001ec8	K07555	88.6	366.4	1.2e-109 ATP synthase mitochondrial F1 complex assembly factor 1
8469_0:001eca	K23224	63.1	497.7	2.4e-149 spermatogenesis-associated protein 6
8469_0:001ecc	K04372	292.93	793.4	5.6e-239 MAP kinase interacting serine/threonine kinase [EC:2.7.11.1]
8469_0:001ecd	K07426	801.93	829.6	7e-250 cytochrome P450 family 4 subfamily B1 [EC:1.14.14.1]
8469_0:001ece	K25185	168.3	919	6.4e-277 metalloprotease TIKI [EC:3.4.-.-]
8469_0:001ecf	K06685	153.27	321.4	3.9e-96 MOB kinase activator 1
8469_0:001ed3	K25625	145.27	712	3.9e-214 coiled-coil domain-containing protein 181
8469_0:001ed4	K26935	95.87	483.8	4.1e-145 cell cycle control protein 50
8469_0:001ed5	K15173	632.43	1195.2	0 transcription termination factor 2 [EC:5.6.2.-]
8469_0:001ed7	K09292	94.73	545	9.7e-164 protein TFG
8469_0:001ed8	K16717	165.2	1053.9	0 centrosomal protein CEP97
8469_0:001ed9	K22555	245.33	1035.9	0 TBC1 domain family member 23
8469_0:001eda	K24477	691.93	1210.1	0 target of Nesh-SH3
8469_0:001edb	K14242	345.93	843.1	1.1e-253 NF-kappa-B inhibitor zeta
8469_0:001edc	K03792	345.4	593.9	7.5e-179 N-acetyllactosaminide alpha-2,3-sialyltransferase (sialyltransferase 10) [EC:2.4.3.6]
8469_0:001ede	K05507	82.6	136.2	3.9e-40 C motif chemokine
8469_0:001edf	K17654	228	589.7	3e-177 mitochondrial ribonuclease P protein 1 [EC:2.1.1.-]
8469_0:001ee0	K10498	245.07	1676.6	0 zinc finger and BTB domain-containing protein 11
8469_0:001ee1	K19017	832.8	1542.2	0 interphotoreceptor matrix proteoglycan 2
8469_0:001ee3	K02951	59.87	268.6	2e-80 small subunit ribosomal protein S12e
8469_0:001ee4	K08596	507.33	525.1	2.4e-157 sentrin-specific protease 7 [EC:3.4.22.68]
8469_0:001ee5	K27568	107.27	531.2	1.8e-159 golgin-45
8469_0:001ee6	K08439	329.1	870.3	3.7e-262 G protein-coupled receptor 161
8469_0:001ee8	K25512	165.53	361	7.7e-109 dermatopontin
8469_0:001eea	K23455	799.87	1019.4	0 collagen type VIII alpha
8469_0:001eeb	K03902	1856.53	1966.8	0 coagulation factor V (labile factor)
8469_0:001eec	K02896	28.63	134.4	3.1e-39 large subunit ribosomal protein L24e
8469_0:001eed	K17768	161.5	851	2.9e-256 mitochondrial import receptor subunit TOM70
8469_0:001eee	K24794	315.37	953.1	6.5e-287 discoidin, CUB and LCCL domain-containing protein
8469_0:001eef	K14784	80.6	402.5	7.8e-121 protein CMS1
8469_0:001ef0	K13566	278.7	549.7	2.3e-165 omega-amidase [EC:3.5.1.3]
8469_0:001ef1	K17607	61.17	423.4	3.9e-127 type 2A phosphatase activator TIP41
8469_0:001ef2	K00228	85.43	600.8	7.4e-181 coproporphyrinogen III oxidase [EC:1.3.3.3]
8469_0:001ef3	K14610	581.8	617.1	3.4e-185 solute carrier family 19 (thiamine transporter), member 2/3
8469_0:001ef4	K00940	146.97	158.6	1.1e-46 nucleoside-diphosphate kinase [EC:2.7.4.6]
8469_0:001ef5	K08464	362.17	990.8	2.6e-298 adhesion G-protein coupled receptor G7
8469_0:001ef6	K12859	68.1	121.6	1.9e-35 U5 snRNP protein, DIM1 family
8469_0:001ef7	K27698	1218.13	1220.8	0 filamin-A-interacting protein 1
8469_0:001ef8	K10184	683.03	957.7	4.1e-288 T-box protein 19
8469_0:001efa	K08862	985.07	1154.5	0 polo-like kinase 3 [EC:2.7.11.21]
8469_0:001efc	K12233	579.93	1389.9	0 E3 ubiquitin-protein ligase HECTD3 [EC:2.3.2.26]
8469_0:001efd	K03241	242.07	668	5.1e-201 translation initiation factor eIF-2B subunit gamma
8469_0:001efe	K26147	2227.9	2236.2	0 zinc finger SWIM domain-containing protein 5
8469_0:001eff	K13279	414.8	457	1.7e-137 peroxiredoxin 1 [EC:1.11.1.24]
8469_0:001eff	K03386	222.2	403.1	4.1e-121 peroxiredoxin 2/4 [EC:1.11.1.24]
8469_0:001f01	K03575	142.5	543.2	4.4e-163 A/G-specific adenine glycosylase [EC:3.2.2.31]
8469_0:001f02	K13881	756.7	971.4	7.9e-293 bestrophin-4
8469_0:001f03	K11291	264.87	694.2	1.5e-208 nuclear autoantigenic sperm protein
8469_0:001f04	K24788	309.93	608.1	5.6e-183 4-hydroxyphenylpyruvate dioxygenase-like protein [EC:1.13.-.-]
8469_0:001f06	K25753	96.87	366.9	1.2e-109 selenoprotein P
8469_0:001f07	K25420	197.43	341.3	3e-102 dynein light chain Tctex-type 4
8469_0:001f09	K12778	77.83	168	2.3e-49 meiosis-specific protein
8469_0:001f0a	K01599	188	621.3	1.3e-186 uroporphyrinogen decarboxylase [EC:4.1.1.37]
8469_0:001f0b	K00002	463.93	498.2	2e-149 alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
8469_0:001f0d	K02995	36.23	467.3	1.3e-140 small subunit ribosomal protein S8e
8469_0:001f0f	K08842	710.97	905.5	2.9e-272 testis-specific kinase 2 [EC:2.7.12.1]
8469_0:001f10	K13202	176.63	826.8	5.3e-249 target of EGR1 protein 1
8469_0:001f11	K14618	91.13	427.6	1.1e-128 cyanocobalamin reductase (cyanide-eliminating) / alkylcobalamin dealkylase [EC:1.16.1.6 2.5.1.151]
8469_0:001f13	K02991	49.17	557.7	6.5e-168 small subunit ribosomal protein S6e
8469_0:001f14	K11247	197.07	692	2e-208 endophilin-A
8469_0:001f15	K25472	130.47	666.8	2e-200 stabilizer of axonemal microtubules
8469_0:001f16	K10703	70.03	283.3	2.2e-84 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
8469_0:001f17	K24429	442.93	1598.7	0 ADAMTS-like protein 1/3
8469_0:001f19	K15210	83.13	497.7	2.4e-149 snRNA-activating protein complex subunit 3
8469_0:001f1a	K05414	144.6	192.1	8.2e-57 interferon alpha
8469_0:001f1b	K24146	234.17	1098.5	0 zinc finger protein basonuclin
8469_0:001f1c	K01441	187.53	616.4	1.4e-185 alkaline ceramidase [EC:3.5.1.23]
8469_0:001f1d	K13750	940.73	1008	1.2e-303 solute carrier family 24 (sodium/potassium/calcium exchanger), member 2
8469_0:001f1e	K17284	406.13	529.1	1.1e-158 perilipin-2
8469_0:001f20	K16467	246.77	2128	0 centlein
8469_0:001f21	K24943	116	984.7	3.1e-296 tetratricopeptide repeat protein 39
8469_0:001f22	K05414	144.6	177	3.3e-52 interferon alpha
8469_0:001f23	K25057	351.6	557.2	2.8e-167 PC4 and SFRS1-interacting protein
8469_0:001f24	K20163	318.03	2166.8	0 DENN domain-containing protein 4
8469_0:001f26	K15187	135.57	933.9	3.7e-281 YEATS domain-containing protein 1/3
8469_0:001f27	K27498	336.1	1371.9	0 focadhesin
8469_0:001f28	K16589	104.23	920.6	7.2e-277 HAUS augmin-like complex subunit 6
8469_0:001f29	K15112	348.77	619.6	9.2e-187 solute carrier family 25 (mitochondrial uncoupling protein), member 27
8469_0:001f2a	K05494	149.57	226	3.6e-67 interleukin 17F
8469_0:001f2c	K17903	332.6	390.8	2.9e-117 calcipressin-2
8469_0:001f2e	K07439	388.1	735.9	1.5e-221 24-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.26]
8469_0:001f30	K09278	703.7	1023.8	0 runt-related transcription factor 2
8469_0:001f32	K09178	524.8	1007.7	4.3e-304 transcription factor AP-2 delta
8469_0:001f33	K09176	748.23	859.9	4.8e-259 transcription factor AP-2 alpha/beta
8469_0:001f34	K17854	707.5	862.8	9.9e-260 cytochrome P450 family 2 subfamily K [EC:1.14.-.-]
8469_0:001f35	K19919	209.83	396.7	7e-119 cysteine-rich secretory protein 1/2/3
8469_0:001f36	K12860	119.47	1263.5	0 pre-mRNA-splicing factor CDC5/CEF1
8469_0:001f37	K17854	707.5	865.4	1.6e-260 cytochrome P450 family 2 subfamily K [EC:1.14.-.-]
8469_0:001f38	K11509	50.67	336.7	1.1e-100 centromere protein Q
8469_0:001f39	K07439	388.1	891.1	1.5e-268 24-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.26]
8469_0:001f3a	K06580	475.43	682.5	3.1e-205 ammonium transporter Rh
8469_0:001f3c	K11313	113.6	523	3.8e-157 transcription initiation protein SPT3
8469_0:001f3d	K05494	149.57	229.1	3.9e-68 interleukin 17F
8469_0:001f3d	K05489	209.93	213	2e-63 interleukin 17A
8469_0:001f3e	K18424	616.6	745.6	1.3e-224 ectonucleotide pyrophosphatase/phosphodiesterase family member 4 [EC:3.6.1.29]
8469_0:001f3f	K19919	209.83	406.2	9.3e-122 cysteine-rich secretory protein 1/2/3
8469_0:001f40	K26812	469.7	914.3	6.2e-275 XK-related protein 5
8469_0:001f41	K01395	829.93	1212.1	0 meprin A [EC:3.4.24.18]
8469_0:001f42	K08458	775.3	1839.4	0 adhesion G-protein coupled receptor F5
8469_0:001f43	K08474	83.3	108.6	1.6e-31 taste receptor type 2
8469_0:001f44	K14560	130.57	142.7	7.2e-42 U3 small nucleolar ribonucleoprotein protein IMP3
8469_0:001f45	K01062	145.7	580.8	1e-174 platelet-activating factor acetylhydrolase [EC:3.1.1.47]
8469_0:001f46	K18398	598.3	710.3	1.1e-213 ectonucleotide pyrophosphatase/phosphodiesterase family member 5 [EC:3.1.-.-]
8469_0:001f47	K18405	275.4	1081.3	0 tudor domain-containing protein 1/4/6/7
8469_0:001f48	K23029	184.4	1023.8	0 EF-hand domain-containing protein 1
8469_0:001f49	K05025	538.17	591.2	7.8e-178 chloride intracellular channel protein 5
8469_0:001f4a	K26402	587.6	740	4.9e-223 translocating chain-associated membrane protein 2
8469_0:001f4b	K19919	209.83	408.7	1.6e-122 cysteine-rich secretory protein 1/2/3
8469_0:001f4c	K19865	1716.13	6596.3	0 fibrocystin
8469_0:001f4d	K01847	671.77	808.8	4.4e-243 methylmalonyl-CoA mutase [EC:5.4.99.2]
8469_0:001f4e	K25040	465.83	628.9	2.7e-189 membrane progestin receptor beta
8469_0:001f4f	K02541	597.93	1360.2	0 DNA replication licensing factor MCM3 [EC:5.6.2.3]
8469_0:001f50	K06275	210.27	440.1	6e-132 parvin
8469_0:001f51	K06636	611.37	1741.8	0 structural maintenance of chromosome 1
8469_0:001f52	K05770	23.23	252.6	2.9e-75 translocator protein
8469_0:001f53	K16599	522.33	960.4	4.5e-289 tubulin polyglutamylase TTLL1 [EC:6.3.2.61]
8469_0:001f55	K06275	210.27	721	4.2e-217 parvin
8469_0:001f56	K07277	289	340.5	1.9e-101 outer membrane protein insertion porin family
8469_0:001f57	K24642	268.43	354	1.1e-105 zinc finger BED domain-containing protein 5/7/8/9
