gene_name	KO	thrshld	score	E-value KO definition
1415176_0:002aef	K03028	406.33	1295.9	0 26S proteasome regulatory subunit N1
1415176_0:002af0	K03260	119.93	1283.6	0 translation initiation factor 4G
1415176_0:002af1	K04657	276.97	1439.8	0 chordin
1415176_0:002af3	K09593	559.03	1319.2	0 GRB2-associated-binding protein 1
1415176_0:002af4	K11654	806.4	1794.8	0 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:5.6.2.-]
1415176_0:002af5	K01109	632.23	1267.9	0 inositol polyphosphate-4-phosphatase [EC:3.1.3.66]
1415176_0:002af6	K11854	279.8	619	1.2e-185 ubiquitin carboxyl-terminal hydrolase 35/38 [EC:3.4.19.12]
1415176_0:002af7	K24760	282.87	1234	0 WD repeat-containing protein 91
1415176_0:002af8	K14611	490.17	830.8	4.9e-250 solute carrier family 23 (nucleobase transporter), member 1
1415176_0:002af9	K20355	256.47	458	1.6e-137 endoplasmic reticulum protein 27
1415176_0:002afa	K12462	46	364.4	2.9e-109 Rho GDP-dissociation inhibitor
1415176_0:002afb	K13759	183.27	185.9	3.4e-55 retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma
1415176_0:002afb	K13760	172.17	185.8	2.9e-55 retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma
1415176_0:002afd	K26155	51.07	174.2	3.1e-51 cell cycle regulator of non-homologous end joining
1415176_0:002afe	K23437	696.53	1180.4	0 cytosolic carboxypeptidase protein 2/3 [EC:3.4.17.-]
1415176_0:002b00	K14774	170.53	1066.2	0 U3 small nucleolar RNA-associated protein 25
1415176_0:002b01	K26583	720.77	1585.6	0 transcriptional-regulating factor 1
1415176_0:002b02	K02946	58.7	235.8	4.1e-70 small subunit ribosomal protein S10
1415176_0:002b03	K08501	134.7	506.7	4.7e-152 syntaxin 8
1415176_0:002b04	K06843	808.8	1157.6	0 netrin 1
1415176_0:002b05	K10744	59.47	526.9	2.7e-158 ribonuclease H2 subunit B
1415176_0:002b07	K12319	745.97	1024.2	0 guanylate cyclase soluble subunit beta [EC:4.6.1.2]
1415176_0:002b0a	K12003	498.67	711.8	2.3e-214 tripartite motif-containing protein 13 [EC:2.3.2.27]
1415176_0:002b0c	K02366	726.37	1415.4	0 glucuronyl/N-acetylglucosaminyl transferase EXT1 [EC:2.4.1.224 2.4.1.225]
1415176_0:002b0d	K28209	50.13	294.1	7e-88 sterile alpha motif domain-containing protein 10/12
1415176_0:002b0e	K23571	469.37	568.4	5.1e-171 insulin-like growth factor-binding protein 9
1415176_0:002b0f	K10065	333.13	432.4	6.3e-130 collectin sub-family member 10
1415176_0:002b10	K15143	79.5	220.3	1.6e-65 mediator of RNA polymerase II transcription subunit 30
1415176_0:002b11	K20402	300.23	558.2	1.1e-167 DEP domain-containing mTOR-interacting protein
1415176_0:002b12	K01122	1166.9	1710.8	0 ectonucleotide pyrophosphatase/phosphodiesterase family member 2 [EC:3.1.4.39]
1415176_0:002b13	K08133	1670.83	3087.8	0 collagen type XIV alpha
1415176_0:002b14	K05148	307.23	628	6e-189 tumor necrosis factor receptor superfamily member 11B
1415176_0:002b15	K11271	40.93	626.9	1.4e-188 sister chromatid cohesion protein DCC1
1415176_0:002b16	K02871	70.43	254.2	1.2e-75 large subunit ribosomal protein L13
1415176_0:002b17	K28036	163.27	327.8	2.4e-98 protein MAL2
1415176_0:002b18	K03128	358	1767.8	0 transcription initiation factor TFIID subunit 2
1415176_0:002b19	K12232	642.17	1387.9	0 E3 ubiquitin-protein ligase HECTD2 [EC:2.3.2.26]
1415176_0:002b1a	K11489	312.63	520.1	5.9e-157 polycomb group RING finger protein 5
1415176_0:002b1c	K04711	150.53	429.1	5.9e-129 dihydroceramidase [EC:3.5.1.-]
1415176_0:002b1d	K23404	236	1023	0 transmembrane anterior posterior transformation protein 1
1415176_0:002b1f	K06707	121.67	244.6	8.8e-73 B- and T-lymphocyte attenuator
1415176_0:002b20	K21969	358.83	635.2	2.7e-191 tRNA (cytosine34-C5)-methyltransferase [EC:2.1.1.-]
1415176_0:002b21	K07962	331.17	561.3	7.8e-169 ADP-ribosylation factor-like protein 13B
1415176_0:002b22	K05104	1770.33	2061.3	0 Eph receptor A3 [EC:2.7.10.1]
1415176_0:002b23	K08487	283.23	418.5	1.2e-125 syntaxin 11
1415176_0:002b24	K03908	943.9	1343.1	0 protein S
1415176_0:002b27	K18403	190.9	875.6	1.1e-263 male-specific lethal 3
1415176_0:002b2a	K20631	419.63	1079.8	0 Rho GTPase-activating protein 6
1415176_0:002b2b	K02997	186.33	438.8	5.5e-132 small subunit ribosomal protein S9e
1415176_0:002b2d	K04257	107.23	361.6	3.6e-108 olfactory receptor
1415176_0:002b2e	K04257	107.23	411.4	3e-123 olfactory receptor
1415176_0:002b2f	K13915	186.9	217.3	1.8e-64 lysozyme C [EC:3.2.1.17]
1415176_0:002b30	K04257	107.23	272.4	4.2e-81 olfactory receptor
1415176_0:002b32	K10272	167.73	590.4	2.7e-177 F-box and leucine-rich repeat protein 6
1415176_0:002b33	K11274	209.93	1190.1	0 chromosome transmission fidelity protein 4
1415176_0:002b34	K04697	523.97	658.3	3.5e-198 suppressor of cytokine signaling 4
1415176_0:002b35	K17975	648	1647.7	0 kinectin
1415176_0:002b36	K01495	54.43	213.8	1.8e-63 GTP cyclohydrolase IA [EC:3.5.4.16]
1415176_0:002b37	K06831	198.2	247	1.4e-73 galectin-3
1415176_0:002b38	K10311	529.03	921.1	3.6e-277 F-box protein 34
1415176_0:002b39	K16804	153.7	491.9	3.2e-147 disks large-associated protein 5
1415176_0:002b3b	K17889	89.7	755.9	2.5e-227 beclin 1-associated autophagy-related key regulator
1415176_0:002b3d	K27396	325.53	952.7	1.3e-286 protein Smaug
1415176_0:002b3f	K03120	35.33	466.8	3e-140 transcription initiation factor TFIID TATA-box-binding protein
1415176_0:002b41	K21439	156.47	373.7	4.3e-112 ankyrin repeat domain-containing protein 49
1415176_0:002b41	K06867	122.43	125.1	2.6e-36 uncharacterized protein
1415176_0:002b42	K10865	201.3	951.2	3.9e-286 double-strand break repair protein MRE11
1415176_0:002b44	K14735	1761.1	1865.8	0 hephaestin [EC:1.16.3.1]
1415176_0:002b45	K24918	277.67	351.4	2.8e-105 transmembrane 4 L6 family member 1
1415176_0:002b46	K04210	369.47	688.3	3.7e-207 G protein-coupled receptor 83
1415176_0:002b47	K14387	269.1	708.9	2.9e-213 solute carrier family 5 (high affinity choline transporter), member 7
1415176_0:002b49	K03443	477.93	768.2	1.7e-231 pannexin 1
1415176_0:002b4a	K19929	437.93	534.5	1.5e-160 cyclin-dependent kinase 5 activator 2
1415176_0:002b4b	K17382	134.63	371.3	5.2e-111 serine beta-lactamase-like protein LACTB, mitochondrial
1415176_0:002b4c	K07902	435.43	481.5	5.6e-145 Ras-related protein Rab-8B
1415176_0:002b4c	K07901	416.57	425	8.8e-128 Ras-related protein Rab-8A
1415176_0:002b4d	K02978	22.6	224.4	6.2e-67 small subunit ribosomal protein S27e
1415176_0:002b4e	K09228	360.37	480.3	7.2e-144 KRAB domain-containing zinc finger protein
1415176_0:002b4f	K07497	24.73	44	1.2e-11 putative transposase
1415176_0:002b50	K16498	733.2	1185.4	0 protocadherin delta 1
1415176_0:002b51	K24471	100	226.8	1.6e-67 epigen
1415176_0:002b52	K09783	125.27	287.4	1e-85 betacellulin
1415176_0:002b53	K13403	425.77	691.9	2.7e-208 methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.15 3.5.4.9]
1415176_0:002b54	K09784	132.6	253.7	1.1e-75 epiregulin
1415176_0:002b56	K08824	376.83	681.6	5.6e-205 cyclin-dependent kinase-like [EC:2.7.11.22]
1415176_0:002b57	K23207	187	191.4	2.2e-56 THAP domain-containing protein 6
1415176_0:002b58	K24983	409.37	431.4	3.5e-129 Ras GTPase-activating protein-binding protein 2
1415176_0:002b59	K20361	133.63	323.1	2e-96 intracellular protein transport protein USO1
1415176_0:002b5a	K10144	319.33	439.7	6.4e-132 RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]
1415176_0:002b5b	K09782	164.93	385.3	2e-115 amphiregulin
1415176_0:002b5c	K08899	1126.83	1445.6	0 lemur tyrosine kinase 3 [EC:2.7.10.1]
1415176_0:002b5d	K15361	231.6	1188.6	0 WD repeat-containing protein 48
1415176_0:002b5f	K26797	111.6	390.5	6e-117 golgi reassembly-stacking protein
1415176_0:002b60	K16332	1592.4	2071.3	0 retinoblastoma-like protein 2
1415176_0:002b60	K04681	1007.37	1248.8	0 retinoblastoma-like protein 1
1415176_0:002b61	K14438	3884.5	4716.5	0 chromodomain-helicase-DNA-binding protein 9 [EC:5.6.2.-]
1415176_0:002b62	K16550	1161.7	1818	0 protein fantom
1415176_0:002b63	K19469	264.63	797.9	4e-240 mRNA N6-methyladenine demethylase [EC:1.14.11.53]
1415176_0:002b64	K28489	84.03	580.1	5.3e-174 thymocyte selection-associated high mobility group box protein
1415176_0:002b65	K26419	147.87	516.4	2e-155 AKT-interacting protein
1415176_0:002b67	K23402	52.9	264.1	5.3e-79 protein chibby 1
1415176_0:002b67	K17769	60.13	73.6	1.1e-20 mitochondrial import receptor subunit TOM22
1415176_0:002b68	K24887	768.07	1200.6	0 GTP-binding protein 1
1415176_0:002b69	K17769	60.13	219.7	2.7e-65 mitochondrial import receptor subunit TOM22
1415176_0:002b6a	K10412	97.63	233.5	9e-70 dynein axonemal light chain 4
1415176_0:002b6b	K19347	307.97	769.7	3.2e-231 SUN domain-containing protein 1/2
1415176_0:002b6d	K15235	94.43	348.2	1.7e-104 josephin [EC:3.4.19.12]
1415176_0:002b70	K00657	76.87	228.6	7.6e-68 diamine N-acetyltransferase [EC:2.3.1.57]
1415176_0:002b71	K24053	92	287.4	1.3e-85 general receptor for phosphoinositides 1-associated scaffold protein
1415176_0:002b72	K00408	468.43	679	1.5e-204 wingless-type MMTV integration site family, member 4
1415176_0:002b72	K01384	460.03	462	1.4e-138 wingless-type MMTV integration site family, member 11
1415176_0:002b73	K04393	371.2	461.1	1.5e-138 cell division control protein 42
1415176_0:002b75	K12399	158.83	273.6	7.3e-82 AP-3 complex subunit sigma
1415176_0:002b76	K05409	183.2	360.3	2.4e-108 TRIF-related adaptor molecule
1415176_0:002b78	K25805	628.83	1071.5	0 protein fem-1 homolog A/C
1415176_0:002b79	K22566	76.83	411.2	1.3e-123 COMM domain containing 10
1415176_0:002b7a	K00456	74.23	369.9	5.6e-111 cysteine dioxygenase [EC:1.13.11.20]
1415176_0:002b7c	K08336	49.9	182	6.8e-54 ubiquitin-like protein ATG12
1415176_0:002b7d	K20349	386.9	482	8.6e-145 p24 family protein gamma-3
1415176_0:002b7e	K06842	573.5	1127.9	0 semaphorin 6
1415176_0:002b7f	K17515	233.03	241.9	6.6e-72 C-type lectin domain family 9 member A
1415176_0:002b80	K17510	325.83	576.4	3e-173 tyrosine-protein kinase STYK1 [EC:2.7.10.2]
1415176_0:002b81	K08763	245.37	248.1	9e-74 oxidised low-density lipoprotein receptor 1
1415176_0:002b81	K17515	233.03	235.9	4.4e-70 C-type lectin domain family 9 member A
1415176_0:002b82	K19536	66.03	183	2.2e-54 synaptonemal complex central element protein 3
1415176_0:002b84	K12495	279.83	1509.5	0 IQ motif and SEC7 domain-containing protein
1415176_0:002b85	K18078	153.83	957.1	3.9e-288 protein tyrosine phosphatase domain-containing protein 1 [EC:3.1.3.-]
1415176_0:002b86	K17307	449.7	813.5	1.3e-244 fibulin 1/2
1415176_0:002b88	K11418	224.3	696.6	7.7e-210 histone deacetylase 11 [EC:3.5.1.98]
1415176_0:002b89	K15980	831.43	1049.7	0 acyl-CoA dehydrogenase family member 9 [EC:1.3.99.-]
1415176_0:002b8b	K10267	196.47	667.9	8.4e-201 F-box and WD-40 domain protein 12/13/14/15/16/17/19
1415176_0:002b8c	K00572	509.33	580.4	2.2e-174 wingless-type MMTV integration site family, member 7
1415176_0:002b8d	K06263	158.33	280.9	6e-84 platelet glycoprotein IX
1415176_0:002b8f	K14314	159.1	2910.9	0 nuclear pore complex protein Nup210
1415176_0:002b90	K04257	107.23	304	1.1e-90 olfactory receptor
1415176_0:002b91	K04257	107.23	293	2.4e-87 olfactory receptor
1415176_0:002b92	K04257	107.23	294.9	6.2e-88 olfactory receptor
1415176_0:002b93	K04257	107.23	274.8	7.9e-82 olfactory receptor
1415176_0:002b94	K04257	107.23	287.6	1e-85 olfactory receptor
1415176_0:002b95	K04257	107.23	293.7	1.4e-87 olfactory receptor
1415176_0:002b96	K04257	107.23	297.1	1.3e-88 olfactory receptor
1415176_0:002b97	K04257	107.23	297.9	7.5e-89 olfactory receptor
1415176_0:002b98	K04257	107.23	292.5	3.3e-87 olfactory receptor
1415176_0:002b99	K04257	107.23	292.7	2.9e-87 olfactory receptor
1415176_0:002b9a	K24935	223.4	861.8	3.8e-259 tetratricopeptide repeat protein 27
1415176_0:002b9d	K09633	514.73	764.1	5.3e-230 transmembrane protease serine 2 [EC:3.4.21.122]
1415176_0:002b9e	K08848	715.27	1448.6	0 receptor-interacting serine/threonine-protein kinase 4 [EC:2.7.11.1]
1415176_0:002b9f	K14754	482.2	1113.9	0 interferon-induced GTP-binding protein Mx
1415176_0:002ba4	K17412	49.9	260.3	1.4e-77 small subunit ribosomal protein S34
1415176_0:002ba5	K00940	146.97	257.3	9.2e-77 nucleoside-diphosphate kinase [EC:2.7.4.6]
1415176_0:002ba6	K10883	360.57	525.3	8.9e-158 crossover junction endonuclease EME2
1415176_0:002ba8	K10345	113.1	542.8	2.3e-163 SPRY domain-containing SOCS box protein 3
1415176_0:002baa	K17256	381.53	890.6	4.3e-268 insulin-like growth factor-binding protein complex acid labile subunit
1415176_0:002bab	K04436	2020.33	2282.9	0 mitogen-activated protein kinase 8 interacting protein 3
1415176_0:002bac	K03593	115.33	212.4	8.3e-63 ATP-binding protein involved in chromosome partitioning
1415176_0:002bad	K23693	280.37	846.1	1.8e-254 coiled-coil domain-containing protein 78
1415176_0:002bae	K10282	200.5	933.7	3e-281 F-box and leucine-rich repeat protein 16
1415176_0:002baf	K27083	1963.67	2293.3	0 VPS10 domain-containing receptor SorCS3
1415176_0:002baf	K27081	1893.03	1898.5	0 VPS10 domain-containing receptor SorCS1
1415176_0:002bb0	K06584	1210.6	1511.3	0 integrin alpha 8
1415176_0:002bb1	K22647	102.83	394.5	4.4e-118 ubiquitin carboxyl-terminal hydrolase MINDY-3/4 [EC:3.4.19.12]
1415176_0:002bb2	K02376	939.07	1355.8	0 frizzled 6
1415176_0:002bb5	K11806	135.43	397.2	6.9e-119 DDB1- and CUL4-associated factor 13
1415176_0:002bb6	K25700	169.6	502.9	4.4e-151 collagen triple helix repeat-containing protein 1
1415176_0:002bb7	K23436	1496.5	1539.8	0 cytosolic carboxypeptidase protein 4 [EC:3.4.17.24]
1415176_0:002bb8	K16529	1310.23	2981.1	0 A-kinase anchor protein 13
1415176_0:002bba	K06258	261.1	842.4	3.4e-253 MFS transporter, VNT family, synaptic vesicle glycoprotein 2
1415176_0:002bbc	K02208	346	875.2	1.1e-263 cyclin-dependent kinase 8/11 [EC:2.7.11.22 2.7.11.23]
1415176_0:002bbe	K22753	728.37	1022.6	0 E3 ubiquitin-protein ligase RNF6 [EC:2.3.2.27]
1415176_0:002bc0	K24837	184.47	403.9	8.5e-121 dynein regulatory complex subunit 11
1415176_0:002bc1	K11252	23.5	261.9	6.8e-78 histone H2B
1415176_0:002bc5	K04296	405.23	484.4	2.3e-145 leukotriene B4 receptor 1
1415176_0:002bc7	K00573	82.5	327.7	5.9e-98 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
1415176_0:002bc8	K27410	59.73	245.4	3.8e-73 coiled-coil domain-containing protein 32
1415176_0:002bc9	K08105	339.03	614.8	4.4e-185 dermatan 4-sulfotransferase 1 [EC:2.8.2.35]
1415176_0:002bce	K06228	369.83	1191.5	0 fused [EC:2.7.11.1]
1415176_0:002bcf	K10640	122.03	510.4	3.3e-153 E3 ubiquitin-protein ligase RNF25 [EC:2.3.2.27]
1415176_0:002bd0	K16601	539.2	969.5	1e-291 tubulin polyglutamylase TTLL4 [EC:6.3.2.62]
1415176_0:002bd1	K12606	43.1	594.6	6.2e-179 CCR4-NOT transcription complex subunit 9
1415176_0:002bd2	K00445	449.13	653.5	1e-196 wingless-type MMTV integration site family, member 6
1415176_0:002bd3	K24851	487.13	2659.7	0 zinc finger protein 142
1415176_0:002bd3	K09228	360.37	457.2	7.1e-137 KRAB domain-containing zinc finger protein
1415176_0:002bd4	K00488	714.67	778.9	1.5e-234 cholestanetriol 26-monooxygenase [EC:1.14.15.15]
1415176_0:002bd9	K17572	594.53	2798.5	0 brefeldin A-inhibited guanine nucleotide-exchange protein 3
1415176_0:002bda	K24144	180.73	226.5	4.1e-67 Nance-Horan syndrome protein and NHS-like proteins
1415176_0:002bdb	K24144	180.73	1039	0 Nance-Horan syndrome protein and NHS-like proteins
1415176_0:002bdd	K06613	379.87	668.7	3.1e-201 alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8C) [EC:2.4.3.-]
1415176_0:002bde	K24170	731.03	949.8	1e-285 one cut domain family member 2
1415176_0:002bdf	K01893	378.87	633.2	2.1e-190 asparaginyl-tRNA synthetase [EC:6.1.1.22]
1415176_0:002be0	K01772	58.93	596.7	1.7e-179 protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]
1415176_0:002be2	K09622	379.4	383.3	5.2e-115 kallikrein 14 [EC:3.4.21.-]
1415176_0:002be4	K10593	841	4141.9	0 E3 ubiquitin-protein ligase EDD1 [EC:2.3.2.26]
1415176_0:002be5	K27904	630.97	802.2	4.7e-242 antizyme inhibitor 1
1415176_0:002be5	K01581	218.77	512.9	6.9e-154 ornithine decarboxylase [EC:4.1.1.17]
1415176_0:002be6	K10808	643.33	752.1	1.7e-226 ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]
1415176_0:002be6	K00526	252.2	300.2	1.3e-89 ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]
1415176_0:002be8	K02148	57.17	734.1	5.6e-221 V-type H+-transporting ATPase subunit C
1415176_0:002be9	K25635	168.33	322.3	1.2e-96 outer dense fiber protein 1
1415176_0:002bea	K23847	408.2	424.8	1.3e-127 hippocalcin-like protein 1
1415176_0:002bea	K19695	357.7	385.1	4.1e-116 neurocalcin delta
1415176_0:002bea	K13974	34.57	48.3	5.7e-13 calcium-binding protein
1415176_0:002beb	K25509	300.87	1396.4	0 beta/gamma crystallin domain-containing protein
1415176_0:002bec	K02433	426.97	679.8	2.4e-204 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
1415176_0:002bec	K01426	301.93	374.7	5.9e-112 amidase [EC:3.5.1.4]
1415176_0:002bed	K23164	277.43	652.4	3.4e-196 reticulon-4-interacting protein 1, mitochondrial
1415176_0:002bee	K25455	203.6	214.8	1e-63 teratocarcinoma-derived growth factor 1
1415176_0:002bef	K06639	144.93	793.3	8.6e-239 cell division cycle 14 [EC:3.1.3.16 3.1.3.48]
1415176_0:002bf0	K16487	122.3	752.2	3.1e-226 spindle assembly abnormal protein 6
1415176_0:002bf1	K15281	166.7	539.9	2.8e-162 solute carrier family 35 (UDP-glucuronate/UDP-N-acetylgalactosamine transporter), member D1/2/3
1415176_0:002bf3	K25454	184.83	262.9	2.1e-78 cryptic protein
1415176_0:002bf3	K25455	203.6	205.3	8e-61 teratocarcinoma-derived growth factor 1
1415176_0:002bf4	K10207	393.7	560.7	1e-168 testosterone 17beta-dehydrogenase (NADP+) [EC:1.1.1.64]
1415176_0:002bf5	K06225	1904.33	2207.9	0 patched 1
1415176_0:002bf6	K19019	369.57	682.1	1.9e-205 intracellular hyaluronan-binding protein 4
1415176_0:002bf9	K20098	602.63	1452	0 DNA excision repair protein ERCC-6-like 2 [EC:5.6.2.-]
1415176_0:002bfb	K24332	523.5	1996.8	0 attractin
1415176_0:002bfc	K19895	115.6	443.8	5.1e-133 GDNF family receptor alpha
1415176_0:002bfd	K04257	107.23	267.5	1.3e-79 olfactory receptor
1415176_0:002bfe	K04257	107.23	269	4.5e-80 olfactory receptor
1415176_0:002bff	K17592	107.3	4866.9	0 sacsin
1415176_0:002c02	K05155	295	740.2	1.1e-222 tumor necrosis factor receptor superfamily member 19
1415176_0:002c05	K12801	496.87	541.8	1.1e-162 caspase recruitment domain-containing protein 8
1415176_0:002c06	K12036	420.93	458.9	9.5e-138 tripartite motif-containing protein 72
1415176_0:002c07	K05474	200.8	273.8	1.7e-81 tumor necrosis factor ligand superfamily member 12
1415176_0:002c0a	K15985	59.83	144.6	1.5e-42 cAMP-dependent protein kinase inhibitor alpha
1415176_0:002c0b	K05431	82.67	240.1	8.6e-72 interleukin 7
1415176_0:002c0d	K17407	83.13	153.9	4e-45 small subunit ribosomal protein S28
1415176_0:002c0f	K09091	146.73	395.2	2e-118 hairy and enhancer of split related with YRPW motif
1415176_0:002c10	K16468	180.7	816.8	1.9e-245 centrobin
1415176_0:002c12	K20300	103.8	162.6	4.7e-48 trafficking protein particle complex subunit 1
1415176_0:002c15	K12321	1768.37	1998.8	0 guanylate cyclase 2D/E [EC:4.6.1.2]
1415176_0:002c15	K12322	1480.93	1547.2	0 guanylate cyclase 2F [EC:4.6.1.2]
1415176_0:002c16	K22366	67.3	252.8	3.3e-75 thioredoxin reductase-like selenoprotein T
1415176_0:002c19	K05759	31.8	196.2	3.3e-58 profilin
1415176_0:002c1b	K08424	229.5	398.7	1.2e-119 glucose-dependent insulinotropic receptor
1415176_0:002c1c	K15026	240.37	853.7	4.9e-257 translation initiation factor 2A
1415176_0:002c1e	K17631	1616.7	1671.6	0 Ras/Rap GTPase-activating protein SynGAP
1415176_0:002c1f	K10405	674.37	803.1	2.2e-241 kinesin family member C1 (minus-end-directed kinesin ATPase) [EC:5.6.1.4]
1415176_0:002c20	K03926	27.4	244.5	1.1e-72 periplasmic divalent cation tolerance protein
1415176_0:002c21	K11467	639.7	955.3	1.3e-287 PHD finger protein 1
1415176_0:002c22	K18625	116.17	607.9	3.9e-182 protein Shroom
1415176_0:002c24	K09093	557.13	1076.8	0 aryl hydrocarbon receptor
1415176_0:002c25	K15537	208.1	761.6	3.1e-229 alkylglycerol monooxygenase [EC:1.14.16.5]
1415176_0:002c27	K20357	282.27	346.3	4.8e-104 anterior gradient protein 3
1415176_0:002c27	K20356	279.8	281	1.5e-84 anterior gradient protein 2
1415176_0:002c28	K20356	279.8	326.2	2e-98 anterior gradient protein 2
1415176_0:002c29	K09431	641.57	825.8	1.6e-248 ets translocation variant 1
1415176_0:002c29	K15593	525.9	535.8	1e-160 ets translocation variant 5
1415176_0:002c2a	K24633	162.67	792.3	1.1e-238 ankyrin repeat and MYND domain-containing protein 2
1415176_0:002c2b	K25738	229.97	373.7	5.1e-112 sclerostin domain-containing protein 1
1415176_0:002c2c	K09322	130.8	334.9	3.4e-100 homeobox protein MOX
1415176_0:002c2e	K21031	217.17	662.2	3e-199 D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40]
1415176_0:002c2f	K00901	94.97	700.5	1.1e-210 diacylglycerol kinase (ATP) [EC:2.7.1.107]
1415176_0:002c30	K17356	130	420.1	5.6e-126 tetraspanin-13/31
1415176_0:002c31	K16337	248.1	605.9	5.6e-182 syndecan 3
1415176_0:002c32	K22735	70.87	210.3	1.7e-62 sodium/potassium-transporting ATPase subunit beta-1-interacting protein
1415176_0:002c33	K17943	454.57	1188.8	0 pumilio RNA-binding family
1415176_0:002c35	K01937	102.3	1117.1	0 CTP synthase [EC:6.3.4.2]
1415176_0:002c39	K07890	255.57	483.5	1.1e-145 Ras-related protein Rab-21
1415176_0:002c3b	K23204	165.7	252.8	3.2e-75 THAP domain-containing protein 2
1415176_0:002c3d	K08029	243.97	344	8.2e-103 homeobox protein Nkx-2.2
1415176_0:002c3e	K09382	327.3	640.9	9.1e-193 paired box protein 1/9
1415176_0:002c3f	K20353	78.8	722.3	1.1e-216 COPII coat assembly protein SEC16
1415176_0:002c42	K04705	314.6	775.3	4.3e-233 signal transducing adaptor molecule
1415176_0:002c43	K23957	596.67	1902.1	0 formic-like protein
1415176_0:002c44	K18267	3433.97	12511.4	0 nebulin
1415176_0:002c48	K28122	299.37	629.2	2.4e-189 N-myc-interactor
1415176_0:002c49	K07949	411.97	480.4	2.5e-144 ADP-ribosylation factor-like protein 5A
1415176_0:002c49	K07950	313.7	384.2	3.3e-115 ADP-ribosylation factor-like protein 5B
1415176_0:002c4a	K04865	871.57	1125.5	0 voltage-dependent calcium channel beta-4
1415176_0:002c4b	K11138	199.33	2769.7	0 telomere-associated protein RIF1
1415176_0:002c4c	K12821	273.33	1043.2	0 pre-mRNA-processing factor 40
1415176_0:002c4d	K06260	439.73	527	3.9e-158 platelet glycoprotein V
1415176_0:002c4e	K06054	258.47	318.6	2.7e-95 hairy and enhancer of split 1
1415176_0:002c50	K06260	439.73	685	7.2e-206 platelet glycoprotein V
1415176_0:002c52	K14951	1540.6	1729.7	0 cation-transporting P-type ATPase 13A3/4/5 [EC:7.2.2.-]
1415176_0:002c53	K13023	430.9	577.1	2.4e-173 carboxypeptidase N regulatory subunit
1415176_0:002c54	K14539	262.27	874.5	2.9e-263 large subunit GTPase 1 [EC:3.6.1.-]
1415176_0:002c55	K00011	571.03	679.3	3.5e-204 aldehyde reductase [EC:1.1.1.21]
1415176_0:002c56	K12327	267.77	702.7	3.7e-211 caldesmon
1415176_0:002c57	K09228	360.37	428.9	2.6e-128 KRAB domain-containing zinc finger protein
1415176_0:002c57	K09191	325.1	395.7	2.7e-118 general transcription factor IIIA
1415176_0:002c58	K03985	94.3	94.4	4.2e-27 plasminogen activator, urokinase receptor
1415176_0:002c5a	K04257	107.23	459.3	8.8e-138 olfactory receptor
1415176_0:002c5b	K04257	107.23	418.5	2e-125 olfactory receptor
1415176_0:002c5c	K04257	107.23	477.1	3.4e-143 olfactory receptor
1415176_0:002c5d	K04257	107.23	394.5	3.9e-118 olfactory receptor
1415176_0:002c5e	K27277	233.43	754.8	3.5e-227 SET domain-containing protein 4 [EC:2.1.1.- 2.1.1.364]
1415176_0:002c5f	K24135	163.87	863.5	9.3e-260 MORC family CW-type zinc finger protein
1415176_0:002c60	K06087	63.4	296.2	1.6e-88 claudin
1415176_0:002c61	K26680	247.8	2447.5	0 protein dopey
1415176_0:002c62	K00079	325.77	493.1	2.5e-148 carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]
1415176_0:002c63	K10751	299.77	732.9	1.3e-220 chromatin assembly factor 1 subunit B
1415176_0:002c66	K08775	136.3	247.8	1.1e-73 breast cancer 2 susceptibility protein
1415176_0:002c67	K27804	167.83	962.8	2.5e-289 furry protein family
1415176_0:002c69	K18762	43.87	379	2.8e-113 zygote arrest protein 1
1415176_0:002c6a	K08775	136.3	429.8	1.5e-128 breast cancer 2 susceptibility protein
1415176_0:002c6b	K09268	415.97	595.2	1.3e-178 transcription factor SOX11/12 (SOX group C)
1415176_0:002c6c	K15045	163.33	418.7	2e-125 radical S-adenosyl methionine domain-containing protein 2
1415176_0:002c6d	K13809	123.83	680.1	1.3e-204 UMP-CMP kinase 2, mitochondrial [EC:2.7.4.14]
1415176_0:002c6e	K23438	318.17	1315.5	0 cytosolic carboxypeptidase protein 5 [EC:3.4.17.24]
1415176_0:002c6f	K28437	163.7	864.5	4.2e-260 transmembrane protein 214
