gene_name	KO	thrshld	score	E-value KO definition
13735_0:0027f3	K11138	199.33	2679.2	0 telomere-associated protein RIF1
13735_0:0027f5	K04865	871.57	1095.4	0 voltage-dependent calcium channel beta-4
13735_0:0027f8	K27096	370.47	1167.8	0 liprin-beta
13735_0:0027fa	K09228	360.37	1421.6	0 KRAB domain-containing zinc finger protein
13735_0:0027fa	K09191	325.1	366.2	2.4e-109 general transcription factor IIIA
13735_0:0027fc	K09228	360.37	601.6	1.5e-180 KRAB domain-containing zinc finger protein
13735_0:0027fd	K09228	360.37	1223.6	0 KRAB domain-containing zinc finger protein
13735_0:0027fd	K09191	325.1	341.4	7.7e-102 general transcription factor IIIA
13735_0:0027fe	K10072	212.27	213.7	2.4e-63 C-type lectin domain family 2 member D
13735_0:002803	K08360	293.1	387.2	3.2e-116 transmembrane ascorbate-dependent reductase [EC:7.2.1.3]
13735_0:002804	K12835	708.97	1474.4	0 ATP-dependent RNA helicase DDX42 [EC:5.6.2.7]
13735_0:002805	K02901	56.83	333.9	5.9e-100 large subunit ribosomal protein L27e
13735_0:002807	K10389	452.87	974.2	9.5e-294 tubulin gamma
13735_0:002808	K10338	590.77	776	9.2e-234 ankyrin repeat and SOCS box protein 16
13735_0:002809	K01084	151.83	640	2.3e-192 glucose-6-phosphatase [EC:3.1.3.9]
13735_0:00280a	K01283	76.1	2241.9	0 peptidyl-dipeptidase A [EC:3.4.15.1]
13735_0:00280b	K11363	45.5	554.3	1.1e-166 SAGA-associated factor 11
13735_0:00280c	K10605	198.27	1360.6	0 breast cancer type 1 susceptibility protein [EC:2.3.2.27]
13735_0:00280d	K01205	303.53	1035.1	0 alpha-N-acetylglucosaminidase [EC:3.2.1.50]
13735_0:00280f	K04185	470.5	647.1	8.8e-195 C-C chemokine receptor type 10
13735_0:002810	K10665	367.57	914.3	6.2e-275 E3 ubiquitin-protein ligase MARCH10 [EC:2.3.2.27]
13735_0:002812	K24974	552.6	658	5.5e-198 tRNA N(3)-methylcytidine methyltransferase METTL2 [EC:2.1.1.-]
13735_0:002813	K24049	710.37	1010.6	0 MAGUK p55 subfamily member 3/7
13735_0:002814	K17987	142	601.3	1.9e-180 next to BRCA1 gene 1 protein
13735_0:002815	K27803	88.6	460.6	4.2e-138 homologous recombination OB-fold protein
13735_0:002816	K12818	1131.1	1543.4	0 ATP-dependent RNA helicase DHX8/PRP22 [EC:5.6.2.6]
13735_0:002816	K12820	1002.73	1003.4	6.7e-302 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:5.6.2.6]
13735_0:002817	K04909	1578.27	1728.1	0 potassium voltage-gated channel Eag-related subfamily H member 6
13735_0:002818	K04380	403.9	414.1	6.4e-124 microtubule-associated protein tau
13735_0:002819	K09273	138.93	613	3.3e-184 upstream-binding transcription factor
13735_0:00281a	K07050	306.77	652.4	2.6e-196 misacylated tRNA(Ala) deacylase [EC:3.1.1.-]
13735_0:00281a	K15730	144.3	164.7	1.7e-48 cytosolic prostaglandin-E synthase [EC:5.3.99.3]
13735_0:00281b	K04585	642.2	698.5	3.6e-210 parathyroid hormone receptor 1
13735_0:00281c	K23167	305.93	569.7	3.2e-171 synaptic vesicle membrane protein VAT-1
13735_0:00281d	K00276	543.87	680.4	2.2e-204 primary-amine oxidase [EC:1.4.3.21]
13735_0:002820	K10128	105.77	157.6	2.6e-46 reprimo, TP53-dependent G2 arrest mediator candidate
13735_0:002821	K17614	247.7	395.1	2e-118 dual specificity phosphatase 3 [EC:3.1.3.16 3.1.3.48]
13735_0:002821	K14165	151.57	173.6	3.9e-51 atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
13735_0:002823	K25049	334.6	471.7	9.7e-142 transmembrane protein 106A
13735_0:002824	K12189	51.17	287	6.7e-86 ESCRT-II complex subunit VPS25
13735_0:002825	K07858	456.8	489.4	7.5e-147 Rho family GTPase 2
13735_0:002826	K00276	543.87	675.9	5.2e-203 primary-amine oxidase [EC:1.4.3.21]
13735_0:002827	K15592	706.33	775.6	2.2e-233 ets translocation variant 4
13735_0:002828	K08448	164.33	212.9	2.8e-63 receptor activity modifying protein 2
13735_0:002829	K11805	159.03	601.3	8.7e-181 DDB1- and CUL4-associated factor 7
13735_0:00282a	K06698	274.9	502.4	3.5e-151 proteasome activator subunit 3 (PA28 gamma)
13735_0:00282b	K02318	340.7	837.7	5e-252 phosphopantetheine adenylyltransferase / dephospho-CoA kinase [EC:2.7.7.3 2.7.1.24]
13735_0:00282b	K00859	64.27	206.2	5.3e-61 dephospho-CoA kinase [EC:2.7.1.24]
13735_0:00282b	K02201	202.27	205	9.2e-61 pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
13735_0:00282c	K17451	1363.3	1444.7	0 [histone H3]-lysine27 N-trimethyltransferase EZH1 [EC:2.1.1.356]
13735_0:00282d	K03350	298.07	1142	0 anaphase-promoting complex subunit 3
13735_0:00282e	K24787	286.07	822.1	2e-247 RUN domain-containing protein 3
13735_0:00282f	K09322	130.8	272.9	2.9e-81 homeobox protein MOX
13735_0:002830	K12750	399.6	429.7	2.7e-129 myosin light chain 4
13735_0:002830	K12749	395.73	420.1	2.6e-126 myosin light chain 3
13735_0:002830	K05738	319.9	327.3	2.8e-98 myosin light chain 1
13735_0:002833	K08334	86.2	621.7	6.5e-187 beclin
13735_0:002834	K08864	249.6	1135.2	0 tousled-like kinase [EC:2.7.11.1]
13735_0:002835	K15119	210.6	505.1	9.9e-152 solute carrier family 25, member 39/40
13735_0:002836	K18400	227.73	917.1	1e-275 KAT8 regulatory NSL complex subunit 1
13735_0:002837	K23880	87.97	502.8	7.4e-151 reticulophagy regulator
13735_0:002838	K08867	249.37	308.8	4.5e-92 WNK lysine deficient protein kinase [EC:2.7.11.1]
13735_0:00283a	K25531	121.67	237.9	1.1e-70 sperm axonemal maintenance protein CFAP97D1
13735_0:00283b	K01084	151.83	604.1	1.8e-181 glucose-6-phosphatase [EC:3.1.3.9]
13735_0:00283c	K08271	508.67	797.7	2.3e-240 STE20-related kinase adapter protein alpha
13735_0:00283d	K04421	741.17	872.4	1.6e-262 mitogen-activated protein kinase kinase kinase 3 [EC:2.7.11.25]
13735_0:00283e	K06560	1042.03	1108.5	0 mannose receptor, C type
13735_0:00283f	K07945	260.73	366.2	1.3e-109 ADP-ribosylation factor-like protein 4
13735_0:002840	K26456	737.17	2426.3	0 protein TANC
13735_0:002841	K28121	308.9	505.4	6.9e-152 interferon-induced 35 kDa protein
13735_0:002842	K16834	250.87	379.2	9.7e-114 sclerostin
13735_0:002843	K23340	66.6	371.1	4e-111 transmembrane and ubiquitin-like domain-containing protein
13735_0:002844	K24962	117.9	644	8.7e-194 PAT complex subunit CCDC47
13735_0:002845	K24786	287.2	719.4	3.4e-216 RUN domain-containing protein 1
13735_0:002846	K09113	151.53	273.3	3.6e-81 MAX-like protein X
13735_0:002847	K06695	48.73	383.8	6.6e-115 26S proteasome regulatory subunit, ATPase 3, interacting protein
13735_0:002848	K13127	70.97	525.2	1.3e-157 RING finger protein 113A
13735_0:002849	K14169	147.97	221.3	1.6e-65 cytoplasmic tRNA 2-thiolation protein 2
13735_0:00284a	K22128	128.7	1231.5	0 piezo-type mechanosensitive ion channel component 1/2
13735_0:00284c	K17044	282.07	403.1	7.7e-121 E3 ubiquitin-protein ligase RNF166 [EC:2.3.2.27]
13735_0:00284d	K04827	791.43	1282.7	0 amiloride-sensitive sodium channel subunit gamma
13735_0:00284e	K12404	203.3	741.7	8e-223 ADP-ribosylation factor-binding protein GGA
13735_0:00284f	K20294	115.53	1040.4	0 conserved oligomeric Golgi complex subunit 7
13735_0:002850	K08852	208.53	470.9	4.7e-141 serine/threonine-protein kinase/endoribonuclease IRE1 [EC:2.7.11.1 3.1.26.-]
13735_0:002852	K04825	723.87	1120.5	0 amiloride-sensitive sodium channel subunit beta
13735_0:002853	K01885	304.47	643.5	3.8e-193 glutamyl-tRNA synthetase [EC:6.1.1.17]
13735_0:002856	K04257	107.23	416.2	1e-124 olfactory receptor
13735_0:002856	K06856	112.53	175.1	1.1e-51 immunoglobulin heavy chain
13735_0:002857	K23909	94.77	363.4	8.4e-109 calcyphosin
13735_0:002858	K05072	187.3	376.2	1.6e-112 interleukin 7 receptor
13735_0:002859	K19414	878.67	2157.4	0 lysine-specific demethylase PHF2 [EC:1.14.11.-]
13735_0:00285a	K07930	327.7	442.3	3.7e-133 Ras-related protein Rab-43
13735_0:00285c	K06263	158.33	251	7.9e-75 platelet glycoprotein IX
13735_0:00285e	K18078	153.83	957.9	2.3e-288 protein tyrosine phosphatase domain-containing protein 1 [EC:3.1.3.-]
13735_0:00285f	K09361	151.8	241.1	1.5e-71 BarH-like homeobox
13735_0:002860	K10267	196.47	288.5	6.1e-86 F-box and WD-40 domain protein 12/13/14/15/16/17/19
13735_0:002861	K14314	159.1	2832.8	0 nuclear pore complex protein Nup210
13735_0:002862	K10267	196.47	224.9	1.1e-66 F-box and WD-40 domain protein 12/13/14/15/16/17/19
13735_0:002863	K28456	180.5	879.2	1.6e-264 constitutive coactivator of PPAR-gamma-like protein
13735_0:002864	K14027	243	446.6	9.7e-134 homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein
13735_0:002866	K00572	509.33	749	1.8e-225 wingless-type MMTV integration site family, member 7
13735_0:002867	K15980	831.43	1056.2	0 acyl-CoA dehydrogenase family member 9 [EC:1.3.99.-]
13735_0:002868	K17307	449.7	817.9	6.4e-246 fibulin 1/2
13735_0:002869	K11418	224.3	647.5	6.3e-195 histone deacetylase 11 [EC:3.5.1.98]
13735_0:00286a	K12495	279.83	1457.9	0 IQ motif and SEC7 domain-containing protein
13735_0:00286b	K15296	112.9	510.5	2.2e-153 alpha-soluble NSF attachment protein
13735_0:00286c	K05849	332.63	882.5	2.1e-265 solute carrier family 8 (sodium/calcium exchanger)
13735_0:00286d	K25612	438.67	2016.4	0 BRD4-interacting chromatin-remodeling complex-associated protein
13735_0:00286e	K26584	517.9	1756	0 zinc finger protein 541
13735_0:002871	K10643	217.93	761.2	1.4e-228 CCR4-NOT transcription complex subunit 4 [EC:2.3.2.27]
13735_0:002872	K11252	23.5	293.5	1.7e-87 histone H2B
13735_0:002873	K11251	43.83	311.6	3.7e-93 histone H2A
13735_0:002874	K12866	147.8	651.8	7.4e-196 WW domain-binding protein 11
13735_0:002875	K11275	75.9	187	4.8e-55 histone H1/5
13735_0:002876	K24760	282.87	1138.6	0 WD repeat-containing protein 91
13735_0:002877	K19499	1414	1576	0 anoctamin-4
13735_0:002878	K11253	223.83	503.8	6e-151 histone H3
13735_0:002878	K11254	49.1	260	8.8e-78 histone H4
13735_0:002879	K20355	256.47	433.1	6.1e-130 endoplasmic reticulum protein 27
13735_0:00287c	K06712	262.2	415.1	2.6e-124 butyrophilin
13735_0:00287d	K11254	49.1	266.2	1.1e-79 histone H4
13735_0:00287e	K11254	49.1	266.2	1.1e-79 histone H4
13735_0:002880	K26155	51.07	215.1	1.1e-63 cell cycle regulator of non-homologous end joining
13735_0:002881	K23437	696.53	1117.6	0 cytosolic carboxypeptidase protein 2/3 [EC:3.4.17.-]
13735_0:002882	K11252	23.5	293.5	1.7e-87 histone H2B
13735_0:002883	K14388	397.37	894.9	2e-269 solute carrier family 5 (sodium-coupled monocarboxylate transporter), member 8/12
13735_0:002883	K03307	315.03	324.6	6.5e-97 solute:Na+ symporter, SSS family
13735_0:002884	K11662	314.83	742.1	1.5e-223 actin-related protein 6
13735_0:002886	K11251	43.83	317.4	6.4e-95 histone H2A
13735_0:002887	K11253	223.83	448.6	3.1e-134 histone H3
13735_0:002888	K07942	318.07	398.8	9.3e-120 ADP-ribosylation factor-like protein 1
13735_0:002889	K14611	490.17	921.7	1.6e-277 solute carrier family 23 (nucleobase transporter), member 1
13735_0:00288a	K11252	23.5	292.3	3.9e-87 histone H2B
13735_0:00288b	K11251	43.83	316.2	1.4e-94 histone H2A
13735_0:00288c	K24627	138.03	405.3	2.7e-121 growth arrest-specific protein 2
13735_0:00288d	K11253	223.83	416.9	1.3e-124 histone H3
13735_0:00288e	K17541	310.3	1085.1	0 SCY1-like protein 2
13735_0:00288f	K11252	23.5	294.5	8.2e-88 histone H2B
13735_0:002890	K14310	179.6	2225.5	0 nuclear pore complex protein Nup205
13735_0:002891	K12462	46	359.8	7.3e-108 Rho GDP-dissociation inhibitor
13735_0:002892	K11251	43.83	316.2	1.4e-94 histone H2A
13735_0:002894	K11252	23.5	296.5	2e-88 histone H2B
13735_0:002895	K11254	49.1	266.2	1.1e-79 histone H4
13735_0:002896	K11275	75.9	197.2	3.8e-58 histone H1/5
13735_0:002897	K14772	207.43	3458.6	0 U3 small nucleolar RNA-associated protein 20
13735_0:002898	K11275	75.9	194.6	2.3e-57 histone H1/5
13735_0:002899	K11254	49.1	266.2	1.1e-79 histone H4
13735_0:00289a	K12462	46	356.2	9.3e-107 Rho GDP-dissociation inhibitor
13735_0:00289b	K11275	75.9	195.8	1e-57 histone H1/5
13735_0:00289c	K06717	309.07	459.9	4.1e-138 ADP-ribosyltransferase 4 [EC:2.4.2.31]
13735_0:00289d	K12302	685.27	992.2	5.3e-299 MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6/7/8
13735_0:00289e	K22609	79.1	106.9	7.6e-31 osteocalcin
13735_0:00289f	K08537	708.57	803.9	4.2e-242 farnesoid X receptor
13735_0:0028a0	K11251	43.83	316.2	1.4e-94 histone H2A
13735_0:0028a1	K19481	103.67	153.4	3e-45 matrix Gla protein
13735_0:0028a2	K11253	223.83	836.9	7.7e-252 histone H3
13735_0:0028a2	K11251	43.83	280.4	1.1e-83 histone H2A
13735_0:0028a3	K11254	49.1	266.2	1.1e-79 histone H4
13735_0:0028a4	K04257	107.23	267.2	1.6e-79 olfactory receptor
13735_0:0028a5	K04257	107.23	287.8	8.9e-86 olfactory receptor
13735_0:0028a6	K04257	107.23	246.9	2.2e-73 olfactory receptor
13735_0:0028a7	K04257	107.23	167.9	2e-49 olfactory receptor
13735_0:0028a9	K00844	135.6	419.2	1.9e-125 hexokinase [EC:2.7.1.1]
13735_0:0028ab	K08516	109.17	414.8	1.8e-124 synaptobrevin homolog YKT6
13735_0:0028ac	K02328	146.53	435.5	1.6e-130 DNA polymerase delta subunit 2
13735_0:0028ad	K12754	316.43	388	6.2e-117 myosin regulatory light chain 7
13735_0:0028ae	K06846	79.6	80.8	7.8e-23 lymphocyte antigen 6 complex locus protein D/E/F/G6/H
13735_0:0028af	K06846	79.6	90.4	9.8e-26 lymphocyte antigen 6 complex locus protein D/E/F/G6/H
13735_0:0028b0	K06846	79.6	123.5	7.6e-36 lymphocyte antigen 6 complex locus protein D/E/F/G6/H
13735_0:0028b1	K06846	79.6	88.6	3.2e-25 lymphocyte antigen 6 complex locus protein D/E/F/G6/H
13735_0:0028b2	K06846	79.6	143.9	4.3e-42 lymphocyte antigen 6 complex locus protein D/E/F/G6/H
13735_0:0028b3	K04929	1049.87	1115.7	0 potassium voltage-gated channel KQT-like subfamily member 4
13735_0:0028b4	K08066	106.37	314.3	7.5e-94 nuclear transcription factor Y, gamma
13735_0:0028b5	K08131	444.07	789.3	1.7e-237 collagen type IX alpha
13735_0:0028b6	K15298	552.63	695	1.9e-209 regulating synaptic membrane exocytosis protein 3
13735_0:0028b7	K23905	271.97	369	1.1e-110 peflin
13735_0:0028bb	K12486	196.27	332.1	5.6e-99 stromal membrane-associated protein
13735_0:0028bc	K17517	243.67	282.3	3.1e-84 C-type lectin domain family 12 member B
13735_0:0028be	K24404	1275.3	1490.8	0 dyslexia-associated protein KIAA0319-like protein
13735_0:0028bf	K24675	739.93	1734.6	0 zinc finger MYM-type protein 2/3/4
13735_0:0028c0	K07623	478.33	487.3	1.7e-146 gap junction beta-4 protein
13735_0:0028c1	K15008	455.43	702.8	5e-211 discs, large-associated protein 1
13735_0:0028c3	K07613	449.9	574.1	1.8e-172 gap junction alpha-4 protein
13735_0:0028c4	K07623	478.33	487.3	1.7e-146 gap junction beta-4 protein
13735_0:0028c5	K07624	433.9	480.4	7.7e-145 gap junction beta-5 protein
13735_0:0028c6	K02734	128.03	340.1	5.3e-102 20S proteasome subunit beta 4 [EC:3.4.25.1]
13735_0:0028c8	K07622	451.17	546.3	2e-164 gap junction beta-3 protein
13735_0:0028c9	K13219	662.13	784.3	6.2e-236 splicing factor, proline- and glutamine-rich
13735_0:0028ca	K27819	98.43	887.1	6.7e-267 neurochondrin
13735_0:0028cb	K09179	732.77	864	3e-260 transcription factor AP-2 epsilon
13735_0:0028cc	K09228	360.37	429.4	1.8e-128 KRAB domain-containing zinc finger protein
13735_0:0028cd	K09228	360.37	890.5	6.3e-268 KRAB domain-containing zinc finger protein
13735_0:0028cd	K09191	325.1	356.2	2.5e-106 general transcription factor IIIA
13735_0:0028cf	K27316	225.27	365.9	1.3e-109 myelin protein zero-like protein 2
13735_0:0028d0	K04848	147.5	326.1	1.2e-97 voltage-gated sodium channel type IV beta
13735_0:0028d2	K27317	248.27	372.2	8.5e-112 myelin protein zero-like protein 3
13735_0:0028d3	K04846	153.73	342.6	8.3e-103 voltage-gated sodium channel type II beta
13735_0:0028d5	K01942	211.8	879	3e-264 biotin---protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15]
13735_0:0028d7	K13167	996.8	1603	0 SR-related and CTD-associated factor 4
13735_0:0028d8	K02137	187.17	346	1.4e-103 F-type H+-transporting ATPase subunit O
13735_0:0028d8	K02113	52.4	141.4	3e-41 F-type H+-transporting ATPase subunit delta
13735_0:0028d9	K14861	141.97	2042.6	0 nucleolar pre-ribosomal-associated protein 1
13735_0:0028da	K13211	627.87	1084.1	0 GC-rich sequence DNA-binding factor
13735_0:0028dc	K08797	441.17	984.1	5e-296 hormonally upregulated Neu-associated kinase [EC:2.7.11.1]
13735_0:0028dd	K04894	111.97	194.3	1.3e-57 potassium voltage-gated channel Isk-related subfamily E member 1
13735_0:0028de	K11787	1144.9	1856.1	0 phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 2.1.2.2 6.3.3.1]
13735_0:0028de	K01945	146.3	661.1	8.7e-199 phosphoribosylamine---glycine ligase [EC:6.3.4.13]
13735_0:0028de	K01933	154.33	555.6	8.2e-167 phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
13735_0:0028de	K11175	188	281.4	5.9e-84 phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
13735_0:0028df	K25730	154.57	545.1	3.1e-164 vacuolar protein sorting-associated protein 26C
13735_0:0028e0	K11564	105.73	175.9	1.1e-51 kinetochore protein Mis18
13735_0:0028e1	K19589	157.73	333.6	8.7e-100 release factor glutamine methyltransferase [EC:2.1.1.297]
13735_0:0028e2	K04565	84.5	263.3	1.4e-78 superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
13735_0:0028e3	K09085	178.6	272.2	5.5e-81 class B basic helix-loop-helix protein 1/6/7
13735_0:0028e4	K23718	392.8	1044.4	0 protein SON
13735_0:0028e5	K09100	499.6	960.5	3.9e-289 single-minded
13735_0:0028e6	K04896	103.23	249	2.5e-74 potassium voltage-gated channel Isk-related subfamily E member 2
13735_0:0028e7	K26680	247.8	2427.2	0 protein dopey
13735_0:0028e8	K22377	160.17	1818.1	0 E3 ubiquitin-protein ligase listerin [EC:2.3.2.27]
13735_0:0028e9	K24135	163.87	857.7	5.4e-258 MORC family CW-type zinc finger protein
13735_0:0028ea	K24229	95.87	612.5	1.8e-184 cilia- and flagella-associated protein 298
13735_0:0028eb	K06087	63.4	285.7	2.4e-85 claudin
13735_0:0028ec	K10751	299.77	732.9	1.4e-220 chromatin assembly factor 1 subunit B
13735_0:0028ed	K09500	493.47	983	1.1e-295 T-complex protein 1 subunit theta
13735_0:0028ee	K22398	108.83	168	2.2e-49 melanocortin-2 receptor accessory protein
13735_0:0028f0	K22422	83.5	770.1	1.4e-231 protein downstream neighbor of Son
13735_0:0028f1	K05026	654.13	698.5	1e-209 chloride intracellular channel protein 6
13735_0:0028f2	K05133	280.8	444.1	2.3e-133 interferon gamma receptor 2
13735_0:0028f3	K00079	325.77	489.2	3.9e-147 carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]
13735_0:0028f4	K05135	249.77	418.5	1.5e-125 interleukin 10 receptor beta
13735_0:0028f5	K20045	349.53	2672.8	0 intersectin
13735_0:0028f6	K11844	307.93	822.7	2.7e-247 ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.4.19.12]
13735_0:0028f7	K06087	63.4	313.2	1.1e-93 claudin
13735_0:0028f8	K28315	41	164.8	2.1e-48 protein ripply
13735_0:0028f9	K15712	322.83	1551.5	0 E3 ubiquitin-protein ligase TTC3 [EC:2.3.2.27]
13735_0:0028fa	K27277	233.43	749.2	1.8e-225 SET domain-containing protein 4 [EC:2.1.1.- 2.1.1.364]
13735_0:0028fb	K03861	52.97	236.5	2e-70 phosphatidylinositol N-acetylglucosaminyltransferase subunit P
13735_0:0028fc	K19373	140	497.2	3.4e-149 DnaJ homolog subfamily C member 28
13735_0:0028fd	K27569	120.3	547.6	1.5e-164 protein eva-1
13735_0:0028fe	K05131	207.6	470.9	4.2e-141 interferon receptor 2
13735_0:0028ff	K05201	1644.67	1852.9	0 glutamate receptor, ionotropic kainate 1
13735_0:0028ff	K05313	929.93	975.2	2.8e-293 glutamate receptor, ionotropic, invertebrate
13735_0:002900	K09042	302.17	754.8	1.2e-226 transcription regulator BACH
13735_0:002901	K14383	973.57	1140.5	0 solute carrier family 5 (sodium/myo-inositol cotransporter), member 3
13735_0:002901	K03307	315.03	433.1	9.3e-130 solute:Na+ symporter, SSS family
13735_0:002902	K05731	1502.5	2835.8	0 T-lymphoma invasion and metastasis-inducing protein 1
13735_0:002904	K28021	218	687.2	5.6e-207 quinone oxidoreductase-like protein 1
13735_0:002905	K11787	1144.9	1645.9	0 phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 2.1.2.2 6.3.3.1]
13735_0:002905	K01945	146.3	558.2	1.2e-167 phosphoribosylamine---glycine ligase [EC:6.3.4.13]
13735_0:002905	K01933	154.33	414.5	4.4e-124 phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
13735_0:002905	K11175	188	210.1	2.9e-62 phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
13735_0:002906	K08825	494.3	1005.2	6.9e-303 dual specificity tyrosine-phosphorylation-regulated kinase 1 [EC:2.7.12.1]
13735_0:002909	K02990	20.7	119.6	7.5e-35 small subunit ribosomal protein S6
13735_0:00290a	K17901	342.37	403.3	3.4e-121 calcipressin-1
13735_0:00290b	K05000	712.57	824.5	1.1e-248 potassium inwardly-rectifying channel subfamily J member 6
13735_0:00290b	K04999	738.57	749.9	9.5e-226 potassium inwardly-rectifying channel subfamily J member 5
13735_0:00290c	K06087	63.4	296.7	1.1e-88 claudin
13735_0:00290d	K20279	441.7	1773	0 synaptojanin [EC:3.1.3.36]
13735_0:00290e	K05130	289.77	785.4	3.1e-236 interferon receptor 1
13735_0:00290f	K08367	649.63	844.1	5.1e-254 runt-related transcription factor 1
13735_0:00290f	K09278	703.7	712.4	3.6e-214 runt-related transcription factor 2
13735_0:002910	K06553	118.1	171.7	1.4e-50 pre-B lymphocyte gene
13735_0:002911	K14816	85.37	552.2	5.5e-166 pre-60S factor REI1
13735_0:002913	K04257	107.23	295.6	4e-88 olfactory receptor
13735_0:002914	K04257	107.23	295.8	3.4e-88 olfactory receptor
13735_0:002915	K04257	107.23	303.9	1.2e-90 olfactory receptor
13735_0:002916	K04257	107.23	295.5	4.2e-88 olfactory receptor
13735_0:002917	K09228	360.37	565.3	1.4e-169 KRAB domain-containing zinc finger protein
13735_0:002919	K23768	102.2	115.3	1.8e-33 protein S100-A16
13735_0:00291a	K04257	107.23	452	1.4e-135 olfactory receptor
13735_0:00291f	K18993	119.33	469.6	8.7e-141 ubiquitin-associated and SH3 domain-containing protein [EC:3.1.3.48]
13735_0:002920	K22454	117.1	129.5	5.2e-38 trefoil factor 3
13735_0:002921	K09634	529.47	753.4	1e-226 transmembrane protease serine 3 [EC:3.4.21.-]
13735_0:002922	K05679	860.53	1212.6	0 ATP-binding cassette, subfamily G (WHITE), member 1
13735_0:002922	K05680	1120.6	1139.1	0 ATP-binding cassette, subfamily G (WHITE), member 4
13735_0:002923	K22453	114.67	209.2	4.1e-62 trefoil factor 2
13735_0:002924	K02633	1210.63	1447.7	0 period circadian protein 2
13735_0:002926	K02969	104.13	312.3	2.3e-93 small subunit ribosomal protein S20e
13735_0:002927	K18185	35.77	52.9	2.8e-14 cytochrome c oxidase assembly protein subunit 23
13735_0:002928	K15734	435.07	500.6	3e-150 all-trans-retinol dehydrogenase (NAD+) [EC:1.1.1.105]
13735_0:00292a	K14292	72.53	634.5	1.2e-190 trimethylguanosine synthase [EC:2.1.1.-]
13735_0:00292b	K18832	177.63	475.1	1.1e-142 proenkephalin A
13735_0:00292c	K04367	261.77	499.9	7.9e-150 proto-oncogene serine/threonine-protein kinase mos [EC:2.7.11.1]
13735_0:00292e	K19484	520.2	597.3	1.7e-179 zinc finger protein PLAG1
13735_0:00292f	K10402	502.73	1074.5	0 kinesin family member 20
13735_0:002930	K15759	247.3	448.1	1.5e-134 Golgi-resident PAP phosphatase [EC:3.1.3.7]
13735_0:002933	K03129	92.1	943.8	7.2e-284 transcription initiation factor TFIID subunit 4
13735_0:002934	K12303	365.33	860.6	2.2e-259 MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 9
13735_0:002935	K17896	474.63	644.3	1.1e-193 GATA-binding protein 5
13735_0:002936	K03979	146.47	471.4	1.4e-141 GTPase [EC:3.6.5.-]
13735_0:002937	K09086	201.93	280.2	2e-83 class B basic helix-loop-helix protein 4/5
13735_0:002938	K20102	122.83	688.5	7.9e-207 YTH domain-containing family protein
13735_0:00293a	K23338	142.67	394.7	2e-118 glucose-induced degradation protein 8
13735_0:00293b	K14354	844.67	1127.6	0 solute carrier organic anion transporter family, member 4A
13735_0:00293d	K04211	439.3	768.6	2.7e-231 neurotensin receptor 1
13735_0:00293e	K02971	80.67	192.3	5.3e-57 small subunit ribosomal protein S21e
13735_0:00293f	K06691	53.73	546.5	3.4e-164 26S proteasome regulatory subunit N13
13735_0:002940	K22658	674.27	1191.7	0 cadherin 26
13735_0:002941	K19529	120.2	221.9	1e-65 synaptonemal complex protein 2
13735_0:002942	K04151	429.23	749.9	1.8e-225 histamine receptor H3
13735_0:002943	K17594	63.23	272.9	4.5e-81 phosphatase and actin regulator
13735_0:002944	K06797	1565.47	1833.3	0 cadherin 4, type 1, R-cadherin
13735_0:002946	K02731	289.17	489.7	2.7e-147 20S proteasome subunit alpha 4 [EC:3.4.25.1]
13735_0:002947	K15623	72.73	812	2e-244 protein SSXT
13735_0:002948	K20773	109.13	134.8	3.1e-39 DNA endonuclease RBBP8 [EC:3.1.-.-]
13735_0:002949	K14960	87.13	92.6	1.2e-26 COMPASS component SPP1
13735_0:00294a	K06240	1538.87	5005.7	0 laminin, alpha 3/5
13735_0:00294b	K19529	120.2	658.4	1.5e-197 synaptonemal complex protein 2
13735_0:00294c	K13117	942.07	1284.5	0 ATP-dependent RNA helicase DDX35 [EC:5.6.2.6]
13735_0:00294d	K09092	113.9	891.7	1.8e-268 transcription factor-like 5
13735_0:00294e	K08131	444.07	641.7	7.1e-193 collagen type IX alpha
13735_0:00294f	K18749	51.33	354	9.4e-106 protein LSM14
